road_condition,contract_area_m2,road_name,contract_period,building_age,contract_year,contract_month,deposit
0.0,41.52,제일로,2,45,2022,5,5000
0.0,39.47,성남대로,2,36,2022,5,5500
1.0,95.04,남문로,2,36,2022,5,5000
0.0,40.0,시민로,2,27,2022,5,7100
0.0,36.3,성남대로,2,34,2022,5,10500
0.0,31.57,수정북로,2,42,2022,5,10500
0.0,35.42,수정북로,2,39,2022,5,11200
0.0,48.47,남문로,2,35,2022,5,6500
0.0,34.35,제일로,2,50,2022,5,6000
0.0,35.9,남문로,2,32,2022,5,8000
0.0,32.6,탄리로,2,27,2022,5,7710
0.0,25.0,제일로,2,44,2022,5,7000
0.0,25.0,제일로,2,44,2022,5,7000
0.0,44.8,성남대로,2,24,2022,5,11330
0.0,38.52,제일로,2,27,2022,5,5500
0.0,32.2,탄리로,2,36,2022,5,7000
0.0,35.25,시민로,2,34,2022,5,12000
0.0,35.25,시민로,2,34,2022,5,12000
0.0,37.25,남문로,2,36,2022,5,10000
0.0,43.13,태평로,2,33,2022,5,8000
0.0,40.28,시민로,2,35,2022,5,13000
0.0,35.5,남문로,2,46,2022,5,10000
0.0,37.25,남문로,2,36,2022,5,10000
0.0,35.16,시민로,2,33,2022,5,5700
1.0,18.5,모란로,2,33,2022,6,7000
0.0,31.04,태평로,2,30,2022,6,8000
0.0,20.86,남문로,1,18,2022,6,7450
0.0,57.09,수정로,2,12,2022,6,20000
0.0,45.0,수정북로,2,33,2022,6,13500
0.0,40.44,공원로,2,31,2022,6,14000
0.0,40.62,태평로,2,9,2022,6,12000
0.0,42.15,남문로,2,35,2022,6,12000
0.0,46.0,남문로,2,28,2022,6,6000
0.0,47.34,남문로,2,34,2022,6,9000
0.0,17.0,모란로,2,44,2022,6,7000
0.0,40.63,남문로,2,35,2022,6,11235
0.0,34.32,시민로,2,34,2022,6,10000
0.0,39.18,남문로,2,30,2022,6,8000
0.0,36.72,시민로,2,37,2022,6,10500
0.0,64.3,탄리로,2,27,2022,6,17000
0.0,36.72,시민로,2,37,2022,6,10500
0.0,40.0,남문로,2,29,2022,6,8000
0.0,42.21,남문로,2,32,2022,6,15000
0.0,49.67,수정북로,2,38,2022,6,22000
0.0,33.15,제일로,2,37,2022,6,12000
0.0,28.8,제일로,2,45,2022,6,9000
0.0,35.07,제일로,2,34,2022,6,6000
0.0,38.86,제일로,2,33,2022,6,12000
1.0,48.9,남문로,2,23,2022,6,19000
0.0,12.0,시민로,2,34,2022,6,3500
0.0,20.0,시민로,2,33,2022,6,1600
0.0,64.53,남문로,4,44,2022,6,17000
0.0,21.0,남문로,2,31,2022,6,5000
0.0,42.18,남문로,2,35,2022,6,7000
0.0,42.07,남문로,2,34,2022,6,4500
0.0,21.09,시민로,2,45,2022,6,8500
0.0,41.56,태평로,2,34,2022,6,12000
0.0,35.85,수정북로,2,35,2022,6,8000
0.0,65.0,남문로,2,27,2022,6,12100
0.0,30.0,태평로,2,33,2022,6,4000
0.0,39.01,남문로,2,40,2022,6,12000
0.0,44.42,남문로,2,33,2022,6,10000
0.0,41.43,남문로,2,31,2022,6,12000
0.0,39.2,시민로,2,32,2022,6,8000
0.0,24.52,탄리로,2,32,2022,6,3000
0.0,32.28,남문로,2,31,2022,6,10000
0.0,55.41,남문로,2,28,2022,6,13000
0.0,55.41,남문로,2,28,2022,6,13000
0.0,52.25,남문로,2,28,2022,6,8000
0.0,46.44,시민로,2,31,2022,6,7000
0.0,40.34,시민로,2,19,2022,6,6300
0.0,43.05,남문로,2,39,2022,6,6000
0.0,38.0,수정로,2,35,2022,6,12000
0.0,49.92,제일로,2,52,2022,6,10000
0.0,41.0,성남대로,2,34,2022,6,6000
0.0,26.73,시민로,2,39,2022,6,12000
0.0,36.22,제일로,2,33,2022,6,13000
0.0,34.42,태평로,2,31,2022,6,12000
0.0,82.32,성남대로,2,24,2022,6,5000
0.0,72.27,모란로,2,21,2022,6,20000
0.0,59.5,남문로,2,33,2022,6,27000
0.0,16.5,탄리로,2,32,2022,6,3000
0.0,35.5,제일로,2,41,2022,6,12000
0.0,43.8,시민로,2,31,2022,6,12000
0.0,35.62,남문로,2,32,2022,6,10500
0.0,82.32,성남대로,2,24,2022,6,5000
1.0,68.7,모란로,2,41,2022,6,14000
0.0,30.23,남문로,2,33,2022,6,10000
0.0,36.94,남문로,2,33,2022,6,9000
0.0,39.41,시민로,2,34,2022,6,6000
0.0,41.04,남문로,2,36,2022,6,12000
0.0,34.24,시민로,2,32,2022,6,12000
0.0,41.58,태평로,2,35,2022,6,4000
0.0,40.0,남문로,2,35,2022,6,20000
0.0,51.46,태평로,2,33,2022,6,3500
2.0,45.68,태평로,2,35,2022,6,10000
0.0,42.16,시민로,2,17,2022,6,7000
0.0,44.68,공원로,2,33,2022,6,6000
0.0,37.6,남문로,2,34,2022,6,9000
0.0,50.0,시민로,2,37,2022,6,13000
0.0,38.1,남문로,2,33,2022,6,8400
0.0,23.0,남문로,2,31,2022,6,4000
0.0,38.1,남문로,2,33,2022,6,8400
0.0,75.75,시민로,2,31,2022,6,20000
0.0,75.75,시민로,2,31,2022,6,20000
0.0,75.75,시민로,2,31,2022,6,20000
0.0,30.96,탄리로,1,36,2022,6,7300
0.0,45.11,시민로,2,28,2022,6,5000
0.0,35.0,남문로,2,34,2022,6,5000
0.0,34.8,성남대로,2,36,2022,6,14000
0.0,34.8,성남대로,2,36,2022,6,14000
0.0,32.82,남문로,2,35,2022,6,12700
0.0,32.82,남문로,2,35,2022,6,12700
0.0,35.05,성남대로,2,34,2022,6,10500
0.0,42.8,수정북로,2,29,2022,6,12000
0.0,45.34,태평로,2,37,2022,6,10000
0.0,35.7,제일로,2,36,2022,6,5000
0.0,43.95,남문로,2,35,2022,6,25000
0.0,46.12,남문로,2,37,2022,6,12000
0.0,45.15,탄리로,2,30,2022,6,3200
0.0,42.45,남문로,2,45,2022,6,5000
0.0,34.14,수정북로,2,39,2022,6,15000
2.0,44.0,남문로,2,42,2022,7,15500
0.0,35.01,태평로,2,34,2022,7,9950
0.0,39.91,시민로,2,51,2022,7,8000
0.0,47.8,시민로,2,34,2022,7,7665
0.0,62.12,시민로,2,40,2022,7,12000
0.0,62.12,시민로,2,40,2022,7,21000
0.0,37.56,남문로,2,31,2022,7,12000
0.0,39.22,태평로,2,38,2022,7,12600
2.0,40.0,탄리로,2,36,2022,7,8000
2.0,40.0,탄리로,2,36,2022,7,8000
0.0,35.0,시민로,2,33,2022,7,9920
1.0,50.0,남문로,2,21,2022,7,17000
1.0,50.0,남문로,2,21,2022,7,17000
3.0,73.34,수정로,3,50,2022,7,20000
0.0,31.97,수정북로,2,35,2022,7,10000
0.0,31.64,수정북로,2,37,2022,7,11000
0.0,35.18,남문로,2,33,2022,7,11000
0.0,45.0,남문로,2,26,2022,7,12000
0.0,42.6,성남대로,2,35,2022,7,18000
0.0,54.0,시민로,2,40,2022,7,15000
0.0,45.51,남문로,2,35,2022,7,10000
0.0,38.01,성남대로,2,36,2022,7,13000
0.0,35.28,탄리로,2,40,2022,7,13000
0.0,35.28,탄리로,2,40,2022,7,13000
0.0,51.39,수정로,2,34,2022,7,23000
0.0,41.95,남문로,2,34,2022,7,10500
0.0,35.94,태평로,2,38,2022,7,11000
0.0,38.22,남문로,2,32,2022,7,13000
0.0,32.64,태평로,2,25,2022,7,12000
0.0,38.52,공원로,2,31,2022,7,14000
0.0,39.04,남문로,2,45,2022,7,12000
0.0,24.79,시민로,2,34,2022,7,6000
0.0,24.79,시민로,2,34,2022,7,6000
0.0,28.52,태평로,2,34,2022,7,3000
0.0,24.52,탄리로,2,33,2022,7,1500
0.0,18.42,탄리로,2,33,2022,7,1100
2.0,35.04,탄리로,2,38,2022,7,9000
0.0,41.91,남문로,2,36,2022,7,4500
0.0,42.99,제일로,2,32,2022,7,8000
0.0,34.99,수정북로,2,40,2022,7,9975
0.0,53.88,탄리로,2,43,2022,7,13000
0.0,38.11,태평로,2,39,2022,7,13000
0.0,37.45,남문로,2,46,2022,7,11000
0.0,28.27,남문로,2,36,2022,7,11000
0.0,33.63,공원로,2,33,2022,7,12000
1.0,72.13,수정북로,2,51,2022,7,15000
0.0,35.88,남문로,2,26,2022,7,4700
1.0,50.0,남문로,2,21,2022,7,17000
0.0,38.3,시민로,2,40,2022,7,10000
0.0,44.14,시민로,2,40,2022,7,10000
0.0,36.1,남문로,2,34,2022,7,9000
0.0,53.8,수정북로,2,24,2022,7,18000
0.0,39.08,태평로,2,34,2022,7,7500
0.0,38.97,남문로,2,31,2022,7,10000
0.0,47.25,남문로,2,26,2022,7,7000
0.0,50.4,시민로,2,34,2022,7,15000
0.0,44.42,남문로,2,33,2022,7,10000
0.0,40.0,성남대로,2,34,2022,7,9000
0.0,69.62,시민로,2,26,2022,7,12600
0.0,25.0,남문로,2,35,2022,7,6000
2.0,40.75,태평로,2,37,2022,7,12000
0.0,61.5,남문로,2,34,2022,7,10500
0.0,36.09,남문로,2,34,2022,7,10500
0.0,20.0,성남대로,2,32,2022,7,10000
0.0,30.85,시민로,2,35,2022,7,6000
0.0,37.62,시민로,2,34,2022,7,12000
0.0,41.95,시민로,2,31,2022,7,6000
0.0,38.26,시민로,2,33,2022,7,8000
1.0,68.49,수정북로,2,20,2022,7,16000
0.0,58.28,남문로,1,36,2022,7,11000
0.0,30.85,시민로,2,35,2022,7,6000
0.0,34.99,수정북로,2,40,2022,7,9450
0.0,58.74,시민로,2,35,2022,7,18000
0.0,41.89,남문로,2,35,2022,7,17000
0.0,58.74,시민로,2,35,2022,7,18000
0.0,17.0,모란로,2,44,2022,7,7000
0.0,29.47,제일로,2,35,2022,7,9970
0.0,29.47,제일로,2,35,2022,7,9970
0.0,43.44,남문로,2,30,2022,7,14000
0.0,40.0,시민로,2,33,2022,7,7000
0.0,40.0,시민로,2,33,2022,7,7000
0.0,20.4,남문로,2,35,2022,7,3100
0.0,33.17,남문로,2,33,2022,7,10000
0.0,43.0,남문로,2,40,2022,7,15000
0.0,42.45,남문로,2,35,2022,7,10500
0.0,34.28,시민로,2,39,2022,7,8500
0.0,36.76,탄리로,2,36,2022,7,10000
0.0,36.62,시민로,2,32,2022,7,3600
0.0,46.66,태평로,2,39,2022,7,10500
0.0,40.0,남문로,2,35,2022,7,9000
0.0,35.0,탄리로,2,36,2022,7,14000
1.0,20.0,모란로,2,39,2022,7,4500
0.0,24.0,탄리로,2,34,2022,7,3000
0.0,32.4,남문로,2,40,2022,7,10500
0.0,82.32,성남대로,2,24,2022,7,20000
0.0,37.44,남문로,2,24,2022,7,8000
0.0,87.0,남문로,2,34,2022,7,23000
1.0,83.9,남문로,2,26,2022,7,33000
0.0,38.18,남문로,2,35,2022,7,12000
0.0,39.12,남문로,2,24,2022,7,7000
0.0,32.56,태평로,2,37,2022,7,7350
0.0,40.68,태평로,2,34,2022,7,10400
0.0,76.88,시민로,1,35,2022,7,10000
0.0,39.5,남문로,2,36,2022,7,7000
0.0,60.54,남문로,2,41,2022,7,25000
0.0,35.2,남문로,2,35,2022,7,15000
0.0,29.75,남문로,2,32,2022,7,4500
0.0,36.22,남문로,2,33,2022,7,6000
0.0,45.0,수정로,2,22,2022,7,18000
0.0,35.59,남문로,2,34,2022,8,8900
0.0,37.44,남문로,2,37,2022,8,7350
0.0,31.5,탄리로,2,27,2022,8,5000
0.0,48.0,남문로,2,26,2022,8,13000
0.0,44.65,남문로,2,29,2022,8,10000
0.0,37.01,남문로,2,34,2022,8,16000
0.0,69.31,남문로,2,37,2022,8,30000
0.0,33.0,남문로,2,51,2022,8,11000
0.0,39.04,탄리로,2,26,2022,8,12000
0.0,38.37,탄리로,2,38,2022,8,12000
0.0,40.8,탄리로,2,35,2022,8,10000
0.0,40.8,탄리로,2,35,2022,8,10000
2.0,21.2,남문로,2,40,2022,8,3500
0.0,36.85,남문로,2,37,2022,8,12000
0.0,50.0,모란로,2,35,2022,8,14000
0.0,57.18,성남대로,2,33,2022,8,15000
0.0,45.26,시민로,2,33,2022,8,12000
0.0,38.04,시민로,2,32,2022,8,11500
0.0,45.49,남문로,2,30,2022,8,10000
0.0,45.26,시민로,2,33,2022,8,12000
0.0,23.31,남문로,2,12,2022,8,8000
0.0,38.88,남문로,2,18,2022,8,14000
0.0,46.0,성남대로,2,27,2022,8,14500
0.0,41.6,태평로,2,40,2022,8,5000
0.0,72.27,모란로,2,21,2022,8,5000
0.0,41.47,남문로,5,35,2022,8,13000
0.0,38.42,태평로,2,35,2022,8,12000
0.0,43.26,시민로,2,27,2022,8,5500
0.0,38.96,수정로,2,36,2022,8,4000
0.0,24.28,시민로,2,40,2022,8,7000
0.0,44.08,모란로,2,5,2022,8,7000
0.0,34.45,남문로,2,33,2022,8,3500
0.0,39.0,탄리로,2,37,2022,8,9450
2.0,41.01,태평로,2,40,2022,8,12000
0.0,61.1,모란로,2,36,2022,8,14000
0.0,32.71,남문로,2,41,2022,8,10000
0.0,31.47,남문로,2,37,2022,8,7000
0.0,38.22,남문로,2,34,2022,8,9000
0.0,61.26,남문로,2,38,2022,8,16000
0.0,43.24,성남대로,2,33,2022,8,5000
0.0,35.46,탄리로,2,37,2022,8,12000
0.0,39.57,남문로,2,33,2022,8,6000
0.0,41.61,태평로,2,34,2022,8,15000
0.0,41.45,제일로,2,27,2022,8,8000
0.0,49.95,공원로,2,35,2022,8,17000
0.0,55.9,남문로,1,28,2022,8,7000
0.0,49.35,공원로,2,35,2022,8,17000
2.0,67.8,남문로,2,44,2022,8,11000
0.0,29.76,시민로,2,39,2022,8,9870
0.0,33.12,시민로,2,39,2022,8,8500
0.0,15.2,시민로,2,32,2022,8,1200
0.0,23.0,탄리로,2,45,2022,8,2000
0.0,33.72,시민로,2,31,2022,8,13000
1.0,64.16,수정북로,2,21,2022,8,17000
0.0,38.42,태평로,2,35,2022,8,10500
0.0,26.44,태평로,2,35,2022,8,2000
0.0,25.45,남문로,2,46,2022,8,12000
0.0,36.85,수정로,2,33,2022,8,15000
0.0,13.0,시민로,2,31,2022,8,3500
0.0,47.34,남문로,2,33,2022,8,2200
0.0,40.5,남문로,2,31,2022,8,13000
0.0,37.61,탄리로,2,38,2022,8,2500
0.0,42.49,성남대로,2,32,2022,8,7000
0.0,26.22,남문로,2,31,2022,8,5500
0.0,81.66,수정로,2,34,2022,8,11000
0.0,40.86,태평로,2,35,2022,8,14000
0.0,38.79,남문로,2,37,2022,8,10500
0.0,40.86,태평로,2,35,2022,8,14000
0.0,26.44,수정로,2,41,2022,8,5000
0.0,33.18,탄리로,2,33,2022,8,11000
0.0,37.98,시민로,2,31,2022,8,13000
0.0,38.76,남문로,2,34,2022,8,12000
0.0,39.96,탄리로,2,36,2022,8,12600
0.0,90.24,남문로,2,9,2022,8,26000
0.0,30.3,시민로,2,34,2022,8,4000
0.0,39.66,탄리로,2,34,2022,8,1000
0.0,20.0,모란로,2,44,2022,8,7000
0.0,69.62,시민로,2,26,2022,8,15750
0.0,33.81,남문로,2,35,2022,8,10000
0.0,30.0,수정로,2,34,2022,8,3500
2.0,37.2,탄리로,2,20,2022,8,17000
0.0,61.82,남문로,2,51,2022,8,17000
0.0,33.86,탄리로,2,29,2022,8,12500
0.0,30.82,제일로,2,40,2022,8,7000
0.0,25.45,탄리로,2,27,2022,8,7000
0.0,81.65,남문로,2,17,2022,8,20000
0.0,31.56,태평로,2,37,2022,8,3675
1.0,43.1,모란로,2,52,2022,8,12000
1.0,26.4,성남대로,2,17,2022,8,7350
0.0,38.36,남문로,2,37,2022,8,11025
0.0,41.55,탄리로,2,35,2022,8,11000
1.0,45.0,모란로,2,22,2022,8,18000
0.0,50.0,남문로,2,8,2022,8,17850
0.0,20.0,남문로,2,12,2022,8,7000
0.0,37.47,탄리로,2,10,2022,8,8000
0.0,38.16,수정북로,2,35,2022,8,12000
0.0,71.4,남문로,2,26,2022,8,17000
0.0,81.3,남문로,4,31,2022,8,10000
0.0,36.0,수정북로,2,36,2022,8,3000
0.0,51.56,수정로,2,26,2022,8,25000
0.0,50.52,태평로,2,27,2022,8,16000
0.0,44.0,남문로,2,23,2022,8,16000
0.0,26.4,시민로,2,33,2022,8,1000
0.0,129.84,태평로,2,27,2022,8,16000
0.0,36.77,태평로,2,37,2022,8,7000
0.0,36.77,태평로,2,37,2022,8,7000
0.0,28.0,태평로,2,34,2022,8,3500
0.0,37.56,탄리로,2,34,2022,9,12000
0.0,37.02,남문로,2,18,2022,9,13500
0.0,34.7,탄리로,2,38,2022,9,11000
0.0,50.0,남문로,2,27,2022,9,12000
0.0,41.22,남문로,2,33,2022,9,17000
0.0,34.67,남문로,2,38,2022,9,9000
2.0,37.1,태평로,2,45,2022,9,15000
0.0,44.0,모란로,2,44,2022,9,13000
0.0,44.0,모란로,2,44,2022,9,13000
0.0,36.29,태평로,2,33,2022,9,10000
0.0,94.41,남문로,2,9,2022,9,30000
0.0,57.22,성남대로,2,34,2022,9,17000
0.0,49.48,성남대로,2,35,2022,9,16000
0.0,40.2,남문로,2,35,2022,9,5000
0.0,45.73,탄리로,2,40,2022,9,9650
0.0,42.9,남문로,2,33,2022,9,9450
2.0,42.02,탄리로,2,20,2022,9,7000
0.0,34.0,제일로,2,25,2022,9,8000
0.0,39.37,남문로,2,35,2022,9,10000
0.0,40.51,시민로,2,36,2022,9,5000
0.0,38.8,시민로,2,33,2022,9,10000
0.0,18.0,탄리로,2,44,2022,9,10000
0.0,19.83,시민로,2,34,2022,9,2000
0.0,42.43,태평로,2,34,2022,9,13000
0.0,19.83,시민로,2,34,2022,9,2000
0.0,47.2,남문로,2,35,2022,9,13650
0.0,38.46,남문로,2,18,2022,9,12000
0.0,30.0,성남대로,2,32,2022,9,5000
0.0,68.51,남문로,2,35,2022,9,10000
0.0,104.7,성남대로,2,38,2022,9,17000
0.0,30.0,시민로,2,44,2022,9,3500
0.0,42.59,탄리로,2,38,2022,9,10000
0.0,79.92,수정로,2,35,2022,9,15000
0.0,37.1,남문로,2,36,2022,9,10000
0.0,71.83,모란로,2,26,2022,9,19000
0.0,41.34,탄리로,2,33,2022,9,12000
0.0,30.0,남문로,2,34,2022,9,5000
0.0,35.32,남문로,2,36,2022,9,3000
0.0,27.77,시민로,2,50,2022,9,15000
0.0,28.86,시민로,2,32,2022,9,11000
0.0,44.86,제일로,2,18,2022,9,10000
0.0,30.43,탄리로,2,40,2022,9,11000
0.0,30.08,탄리로,2,36,2022,9,10000
0.0,23.0,수정북로,2,34,2022,9,5000
2.0,36.69,탄리로,2,46,2022,9,12000
0.0,38.28,탄리로,2,34,2022,9,10000
0.0,62.0,수정북로,2,36,2022,9,13000
0.0,37.92,남문로,2,50,2022,9,12000
0.0,45.47,탄리로,2,36,2022,9,5000
0.0,26.1,남문로,2,41,2022,9,12000
0.0,33.1,남문로,2,35,2022,9,9975
0.0,42.86,시민로,2,35,2022,9,12600
0.0,62.18,수정로,2,40,2022,9,25000
0.0,18.02,남문로,2,46,2022,9,10000
0.0,38.67,시민로,2,40,2022,9,8000
0.0,51.24,남문로,2,36,2022,9,15000
0.0,38.71,시민로,2,40,2022,9,10000
0.0,43.3,제일로,2,28,2022,9,4700
0.0,81.3,남문로,2,31,2022,9,10000
0.0,54.7,수정로,2,36,2022,9,18000
0.0,34.0,시민로,2,40,2022,9,12000
0.0,34.0,시민로,2,40,2022,9,12000
0.0,46.2,남문로,2,41,2022,9,14500
0.0,45.95,공원로,2,35,2022,9,16000
0.0,36.12,남문로,2,34,2022,9,15000
0.0,20.0,성남대로,2,33,2022,9,3500
0.0,32.73,남문로,2,36,2022,9,10000
0.0,46.82,탄리로,2,36,2022,9,9000
0.0,111.06,남문로,2,34,2022,9,10500
0.0,39.56,남문로,2,36,2022,9,8000
0.0,36.74,태평로,2,35,2022,9,13000
0.0,38.49,남문로,2,33,2022,9,9000
0.0,38.49,남문로,2,33,2022,9,9000
0.0,37.5,남문로,2,38,2022,9,10500
0.0,37.33,남문로,2,37,2022,9,9000
0.0,37.66,남문로,2,36,2022,9,10000
0.0,43.44,남문로,2,30,2022,9,12600
0.0,37.71,남문로,2,36,2022,9,8500
1.0,33.0,탄리로,2,27,2022,9,10000
2.0,67.8,남문로,2,44,2022,9,16000
1.0,40.0,남문로,2,36,2022,9,15000
1.0,36.4,남문로,2,33,2022,9,9000
0.0,37.71,탄리로,2,33,2022,9,10000
0.0,43.71,남문로,2,35,2022,9,18000
0.0,55.3,남문로,2,29,2022,9,6000
0.0,47.83,남문로,2,29,2022,9,13000
0.0,63.92,남문로,2,23,2022,9,15000
0.0,33.6,제일로,2,36,2022,9,12000
0.0,43.24,성남대로,2,33,2022,9,14000
0.0,35.04,수정북로,2,39,2022,9,9370
0.0,45.0,모란로,2,34,2022,9,15000
0.0,37.55,수정로,2,34,2022,9,7000
0.0,14.72,수정로,2,24,2022,9,3500
0.0,43.18,남문로,2,34,2022,9,13000
0.0,43.18,남문로,2,34,2022,9,13000
0.0,42.25,태평로,2,36,2022,9,14000
0.0,39.69,남문로,2,39,2022,9,10000
1.0,47.23,모란로,2,33,2022,9,15000
0.0,34.4,남문로,2,38,2022,9,16537
0.0,84.33,수정로,2,34,2022,9,10000
0.0,26.4,태평로,2,37,2022,9,10000
0.0,37.41,남문로,2,32,2022,9,7000
0.0,43.79,남문로,2,35,2022,9,5000
0.0,35.2,남문로,2,35,2022,9,15000
0.0,44.14,시민로,2,40,2022,9,12000
0.0,36.91,제일로,1,38,2022,9,9500
0.0,37.43,남문로,2,32,2022,9,3000
0.0,38.46,남문로,2,32,2022,9,7000
0.0,16.5,수정북로,2,38,2022,10,2000
0.0,31.76,수정북로,2,25,2022,10,13500
0.0,35.96,남문로,2,35,2022,10,10000
0.0,35.26,시민로,2,39,2022,10,6000
0.0,50.9,남문로,2,31,2022,10,11500
0.0,26.58,시민로,2,38,2022,10,12000
0.0,52.63,탄리로,2,46,2022,10,14000
0.0,31.32,시민로,2,38,2022,10,11000
0.0,37.02,탄리로,2,33,2022,10,10000
0.0,40.38,태평로,2,33,2022,10,5000
0.0,43.5,시민로,2,30,2022,10,9400
0.0,37.63,공원로,2,41,2022,10,14000
0.0,31.47,남문로,2,37,2022,10,9000
0.0,68.6,성남대로,2,27,2022,10,15000
2.0,67.8,남문로,2,44,2022,10,16500
0.0,49.71,수정북로,2,26,2022,10,12000
0.0,39.7,시민로,2,32,2022,10,8000
0.0,33.0,모란로,2,35,2022,10,5000
0.0,18.0,제일로,2,43,2022,10,13000
0.0,18.0,제일로,2,43,2022,10,13000
0.0,35.96,남문로,2,35,2022,10,9000
0.0,45.0,수정로,2,23,2022,10,12000
0.0,26.98,남문로,2,35,2022,10,11000
0.0,44.89,남문로,2,38,2022,10,10000
0.0,34.64,제일로,2,36,2022,10,15000
0.0,33.56,시민로,2,36,2022,10,7700
0.0,36.72,시민로,2,37,2022,10,4000
3.0,50.0,공원로,2,22,2022,10,13000
0.0,38.64,남문로,2,35,2022,10,6000
0.0,38.46,수정로,2,34,2022,10,13000
0.0,40.05,남문로,2,36,2022,10,1500
0.0,33.0,남문로,2,35,2022,10,5000
0.0,42.67,태평로,2,34,2022,10,10000
0.0,42.67,태평로,2,34,2022,10,10000
0.0,45.6,남문로,2,28,2022,10,12000
0.0,42.02,남문로,2,45,2022,10,10000
0.0,42.18,태평로,2,34,2022,10,11000
0.0,20.5,남문로,2,33,2022,10,2000
0.0,20.5,남문로,2,33,2022,10,2000
0.0,59.68,수정로,2,28,2022,10,12000
0.0,35.28,탄리로,2,40,2022,10,13000
0.0,34.09,시민로,2,28,2022,10,12000
0.0,34.81,탄리로,2,36,2022,10,7500
0.0,42.0,시민로,2,30,2022,10,9400
0.0,42.0,시민로,2,30,2022,10,9400
0.0,81.36,수정로,2,22,2022,10,20000
0.0,38.98,태평로,2,34,2022,10,10000
0.0,33.8,시민로,2,41,2022,10,12000
1.0,63.15,모란로,2,40,2022,10,21500
1.0,60.7,모란로,2,39,2022,10,15000
0.0,29.98,수정북로,2,42,2022,10,12000
2.0,37.49,탄리로,2,46,2022,10,12000
2.0,37.49,탄리로,2,46,2022,10,12000
0.0,47.27,남문로,2,43,2022,10,2000
0.0,34.95,남문로,2,31,2022,10,12000
0.0,56.19,성남대로,2,24,2022,10,17000
0.0,56.1,성남대로,2,24,2022,10,16800
0.0,56.19,성남대로,2,24,2022,10,17000
0.0,31.32,성남대로,2,36,2022,10,11000
0.0,34.3,시민로,2,40,2022,10,10000
0.0,33.0,탄리로,2,33,2022,10,2500
0.0,36.76,탄리로,2,34,2022,10,11000
0.0,67.34,수정로,2,35,2022,10,13000
0.0,42.92,태평로,2,27,2022,10,3000
0.0,39.0,수정로,2,22,2022,10,14000
0.0,80.51,성남대로,2,24,2022,10,18900
0.0,40.55,시민로,2,34,2022,10,7500
0.0,40.55,시민로,2,34,2022,10,7500
0.0,41.75,공원로,2,30,2022,10,12000
0.0,41.75,공원로,2,30,2022,10,12000
0.0,43.36,남문로,2,34,2022,10,8500
0.0,59.76,성남대로,2,22,2022,10,17000
0.0,47.24,남문로,2,35,2022,10,5000
0.0,43.04,태평로,2,37,2022,10,6300
0.0,56.82,공원로,2,34,2022,10,12000
0.0,38.87,공원로,2,35,2022,10,8925
0.0,41.76,공원로,2,35,2022,10,8400
0.0,62.78,모란로,2,44,2022,10,17000
0.0,41.09,태평로,2,33,2022,10,7000
0.0,44.59,제일로,2,30,2022,10,12000
0.0,39.39,남문로,2,34,2022,10,10000
0.0,82.08,탄리로,2,42,2022,10,24000
0.0,16.23,시민로,2,38,2022,10,5000
0.0,41.45,시민로,2,33,2022,10,10000
0.0,30.43,탄리로,2,40,2022,10,10000
0.0,42.24,공원로,2,34,2022,10,12000
1.0,19.0,시민로,2,38,2022,10,1500
0.0,41.52,성남대로,2,35,2022,10,11000
0.0,98.99,남문로,2,24,2022,10,18900
0.0,33.64,시민로,2,40,2022,10,15000
1.0,21.0,모란로,2,33,2022,10,7500
0.0,40.76,탄리로,2,34,2022,10,10000
1.0,24.0,시민로,2,38,2022,10,2700
0.0,38.5,태평로,2,34,2022,10,12000
2.0,43.47,남문로,2,50,2022,10,10000
0.0,40.0,모란로,2,34,2022,10,9000
1.0,54.0,시민로,2,38,2022,10,10000
0.0,38.58,태평로,2,36,2022,10,12000
0.0,112.46,태평로,2,36,2022,10,12000
0.0,59.2,성남대로,2,24,2022,10,11000
0.0,40.19,제일로,2,32,2022,10,17000
0.0,36.0,시민로,2,32,2022,10,13000
0.0,51.58,시민로,2,17,2022,10,10000
0.0,30.0,성남대로,2,27,2022,10,6000
0.0,36.0,태평로,2,37,2022,10,12000
0.0,60.0,수정로,2,27,2022,10,8000
0.0,71.64,수정로,2,48,2022,10,14000
0.0,34.56,탄리로,2,36,2022,10,9000
0.0,39.77,성남대로,2,30,2022,10,13000
0.0,43.91,남문로,2,34,2022,10,12600
0.0,68.55,수정북로,2,33,2022,10,20000
1.0,40.0,남문로,2,22,2022,10,12000
0.0,54.89,탄리로,2,25,2022,10,11550
1.0,40.0,남문로,2,22,2022,10,12000
0.0,37.67,남문로,2,29,2022,10,12000
0.0,35.98,남문로,2,37,2022,10,10000
0.0,29.0,성남대로,2,31,2022,10,10000
0.0,20.86,남문로,2,18,2022,10,9000
0.0,37.52,탄리로,2,36,2022,10,9922
0.0,54.56,수정로,1,33,2022,10,8000
0.0,35.6,시민로,2,35,2022,11,8900
0.0,33.64,시민로,2,40,2022,11,12600
0.0,40.6,남문로,2,52,2022,11,12000
0.0,40.32,시민로,2,34,2022,11,7000
0.0,43.68,남문로,2,26,2022,11,11000
0.0,38.98,시민로,2,30,2022,11,10000
0.0,45.0,모란로,2,34,2022,11,16000
0.0,70.5,성남대로,2,38,2022,11,12000
0.0,43.24,시민로,2,31,2022,11,8400
1.0,36.4,남문로,2,33,2022,11,6500
