road_condition,contract_area_m2,road_name,contract_period,building_age,contract_year,contract_month,deposit
1.0,30.0,제일로,2,33,2024,1,7500
0.0,29.25,제일로,2,33,2024,1,10000
1.0,83.06,원터로,2,20,2024,1,25000
1.0,39.66,제일로,2,36,2024,1,18000
1.0,39.66,제일로,2,36,2024,1,18000
1.0,42.0,원터로,2,35,2024,1,5000
1.0,58.36,둔촌대로,2,7,2024,1,28000
0.0,50.05,광명로,2,33,2024,1,12000
0.0,92.13,원터로,2,41,2024,1,27000
1.0,41.81,광명로,2,31,2024,1,15000
1.0,57.3,둔촌대로,2,7,2024,1,25000
0.0,33.05,제일로,2,27,2024,1,9000
1.0,57.36,원터로,2,36,2024,1,18000
0.0,43.68,제일로,2,29,2024,1,8000
0.0,50.88,둔촌대로,2,33,2024,1,13000
0.0,55.89,둔촌대로,2,34,2024,1,14000
0.0,39.39,제일로,2,31,2024,2,11000
0.0,19.8,둔촌대로,2,39,2024,2,5200
0.0,42.0,자혜로,2,35,2024,1,11000
0.0,63.09,산성대로,2,39,2024,1,16800
0.0,64.44,광명로,2,36,2024,1,16000
0.0,39.7,광명로,2,36,2024,1,10000
0.0,39.7,광명로,2,36,2024,1,10000
0.0,72.47,광명로,4,36,2024,1,14000
1.0,58.0,산성대로,2,36,2024,1,16000
0.0,24.0,금빛로,2,36,2024,1,6000
2.0,84.13,광명로,2,38,2024,1,35000
0.0,43.5,산성대로,2,38,2024,1,18000
0.0,57.06,자혜로,2,34,2024,1,14000
1.0,65.0,금빛로,1,18,2024,1,16000
0.0,16.5,금빛로,2,32,2024,1,3000
0.0,33.0,광명로,2,35,2024,2,3700
0.0,35.0,광명로,2,35,2024,2,15000
0.0,52.76,자혜로,2,33,2024,1,12000
0.0,76.26,산성대로,2,31,2024,1,18000
0.0,38.64,자혜로,2,32,2024,1,11600
0.0,109.4,산성대로,2,33,2024,1,17000
0.0,19.81,산성대로,2,36,2024,1,5500
0.0,48.52,자혜로,2,33,2024,1,8000
0.0,58.54,자혜로,2,33,2024,1,5500
0.0,35.53,자혜로,2,34,2024,1,8000
0.0,53.67,자혜로,2,32,2024,1,12000
0.0,47.36,박석로,2,31,2024,1,12000
1.0,75.5,희망로,2,29,2024,1,12000
0.0,55.69,금상로,2,36,2024,1,14700
0.0,66.81,금상로,2,47,2024,1,15000
0.0,58.86,금상로,2,34,2024,1,13000
0.0,36.54,박석로,2,36,2024,1,8500
0.0,15.0,금상로,2,41,2024,1,3000
0.0,32.2,박석로,2,37,2024,1,8600
0.0,30.0,박석로,2,20,2024,1,7000
0.0,60.65,희망로,2,49,2024,1,18000
0.0,73.44,박석로,2,27,2024,1,14000
0.0,36.51,박석로,2,40,2024,1,13000
0.0,40.0,금상로,2,31,2024,1,10000
1.0,15.37,박석로,2,38,2024,1,4000
0.0,94.2,박석로,2,40,2024,1,18000
1.0,56.14,박석로,2,34,2024,1,14000
0.0,25.0,박석로,2,41,2024,1,5000
1.0,61.09,박석로,2,3,2024,1,30000
0.0,36.67,박석로,2,35,2024,1,9500
0.0,36.67,박석로,2,35,2024,1,9500
0.0,40.03,박석로,2,36,2024,1,7000
1.0,63.33,희망로,2,33,2024,1,3900
1.0,63.33,희망로,2,33,2024,1,3900
0.0,42.15,박석로,2,35,2024,1,4700
0.0,59.13,금상로,2,22,2024,1,13000
0.0,48.0,둔촌대로,2,34,2024,2,10000
0.0,35.0,둔촌대로,2,21,2024,2,8000
0.0,41.37,박석로,2,34,2024,2,8000
0.0,53.97,금상로,2,36,2024,2,13000
0.0,41.44,박석로,2,36,2024,2,12000
1.0,60.0,여수울로,2,12,2024,1,32000
2.0,78.54,여수울로,2,12,2024,1,30300
2.0,78.54,여수울로,2,12,2024,1,30100
2.0,57.0,여수울로,2,12,2024,1,26000
1.0,40.0,도촌로,2,15,2024,1,18000
1.0,40.0,도촌로,2,15,2024,1,18000
1.0,25.7,도촌로,2,13,2024,1,8800
1.0,70.0,도촌로,2,15,2024,2,27300
1.0,65.0,갈현로,2,12,2024,1,25000
0.0,35.0,마지로,2,37,2024,1,12000
0.0,45.0,둔촌대로,2,35,2024,1,5000
0.0,59.4,원터로,2,36,2024,1,14000
0.0,30.33,광명로,2,38,2024,1,10000
0.0,44.76,광명로,2,41,2024,1,3000
0.0,57.3,광명로,2,32,2024,2,12000
0.0,51.24,성남대로,2,35,2022,1,22000
1.0,50.0,둔촌대로,2,7,2022,1,22000
0.0,35.0,둔촌대로,2,23,2022,1,13000
3.0,50.0,둔촌대로,2,30,2022,1,9000
0.0,37.87,제일로,2,23,2022,1,8000
1.0,83.06,원터로,2,20,2022,1,30000
0.0,36.3,원터로,2,35,2022,1,13000
1.0,55.85,산성대로,2,31,2022,1,15750
3.0,13.2,둔촌대로,2,9,2022,1,8000
0.0,35.0,제일로,2,26,2022,1,9000
0.0,27.36,둔촌대로,2,22,2022,1,6000
0.0,20.0,둔촌대로,2,5,2022,1,7500
0.0,13.0,둔촌대로,2,5,2022,1,7500
0.0,38.63,광명로,2,41,2022,1,3000
0.0,36.3,원터로,2,37,2022,1,8000
0.0,41.94,광명로,2,6,2022,1,25000
1.0,59.0,둔촌대로,2,7,2022,1,25000
1.0,57.3,둔촌대로,2,7,2022,1,26250
0.0,30.0,광명로,2,29,2022,1,10000
1.0,66.0,제일로,2,35,2022,1,25000
1.0,60.98,둔촌대로,2,7,2022,1,35000
1.0,60.98,둔촌대로,2,7,2022,1,35000
1.0,62.0,원터로,2,24,2022,1,13800
0.0,18.9,둔촌대로,2,39,2022,1,11000
0.0,21.0,광명로,2,32,2022,1,7000
1.0,72.6,둔촌대로,2,7,2022,1,24500
0.0,100.73,둔촌대로,2,5,2022,1,40000
0.0,19.0,광명로,2,37,2022,1,6000
1.0,79.05,원터로,2,29,2022,1,20000
1.0,51.0,둔촌대로,2,7,2022,1,29000
0.0,19.8,둔촌대로,2,39,2022,2,5200
0.0,55.05,원터로,2,37,2022,2,17000
0.0,19.8,둔촌대로,2,39,2022,2,5200
0.0,55.05,원터로,2,37,2022,2,17000
0.0,66.0,성남대로,4,36,2022,2,18000
0.0,33.05,제일로,2,27,2022,2,9000
0.0,58.21,원터로,2,22,2022,2,10000
0.0,54.13,광명로,1,6,2022,2,23000
0.0,20.0,둔촌대로,2,5,2022,2,7000
0.0,61.38,광명로,2,42,2022,2,10000
0.0,55.46,둔촌대로,2,28,2022,2,20000
0.0,33.0,둔촌대로,2,23,2022,2,9000
0.0,55.46,둔촌대로,2,28,2022,2,20000
0.0,29.75,성남대로,2,46,2022,2,7800
0.0,62.3,광명로,1,22,2022,2,12000
0.0,61.0,제일로,2,31,2022,2,15000
0.0,44.8,산성대로,2,39,2022,2,15000
0.0,39.44,둔촌대로,2,43,2022,2,5000
0.0,45.0,둔촌대로,2,31,2022,2,15000
1.0,197.0,원터로,2,36,2022,2,25000
0.0,54.71,광명로,2,44,2022,2,13000
0.0,25.0,성남대로,2,35,2022,2,6000
1.0,90.0,둔촌대로,1,7,2022,2,43050
0.0,61.6,둔촌대로,2,33,2022,2,25000
1.0,61.56,제일로,2,21,2022,2,23000
1.0,63.0,제일로,2,12,2022,2,28000
0.0,55.08,둔촌대로,2,37,2022,2,19000
0.0,69.0,둔촌대로,2,37,2022,2,25000
0.0,57.96,원터로,2,25,2022,2,15500
0.0,24.0,광명로,2,18,2022,2,1500
0.0,63.17,둔촌대로,2,7,2022,2,20000
1.0,70.0,둔촌대로,2,21,2022,2,13000
0.0,68.62,성남대로,2,22,2022,2,10000
0.0,24.0,원터로,2,37,2022,2,5000
2.0,50.0,둔촌대로,2,6,2022,2,23000
2.0,87.7,둔촌대로,2,7,2022,2,42000
2.0,19.8,시민로,2,30,2022,2,13000
3.0,23.1,광명로,2,21,2022,2,9000
1.0,74.96,성남대로,2,28,2022,2,6000
1.0,30.0,제일로,2,23,2022,2,12000
1.0,30.0,광명로,2,22,2022,3,11000
0.0,50.42,둔촌대로,2,37,2022,3,11000
1.0,71.0,둔촌대로,2,7,2022,3,35000
0.0,22.65,둔촌대로,2,39,2022,3,4200
0.0,30.0,둔촌대로,2,39,2022,3,10500
1.0,103.46,둔촌대로,2,7,2022,3,31000
0.0,56.34,둔촌대로,2,22,2022,3,20000
0.0,56.34,둔촌대로,2,22,2022,3,20000
0.0,40.66,둔촌대로,2,43,2022,3,15000
0.0,50.05,광명로,2,33,2022,3,13000
1.0,61.38,광명로,2,33,2022,3,15500
0.0,100.73,둔촌대로,2,5,2022,3,40000
1.0,61.38,광명로,2,33,2022,3,15500
1.0,61.38,광명로,2,33,2022,3,20000
0.0,81.24,산성대로,2,17,2022,3,21000
1.0,60.0,원터로,2,24,2022,3,12500
1.0,81.0,제일로,2,32,2022,3,15500
1.0,77.61,둔촌대로,2,7,2022,3,35000
2.0,50.0,둔촌대로,2,7,2022,3,25000
1.0,77.61,둔촌대로,2,7,2022,3,35000
2.0,50.0,둔촌대로,2,7,2022,3,25000
1.0,60.0,원터로,0,24,2022,3,15500
0.0,73.44,둔촌대로,2,31,2022,3,14000
1.0,19.0,성남대로,2,13,2022,3,9000
1.0,40.0,제일로,2,36,2022,3,18000
0.0,23.1,성남대로,2,20,2022,3,6000
0.0,89.03,제일로,2,29,2022,3,30000
0.0,29.7,제일로,2,35,2022,3,13000
0.0,69.0,광명로,2,29,2022,3,18000
0.0,14.0,광명로,2,44,2022,3,8500
0.0,52.8,원터로,2,25,2022,3,16500
0.0,147.27,광명로,2,44,2022,3,8500
0.0,33.0,원터로,2,37,2022,3,5000
1.0,57.26,원터로,2,36,2022,3,15000
0.0,42.93,광명로,2,33,2022,3,12000
2.0,18.0,산성대로,2,3,2022,3,9000
0.0,42.3,산성대로,2,23,2022,3,10500
0.0,55.86,둔촌대로,2,26,2022,3,13000
0.0,33.0,둔촌대로,2,23,2022,4,13000
2.0,85.14,광명로,2,33,2022,4,24000
0.0,59.0,제일로,2,35,2022,4,8500
0.0,59.0,제일로,2,35,2022,4,8500
0.0,62.57,둔촌대로,2,37,2022,4,23000
1.0,60.0,둔촌대로,2,6,2022,4,26250
0.0,35.3,산성대로,2,27,2022,4,12000
0.0,45.6,제일로,2,37,2022,4,22000
1.0,56.5,둔촌대로,2,7,2022,4,26250
0.0,25.0,둔촌대로,2,23,2022,4,8000
1.0,53.0,둔촌대로,2,6,2022,4,26000
0.0,39.66,원터로,2,35,2022,4,10000
0.0,55.05,광명로,2,23,2022,4,10000
0.0,30.0,둔촌대로,2,34,2022,4,3000
0.0,47.0,둔촌대로,2,37,2022,4,7000
0.0,77.6,둔촌대로,2,27,2022,4,25000
0.0,68.16,둔촌대로,2,22,2022,4,29500
0.0,36.27,제일로,2,31,2022,4,10000
0.0,59.13,원터로,2,35,2022,4,15000
0.0,38.63,산성대로,2,23,2022,4,6000
0.0,32.2,광명로,2,31,2022,4,10000
0.0,32.2,광명로,2,31,2022,4,10000
1.0,50.0,제일로,2,35,2022,4,12000
1.0,45.72,제일로,2,25,2022,4,11000
0.0,56.13,둔촌대로,2,31,2022,4,10500
0.0,49.28,둔촌대로,2,31,2022,4,15000
0.0,25.0,성남대로,2,22,2022,5,9000
0.0,99.54,둔촌대로,2,21,2022,5,28000
1.0,58.9,둔촌대로,2,7,2022,5,36000
0.0,55.44,둔촌대로,2,20,2022,5,9000
0.0,45.0,원터로,2,36,2022,5,8000
0.0,45.0,둔촌대로,2,37,2022,5,22000
0.0,49.59,시민로,2,35,2022,5,6000
0.0,65.0,원터로,2,22,2022,5,16500
0.0,80.0,원터로,2,22,2022,5,18000
1.0,60.0,둔촌대로,2,6,2022,5,26200
0.0,33.0,광명로,2,36,2022,5,12000
0.0,33.05,제일로,2,34,2022,5,13000
0.0,48.3,둔촌대로,2,26,2022,5,16000
0.0,39.76,제일로,2,22,2022,5,18000
0.0,55.44,둔촌대로,2,20,2022,5,10000
1.0,17.0,광명로,2,38,2022,5,2000
0.0,20.0,광명로,2,35,2022,5,2000
0.0,50.9,둔촌대로,2,33,2022,5,17000
0.0,50.9,둔촌대로,2,33,2022,5,17000
3.0,36.0,산성대로,2,7,2022,5,11500
0.0,49.59,광명로,1,10,2022,5,14000
0.0,40.47,산성대로,2,23,2022,5,13500
0.0,40.47,산성대로,2,23,2022,5,13500
0.0,37.0,제일로,2,27,2022,5,8500
1.0,68.67,제일로,2,17,2022,5,28000
0.0,33.0,원터로,2,35,2022,5,14000
0.0,33.0,원터로,2,35,2022,5,14000
0.0,47.41,광명로,2,27,2022,5,10000
0.0,52.23,광명로,2,44,2022,5,15000
0.0,26.64,원터로,2,35,2022,5,13000
1.0,30.0,제일로,2,23,2022,5,11550
0.0,48.27,둔촌대로,2,30,2022,5,18000
1.0,47.46,둔촌대로,2,7,2022,5,26250
0.0,72.04,제일로,2,33,2022,5,28000
0.0,58.52,제일로,2,33,2022,5,16000
0.0,78.79,제일로,2,31,2022,5,12000
0.0,33.1,제일로,2,30,2022,6,10000
0.0,23.1,원터로,2,38,2022,6,7000
1.0,58.0,성남대로,2,34,2022,6,20000
1.0,58.0,성남대로,2,34,2022,6,20000
1.0,72.6,둔촌대로,2,7,2022,6,27500
0.0,20.0,제일로,2,30,2022,6,5500
1.0,60.0,둔촌대로,2,7,2022,6,26000
1.0,19.84,성남대로,2,13,2022,6,8000
0.0,78.0,제일로,2,31,2022,6,12000
0.0,45.04,원터로,2,38,2022,6,25000
0.0,87.66,원터로,2,41,2022,6,29000
0.0,23.1,제일로,2,34,2022,6,7000
1.0,19.0,제일로,2,2,2022,6,14000
0.0,58.53,둔촌대로,2,31,2022,6,17000
0.0,30.0,제일로,2,33,2022,6,11000
0.0,35.0,둔촌대로,2,23,2022,6,13000
0.0,46.28,광명로,2,23,2022,6,13500
0.0,39.63,산성대로,2,23,2022,6,8500
0.0,26.79,원터로,2,33,2022,7,8000
0.0,24.18,광명로,2,6,2022,7,15000
0.0,24.0,광명로,2,34,2022,7,3000
0.0,33.1,제일로,2,30,2022,7,10000
0.0,54.13,광명로,1,6,2022,7,23000
0.0,66.0,광명로,2,33,2022,7,25000
0.0,51.93,원터로,2,38,2022,7,30000
0.0,53.86,광명로,2,29,2022,7,11000
0.0,50.0,제일로,2,20,2022,7,11000
0.0,40.0,광명로,2,31,2022,7,8000
0.0,40.0,광명로,2,31,2022,7,8000
0.0,120.31,제일로,2,33,2022,7,30000
0.0,36.3,광명로,2,33,2022,7,12000
0.0,88.64,제일로,2,31,2022,7,32000
1.0,52.89,광명로,2,36,2022,7,15000
0.0,56.88,둔촌대로,2,37,2022,7,5000
0.0,72.36,둔촌대로,2,33,2022,7,14000
0.0,57.33,원터로,2,38,2022,7,18000
0.0,72.36,둔촌대로,2,33,2022,7,14000
1.0,99.36,둔촌대로,2,31,2022,7,7000
0.0,78.5,성남대로,2,26,2022,7,30000
0.0,26.4,광명로,2,36,2022,7,7000
0.0,48.04,둔촌대로,2,31,2022,7,12000
0.0,35.0,둔촌대로,2,23,2022,7,9000
0.0,88.67,제일로,2,31,2022,7,28000
0.0,48.3,둔촌대로,2,26,2022,7,14000
1.0,57.36,원터로,2,36,2022,7,15000
0.0,46.14,둔촌대로,2,35,2022,7,13000
1.0,19.0,제일로,2,2,2022,7,14000
1.0,17.0,제일로,2,2,2022,7,14000
0.0,33.45,광명로,2,36,2022,7,10000
0.0,53.82,원터로,2,33,2022,7,10500
0.0,50.0,원터로,2,21,2022,7,16000
0.0,65.99,원터로,2,37,2022,7,9000
0.0,33.0,원터로,2,35,2022,7,13000
0.0,33.0,원터로,2,35,2022,7,13000
1.0,50.0,둔촌대로,2,7,2022,7,26250
0.0,69.4,둔촌대로,2,32,2022,8,28000
0.0,35.0,제일로,2,27,2022,8,8000
0.0,25.0,제일로,2,34,2022,8,7000
2.0,59.0,둔촌대로,3,7,2022,8,29000
2.0,66.1,둔촌대로,2,6,2022,8,33600
0.0,30.15,광명로,2,42,2022,8,9000
0.0,30.15,광명로,2,42,2022,8,9000
1.0,60.0,둔촌대로,2,7,2022,8,30000
1.0,51.0,둔촌대로,2,7,2022,8,30000
1.0,60.0,원터로,2,24,2022,8,28000
0.0,80.84,둔촌대로,2,33,2022,8,26250
0.0,30.0,제일로,2,34,2022,8,16000
0.0,51.57,원터로,2,32,2022,8,19000
0.0,39.0,성남대로,2,31,2022,8,11000
0.0,65.98,광명로,2,43,2022,8,20000
0.0,42.0,산성대로,2,23,2022,8,15000
0.0,55.23,광명로,2,36,2022,8,20000
3.0,40.0,산성대로,2,39,2022,8,7000
0.0,48.59,원터로,2,38,2022,8,25000
0.0,33.78,원터로,2,34,2022,8,7000
0.0,57.25,둔촌대로,2,26,2022,8,20000
0.0,57.0,원터로,2,25,2022,8,16000
0.0,33.1,둔촌대로,2,26,2022,9,10000
0.0,42.0,성남대로,2,28,2022,9,12000
0.0,30.0,제일로,2,30,2022,9,7000
0.0,35.48,광명로,1,6,2022,9,17600
0.0,25.0,둔촌대로,2,31,2022,9,5500
0.0,33.1,둔촌대로,2,34,2022,9,7000
0.0,82.9,광명로,2,35,2022,9,20000
0.0,44.91,제일로,2,32,2022,9,15000
0.0,59.78,성남대로,2,23,2022,9,16800
0.0,54.71,광명로,2,44,2022,9,13000
1.0,55.57,둔촌대로,2,6,2022,9,26500
1.0,55.6,둔촌대로,2,6,2022,9,26500
0.0,66.0,성남대로,2,22,2022,9,26000
1.0,30.0,광명로,2,22,2022,9,6500
0.0,55.0,둔촌대로,2,33,2022,9,17850
0.0,56.97,둔촌대로,2,30,2022,9,19000
1.0,81.84,제일로,2,30,2022,9,23000
1.0,81.84,제일로,2,30,2022,9,23000
0.0,60.0,성남대로,2,28,2022,9,15000
0.0,33.0,둔촌대로,2,34,2022,9,8000
0.0,58.42,둔촌대로,2,33,2022,9,15500
0.0,64.26,제일로,2,29,2022,9,24600
0.0,33.0,둔촌대로,2,34,2022,9,8000
0.0,33.0,둔촌대로,2,34,2022,9,8000
1.0,66.11,원터로,2,21,2022,9,8000
1.0,58.35,원터로,2,36,2022,9,12000
0.0,48.73,광명로,2,42,2022,9,10000
0.0,66.4,제일로,2,30,2022,9,18000
1.0,48.42,광명로,2,36,2022,9,18000
0.0,36.33,광명로,2,44,2022,9,17000
2.0,20.0,시민로,2,30,2022,10,12000
1.0,52.52,둔촌대로,2,7,2022,10,30000
0.0,38.62,원터로,2,33,2022,10,25000
0.0,49.5,둔촌대로,2,28,2022,10,14000
0.0,36.36,둔촌대로,2,28,2022,10,11000
0.0,47.4,둔촌대로,2,29,2022,10,8000
0.0,47.4,둔촌대로,2,29,2022,10,8000
0.0,64.95,광명로,2,31,2022,10,22000
0.0,46.14,둔촌대로,2,35,2022,10,15000
2.0,49.5,둔촌대로,2,7,2022,10,28000
0.0,40.0,제일로,2,32,2022,10,12600
0.0,36.27,제일로,2,31,2022,10,10000
0.0,49.5,산성대로,2,23,2022,10,9000
0.0,40.0,제일로,2,32,2022,10,12600
0.0,29.61,둔촌대로,2,31,2022,10,9000
1.0,30.0,광명로,2,22,2022,10,11000
0.0,73.08,원터로,2,38,2022,10,20000
1.0,25.0,광명로,2,22,2022,10,8000
1.0,58.24,광명로,1,37,2022,10,8000
0.0,35.0,성남대로,2,35,2022,10,7000
0.0,53.14,둔촌대로,2,30,2022,10,17000
0.0,31.0,광명로,2,31,2022,10,7000
1.0,50.0,광명로,2,22,2022,10,18500
1.0,55.0,둔촌대로,2,7,2022,10,25000
0.0,67.5,둔촌대로,2,38,2022,10,20000
1.0,55.0,둔촌대로,2,7,2022,10,25000
0.0,36.3,광명로,2,33,2022,10,13000
1.0,30.0,광명로,2,22,2022,10,8000
1.0,19.0,제일로,2,2,2022,10,13000
0.0,45.69,광명로,2,34,2022,10,13000
0.0,48.13,둔촌대로,2,30,2022,10,20000
0.0,37.71,광명로,2,6,2022,10,20000
0.0,37.71,광명로,2,6,2022,10,20000
0.0,57.78,둔촌대로,2,23,2022,11,19000
1.0,48.4,광명로,2,34,2022,11,17000
1.0,59.0,둔촌대로,2,7,2022,11,29000
0.0,53.0,광명로,2,34,2022,11,13000
1.0,57.0,둔촌대로,2,7,2022,11,28000
1.0,57.0,둔촌대로,2,7,2022,11,28000
0.0,63.17,둔촌대로,2,7,2022,11,21500
0.0,65.25,광명로,2,17,2022,11,8500
2.0,68.3,둔촌대로,2,6,2022,11,36000
1.0,52.8,광명로,2,34,2022,11,20000
1.0,21.48,성남대로,2,13,2022,11,9000
0.0,50.0,제일로,2,20,2022,11,20000
1.0,57.0,둔촌대로,2,7,2022,11,27500
1.0,57.0,둔촌대로,2,7,2022,11,27500
0.0,39.39,제일로,2,31,2022,11,15500
0.0,39.63,원터로,2,22,2022,11,13500
0.0,60.0,원터로,2,22,2022,11,19000
0.0,72.11,둔촌대로,2,26,2022,11,18000
0.0,49.0,둔촌대로,2,37,2022,11,3000
1.0,21.5,광명로,2,22,2022,11,9000
0.0,31.6,제일로,2,23,2022,11,9000
0.0,64.17,광명로,2,44,2022,11,16800
1.0,25.0,광명로,2,22,2022,11,8000
0.0,49.77,둔촌대로,2,37,2022,12,18000
0.0,33.0,시민로,2,50,2022,12,1000
0.0,35.0,둔촌대로,2,33,2022,12,6820
1.0,55.63,제일로,2,35,2022,12,18900
1.0,66.94,둔촌대로,2,7,2022,12,27000
0.0,47.7,광명로,2,35,2022,12,12000
3.0,55.0,둔촌대로,2,31,2022,12,9400
0.0,62.57,둔촌대로,2,37,2022,12,26000
0.0,57.02,성남대로,2,40,2022,12,16000
0.0,25.0,둔촌대로,2,23,2022,12,8000
0.0,40.9,둔촌대로,2,23,2022,12,15500
0.0,48.68,둔촌대로,2,37,2022,12,15000
2.0,69.14,둔촌대로,2,6,2022,12,28000
2.0,69.14,둔촌대로,2,6,2022,12,28000
0.0,51.0,둔촌대로,2,24,2022,12,14700
0.0,48.7,광명로,2,36,2022,12,16000
0.0,66.05,광명로,2,33,2022,12,20000
0.0,35.0,산성대로,2,35,2022,1,9000
0.0,45.0,산성대로,2,35,2022,1,13000
1.0,50.0,산성대로,2,16,2022,1,16800
0.0,48.62,산성대로,2,40,2022,1,15500
0.0,23.0,자혜로,2,30,2022,1,2500
0.0,26.0,광명로,2,36,2022,1,8000
0.0,57.3,광명로,2,35,2022,1,15500
0.0,62.0,자혜로,2,37,2022,1,20000
1.0,60.52,광명로,2,37,2022,1,20000
1.0,60.52,광명로,2,37,2022,1,20000
1.0,87.25,자혜로,2,35,2022,1,20000
0.0,47.79,자혜로,2,36,2022,1,10000
0.0,35.0,광명로,2,35,2022,1,15000
0.0,35.0,광명로,2,35,2022,1,15000
0.0,52.8,산성대로,2,33,2022,1,11000
0.0,52.8,산성대로,2,33,2022,1,11000
1.0,34.0,금상로,2,35,2022,1,4000
0.0,43.09,산성대로,2,38,2022,2,20000
0.0,37.64,금빛로,2,23,2022,2,7350
0.0,33.06,금빛로,2,36,2022,2,7000
1.0,53.69,산성대로,2,38,2022,2,27000
0.0,18.0,산성대로,2,37,2022,2,3000
0.0,12.0,금빛로,2,36,2022,2,4000
0.0,36.0,자혜로,2,26,2022,2,11000
0.0,46.0,금빛로,2,38,2022,2,12600
1.0,36.0,산성대로,2,33,2022,2,9000
0.0,35.0,산성대로,2,38,2022,2,12000
0.0,40.0,광명로,2,36,2022,2,3300
1.0,36.0,자혜로,2,30,2022,2,8000
0.0,54.14,광명로,2,35,2022,2,12000
1.0,54.81,자혜로,2,38,2022,2,21000
1.0,56.4,산성대로,2,36,2022,2,24000
1.0,56.4,산성대로,2,36,2022,2,24000
0.0,35.0,자혜로,2,34,2022,2,2500
3.0,68.4,산성대로,2,26,2022,3,15000
2.0,80.0,금빛로,2,38,2022,3,22000
0.0,40.19,광명로,2,35,2022,3,7000
0.0,70.35,광명로,2,38,2022,3,10000
0.0,39.0,산성대로,2,26,2022,3,14000
2.0,40.66,금빛로,2,37,2022,3,5500
0.0,43.0,자혜로,2,37,2022,3,10000
0.0,20.0,자혜로,2,35,2022,3,2200
1.0,26.0,산성대로,2,23,2022,3,8000
0.0,47.88,산성대로,2,39,2022,3,17000
0.0,49.0,금빛로,2,32,2022,3,10500
0.0,59.22,광명로,2,37,2022,3,14500
1.0,95.19,산성대로,2,22,2022,3,20000
0.0,62.0,산성대로,2,26,2022,3,25000
0.0,53.74,산성대로,2,36,2022,3,16500
0.0,53.08,자혜로,2,22,2022,3,15000
0.0,56.07,자혜로,2,39,2022,3,15000
0.0,53.08,자혜로,2,22,2022,3,15000
0.0,42.0,산성대로,2,26,2022,3,9975
0.0,42.0,산성대로,2,26,2022,3,10500
1.0,47.0,금빛로,2,31,2022,3,16000
0.0,40.19,광명로,2,35,2022,3,7000
0.0,45.0,자혜로,2,35,2022,3,9000
1.0,50.05,자혜로,2,20,2022,3,11500
1.0,33.0,금상로,2,35,2022,4,5000
0.0,84.79,희망로,2,30,2022,4,15000
1.0,53.69,산성대로,2,38,2022,4,27000
0.0,34.68,산성대로,2,36,2022,4,7000
0.0,30.0,광명로,2,36,2022,4,2500
0.0,68.43,자혜로,2,37,2022,4,9500
0.0,116.3,자혜로,2,37,2022,4,9500
0.0,37.04,광명로,2,28,2022,4,7500
1.0,55.03,산성대로,2,38,2022,4,26000
0.0,33.0,산성대로,2,41,2022,4,9000
0.0,39.38,금빛로,2,33,2022,4,10000
0.0,86.78,자혜로,2,32,2022,4,14000
0.0,39.67,광명로,2,36,2022,4,10000
0.0,40.84,금빛로,2,32,2022,4,6000
0.0,33.48,자혜로,2,36,2022,4,3000
0.0,20.0,금빛로,2,36,2022,4,4500
0.0,37.98,금빛로,2,36,2022,4,13500
0.0,77.58,광명로,2,36,2022,4,20000
2.0,29.6,자혜로,2,40,2022,4,13000
0.0,18.0,광명로,2,36,2022,4,4500
0.0,35.0,금빛로,2,34,2022,4,5000
0.0,27.0,광명로,2,34,2022,4,8000
0.0,45.0,금빛로,2,32,2022,4,15000
0.0,40.0,광명로,2,34,2022,4,8000
0.0,59.06,산성대로,2,31,2022,5,15000
0.0,64.37,광명로,2,22,2022,5,25000
1.0,52.48,산성대로,2,23,2022,5,15000
0.0,62.78,광명로,2,30,2022,5,14000
0.0,62.78,광명로,2,30,2022,5,14000
1.0,25.0,자혜로,2,33,2022,5,9000
1.0,25.0,자혜로,2,33,2022,5,9000
0.0,55.06,산성대로,2,36,2022,5,25000
0.0,35.0,광명로,2,34,2022,5,4500
0.0,13.44,금빛로,2,29,2022,5,300
2.0,67.05,금상로,2,2,2022,5,20000
0.0,33.0,광명로,2,36,2022,5,13000
0.0,32.0,광명로,2,36,2022,5,10000
0.0,18.0,광명로,2,36,2022,5,6000
0.0,75.6,자혜로,2,27,2022,5,25000
0.0,44.93,자혜로,2,37,2022,5,15750
0.0,57.36,산성대로,2,34,2022,5,20000
0.0,35.0,광명로,2,35,2022,5,5000
0.0,39.0,산성대로,2,36,2022,6,5000
0.0,48.42,산성대로,2,37,2022,6,15000
0.0,48.42,산성대로,2,37,2022,6,15000
1.0,20.0,산성대로,2,33,2022,6,5000
1.0,16.0,산성대로,2,30,2022,6,1000
1.0,62.12,자혜로,2,34,2022,6,20000
0.0,106.6,금빛로,2,35,2022,6,7500
0.0,45.0,자혜로,2,34,2022,6,10000
0.0,35.0,산성대로,2,35,2022,6,6000
0.0,47.91,산성대로,2,39,2022,6,15000
3.0,76.26,산성대로,2,28,2022,6,18000
0.0,51.05,산성대로,2,34,2022,6,20000
0.0,50.0,산성대로,2,24,2022,6,17000
0.0,48.08,자혜로,2,35,2022,6,10000
0.0,50.0,금빛로,2,33,2022,6,16000
0.0,54.78,산성대로,2,40,2022,6,14000
1.0,40.0,광명로,2,40,2022,6,10000
0.0,48.85,산성대로,2,38,2022,6,12500
0.0,59.22,광명로,2,37,2022,6,17000
0.0,35.5,광명로,2,38,2022,7,1000
