road_condition,contract_area_m2,deposit,contract_period,building_age,contract_year,contract_month,district_score,monthly_rent_bill
0.0,-0.8222648263377612,-0.2102156609150454,2,0.5907310322992319,2024,1,-0.10676930725102986,-1.0280972146582081
0.0,-0.4490175205882392,-0.49632690615720165,2,-0.027789315939496788,2024,1,-0.10676930725102986,-0.17105249163976102
1.0,-0.9208485073761237,-0.49632690615720165,2,-0.4916795771185433,2024,1,-0.10676930725102986,-0.17105249163976102
0.0,1.3233799962618928,-0.2102156609150454,2,0.5134159887693908,2024,1,-0.10676930725102986,1.1145145928879094
3.0,2.0825270588032936,-0.019474830753607904,2,0.5134159887693908,2024,1,-0.10676930725102986,1.7572981351517447
0.0,0.23210609385862896,-0.4009564910764829,2,-0.10510435946933787,2024,1,-0.10676930725102986,0.9002534121332977
0.0,1.0576785243724023,0.3620068295692671,2,0.5907310322992319,2024,1,-0.10676930725102986,0.6859922313786859
0.0,-0.8749833723475807,-0.5344750721894892,2,-1.4194600994766364,2024,1,-0.10676930725102986,-0.8138360339035963
0.0,-1.0964012655888227,-0.49632690615720165,2,0.43610094523954973,2024,1,-0.10676930725102986,-0.38531367239437275
1.0,-0.5586720962886637,-0.2102156609150454,2,0.35878590170970864,2024,1,-0.10676930725102986,-0.38531367239437275
3.0,-1.0858575563868587,-0.019474830753607904,2,-1.1875149688871132,2024,1,-0.10676930725102986,0.25746986986946246
0.0,0.4956988239077265,-0.4009564910764829,2,0.12684077112018538,2024,1,-0.10676930725102986,0.6859922313786859
1.0,2.2385739549923596,2.1740447161029235,2,-0.6463096641782254,2024,1,-0.10676930725102986,0.25746986986946246
0.0,-0.2950793662395661,-0.2102156609150454,2,0.35878590170970864,2024,1,-0.10676930725102986,0.4717310506240742
1.0,-0.5586720962886637,-0.49632690615720165,2,0.5907310322992319,2024,1,-0.10676930725102986,0.12891316141669543
0.0,0.9880900436394409,0.1712659994078296,2,-0.10510435946933787,2024,1,-0.10676930725102986,1.1145145928879094
1.0,-0.9804204643672197,-0.4009564910764829,2,-0.4916795771185433,2024,1,-0.10676930725102986,0.04320868911485072
0.0,-1.2967317404261367,-0.49632690615720165,2,0.5907310322992319,2024,1,-0.10676930725102986,-0.29960920009252806
0.0,-1.2440131944163173,-0.019474830753607904,1,-1.032884881827431,2024,1,-0.10676930725102986,-0.08534801933791633
0.0,-0.8222648263377612,-0.4009564910764829,2,-1.032884881827431,2024,1,-0.10676930725102986,-0.17105249163976102
1.0,1.0228842840059216,-0.4009564910764829,1,0.43610094523954973,2024,1,-0.10676930725102986,1.1145145928879094
0.0,1.0228842840059216,-0.019474830753607904,2,-0.18241940299917897,2024,1,-0.10676930725102986,1.1145145928879094
0.0,-0.9224300637564181,-0.49632690615720165,2,0.43610094523954973,2024,1,-0.10676930725102986,-0.38531367239437275
0.0,0.46881236544271865,0.3620068295692671,2,0.8999912064185962,2024,1,-0.10676930725102986,1.414480245944366
3.0,-0.2423608202297466,-0.4009564910764829,2,0.43610094523954973,2024,1,-0.10676930725102986,0.25746986986946246
0.0,-0.2950793662395661,0.1712659994078296,2,-0.41436453358870223,2024,1,-0.10676930725102986,0.6859922313786859
0.0,-0.7168277343181222,-0.49632690615720165,2,-0.027789315939496788,2024,1,-0.10676930725102986,0.17176539756761777
1.0,-0.9224300637564181,-0.4009564910764829,2,0.20415581465002647,2024,1,-0.10676930725102986,0.6859922313786859
1.0,0.8805442097794087,4.653675508201611,2,-1.6514052300661597,2024,1,-0.10676930725102986,-1.4137673400165092
0.0,0.9343171267094248,-0.2102156609150454,2,0.6680460758290729,2024,1,-0.10676930725102986,1.543036954397133
0.0,0.4956988239077265,-0.019474830753607904,2,-0.8782547947677487,2024,2,-0.10676930725102986,0.9002534121332977
0.0,-0.9277019183574002,-0.5344750721894892,2,0.6680460758290729,2024,2,-0.10676930725102986,-0.5567226169980621
0.0,-0.9224300637564181,-0.2102156609150454,2,-0.41436453358870223,2024,2,-0.10676930725102986,0.6859922313786859
0.0,-0.4005164582592051,-0.5344750721894892,2,0.5907310322992319,2024,1,-0.6076688006087885,-0.8138360339035963
0.0,-0.5586720962886637,-0.4009564910764829,2,0.35878590170970864,2024,1,-0.6076688006087885,0.25746986986946246
0.0,0.7065730079470045,-0.019474830753607904,2,0.28147085817986756,2024,1,-0.6076688006087885,0.6859922313786859
1.0,-1.6130430164850538,-0.5154009891733454,2,0.5134159887693908,2024,1,-0.6076688006087885,-0.5995748531489845
0.0,0.23948669030000372,-0.4009564910764829,2,0.20415581465002647,2024,1,-0.6076688006087885,0.25746986986946246
0.0,0.44192590697771045,-0.4009564910764829,2,0.745361119358914,2024,1,-0.6076688006087885,0.25746986986946246
0.0,-0.4252941748838202,-0.5344750721894892,2,0.43610094523954973,2024,1,-0.6076688006087885,-0.5995748531489845
3.0,-0.5718517327911186,-0.49632690615720165,2,0.5907310322992319,2024,1,-0.6076688006087885,-0.17105249163976102
2.0,-1.2967317404261367,-0.49632690615720165,1,1.1319363370081195,2024,1,-0.6076688006087885,0.21461763371854012
0.0,0.4956988239077265,0.1712659994078296,2,-0.5689946206483844,2024,1,-0.6076688006087885,0.6859922313786859
0.0,0.27955278526746646,-0.2102156609150454,2,0.28147085817986756,2024,1,-0.6076688006087885,0.12891316141669543
0.0,-0.10476541514411772,-0.4009564910764829,2,0.0495257275903443,2024,1,-0.6076688006087885,0.04320868911485072
1.0,-0.4005164582592051,-0.4009564910764829,2,0.8999912064185962,2024,1,-0.6076688006087885,-0.6852793254508293
0.0,0.6528000910169884,-0.019474830753607904,2,0.9773062499484373,2024,1,-0.6076688006087885,0.25746986986946246
1.0,-0.31932989740408313,-0.4009564910764829,2,0.5134159887693908,2024,1,-0.6076688006087885,-0.7281315616017516
0.0,-0.03148663619046857,-0.49632690615720165,2,0.6680460758290729,2024,1,-0.6076688006087885,-0.5995748531489845
1.0,-0.4005164582592051,-0.4009564910764829,2,0.5907310322992319,2024,1,-0.6076688006087885,-0.17105249163976102
0.0,-0.4005164582592051,-0.45817874012491416,2,0.745361119358914,2024,1,-0.6076688006087885,-0.17105249163976102
1.0,-1.3494502864359563,-0.49632690615720165,2,-1.7287202735960006,2024,1,-0.6076688006087885,-0.17105249163976102
0.0,-0.8222648263377612,-0.49632690615720165,2,-0.4916795771185433,2024,1,-0.6076688006087885,0.04320868911485072
0.0,-0.1369237282101076,-0.4009564910764829,2,0.0495257275903443,2024,1,-0.6076688006087885,0.4717310506240742
2.0,1.5052589799957703,-0.019474830753607904,2,0.20415581465002647,2024,1,-0.6076688006087885,0.25746986986946246
0.0,0.653854461937185,-0.019474830753607904,2,0.20415581465002647,2024,1,-0.6076688006087885,1.3287757736425212
2.0,-1.0858575563868587,-0.49632690615720165,2,1.518511554657325,2024,1,-0.6076688006087885,0.25746986986946246
0.0,0.28482463986844847,0.1712659994078296,2,0.43610094523954973,2024,2,-0.6076688006087885,-0.5995748531489845
1.0,-1.1818053101247303,-0.5344750721894892,2,0.5134159887693908,2024,2,-0.6076688006087885,-0.8138360339035963
0.0,0.9332627557892282,-0.019474830753607904,2,0.5907310322992319,2024,2,-0.6076688006087885,1.1145145928879094
0.0,0.4371812378368269,-0.4009564910764829,2,0.35878590170970864,2024,1,-0.6621935391671968,0.04320868911485072
3.0,-0.5586720962886637,-0.4009564910764829,2,-0.5689946206483844,2024,1,-0.6621935391671968,-0.04249578318699398
0.0,0.28482463986844847,-0.4009564910764829,2,0.12684077112018538,2024,1,-0.6621935391671968,-0.38531367239437275
0.0,-1.0858575563868587,-0.5535491552056329,2,0.5907310322992319,2024,1,-0.6621935391671968,-1.4566195761674314
0.0,-0.9540611913623099,-0.4009564910764829,2,0.5907310322992319,2024,1,-0.6621935391671968,0.4717310506240742
0.0,-1.0858575563868587,-0.5726232382217766,2,0.43610094523954973,2024,1,-0.6621935391671968,-1.4566195761674314
0.0,0.07395045582917045,-0.4009564910764829,2,0.20415581465002647,2024,1,-0.6621935391671968,0.04320868911485072
0.0,-0.1896422742199271,-0.2102156609150454,2,0.43610094523954973,2024,1,-0.6621935391671968,0.25746986986946246
0.0,-1.2440131944163173,-0.019474830753607904,2,-1.110199925357272,2024,1,-0.6621935391671968,-0.7709837977526739
3.0,-0.6113906422984832,-0.49632690615720165,1,0.12684077112018538,2024,1,-0.6621935391671968,-0.38531367239437275
0.0,-1.2440131944163173,-0.4009564910764829,2,-1.110199925357272,2024,1,-0.6621935391671968,-0.38531367239437275
1.0,-0.17909856501796304,-0.49632690615720165,2,0.43610094523954973,2024,2,-0.6621935391671968,-0.08534801933791633
0.0,-0.8749833723475807,0.1712659994078296,2,0.5907310322992319,2024,2,-0.6621935391671968,-1.4566195761674314
1.0,-0.03148663619046857,-0.4009564910764829,2,0.35878590170970864,2024,1,-1.47817780708332,-0.17105249163976102
0.0,-0.2950793662395661,-0.4009564910764829,2,0.20415581465002647,2024,1,-1.47817780708332,0.04320868911485072
0.0,-0.208093765323364,-0.4009564910764829,2,0.43610094523954973,2024,1,-1.47817780708332,-0.17105249163976102
0.0,1.0771843863960358,-0.2102156609150454,2,0.5134159887693908,2024,1,-1.47817780708332,0.9002534121332977
1.0,-0.8222648263377612,-0.5726232382217766,2,0.6680460758290729,2024,1,-1.47817780708332,-0.899540506205441
0.0,-0.208093765323364,-0.49632690615720165,2,0.43610094523954973,2024,1,-1.47817780708332,-0.04249578318699398
1.0,0.35388593514131217,-0.2102156609150454,2,0.35878590170970864,2024,1,-1.47817780708332,0.25746986986946246
0.0,-0.03148663619046857,-0.4009564910764829,2,0.12684077112018538,2024,1,-1.47817780708332,-0.08534801933791633
1.0,0.35388593514131217,-0.49632690615720165,2,0.745361119358914,2024,1,-1.47817780708332,-0.17105249163976102
1.0,-1.0948197092085281,-0.49632690615720165,2,1.3638814675976427,2024,1,-1.47817780708332,-0.5995748531489845
0.0,-1.4432892983334351,-0.5344750721894892,2,0.8999912064185962,2024,1,-1.47817780708332,-1.0280972146582081
1.0,-0.00038269404467487935,-0.49632690615720165,2,0.35878590170970864,2024,1,-1.47817780708332,0.17176539756761777
0.0,-0.6598917046275172,-0.4009564910764829,2,0.5134159887693908,2024,1,-1.47817780708332,1.3287757736425212
2.0,-1.1385761023966783,-0.5344750721894892,2,0.5907310322992319,2024,1,-1.47817780708332,-0.34246143624345043
0.0,-0.4184407639025439,-0.4009564910764829,2,0.35878590170970864,2024,1,-1.47817780708332,-0.5995748531489845
0.0,-1.1955121320872832,-0.4009564910764829,2,0.43610094523954973,2024,1,-1.47817780708332,0.04320868911485072
0.0,-0.03148663619046857,-0.49632690615720165,2,0.28147085817986756,2024,1,-1.47817780708332,-0.5995748531489845
0.0,1.1051252157812401,-0.019474830753607904,2,0.0495257275903443,2024,1,-1.47817780708332,-0.17105249163976102
0.0,0.17095258048723852,-0.49632690615720165,2,0.0495257275903443,2024,1,-1.47817780708332,-0.17105249163976102
0.0,-0.2423608202297466,-0.49632690615720165,2,0.6680460758290729,2024,1,-1.47817780708332,-0.38531367239437275
1.0,-0.2950793662395661,-0.5344750721894892,2,0.28147085817986756,2024,1,-1.47817780708332,-0.38531367239437275
0.0,0.4234744158742739,-0.49632690615720165,2,0.35878590170970864,2024,1,-1.47817780708332,0.04320868911485072
1.0,-0.2950793662395661,-0.49632690615720165,2,0.5907310322992319,2024,1,-1.47817780708332,-0.6424270892999069
0.0,0.05971644840651901,-0.45817874012491416,2,0.8226761628887551,2024,1,-1.47817780708332,-0.25675696394160574
1.0,-0.1237440917076527,1.0295997351342983,2,0.8226761628887551,2024,1,-1.47817780708332,-1.4566195761674314
0.0,-0.5586720962886637,-0.5249380306814173,2,0.20415581465002647,2024,1,-1.47817780708332,-0.38531367239437275
0.0,-1.0331390103770393,-0.49632690615720165,2,0.28147085817986756,2024,1,-1.47817780708332,-0.38531367239437275
0.0,-0.2950793662395661,-0.49632690615720165,2,0.43610094523954973,2024,1,-1.47817780708332,0.04320868911485072
0.0,0.49780756574811924,-0.2102156609150454,2,-0.10510435946933787,2024,1,-1.47817780708332,0.04320868911485072
1.0,0.7787974159804572,-0.30558607599576415,2,0.5134159887693908,2024,1,-1.47817780708332,0.7716967036805307
1.0,-0.03148663619046857,-0.49632690615720165,2,0.5134159887693908,2024,1,-1.47817780708332,0.04320868911485072
1.0,-0.164864557595312,-0.49632690615720165,2,1.1319363370081195,2024,1,-1.47817780708332,0.25746986986946246
0.0,-1.0858575563868587,-0.49632690615720165,2,0.28147085817986756,2024,1,-1.47817780708332,-0.38531367239437275
0.0,-1.0858575563868587,-0.49632690615720165,2,0.28147085817986756,2024,1,-1.47817780708332,-1.0280972146582081
1.0,-1.0858575563868587,-0.49632690615720165,2,0.5907310322992319,2024,2,-1.47817780708332,-0.4710181446962175
0.0,-0.4005164582592051,-0.49632690615720165,2,1.2865664240678016,2024,2,-1.47817780708332,0.04320868911485072
1.0,-0.5481283870866998,-0.49632690615720165,2,1.0546212934782784,2024,2,-1.47817780708332,-0.38531367239437275
1.0,-1.0858575563868587,-0.2102156609150454,2,-1.1875149688871132,2024,1,0.42098129284958763,0.25746986986946246
3.0,-0.8222648263377612,0.3620068295692671,2,-1.1875149688871132,2024,1,0.42098129284958763,-0.17105249163976102
1.0,-1.0768954035651892,0.1712659994078296,2,-1.2648300124169543,2024,1,0.42098129284958763,-0.5138703808471399
1.0,1.2337584680451996,2.269415131183642,2,-1.2648300124169543,2024,1,0.42098129284958763,0.04320868911485072
2.0,0.4055501102309351,1.3157109803764546,2,-1.2648300124169543,2024,1,0.42098129284958763,0.25746986986946246
2.0,0.9701657379961021,0.1712659994078296,2,-1.1875149688871132,2024,1,0.42098129284958763,2.185820496660968
1.0,2.9555461807259045,10.85275248844833,2,-0.9555698382975898,2024,1,0.05125930489993919,-1.4566195761674314
0.0,1.0228842840059216,-0.019474830753607904,2,-0.10510435946933787,2024,1,-0.5123183445750606,0.6859922313786859
1.0,0.8341518892907678,-0.49632690615720165,2,0.5907310322992319,2024,1,-0.5123183445750606,-1.0280972146582081
0.0,-1.5076059244654147,-0.49632690615720165,2,-1.2648300124169543,2024,1,-0.5123183445750606,-0.17105249163976102
0.0,-1.2967317404261367,-0.019474830753607904,2,-1.8060353171258416,2024,1,-0.5123183445750606,-0.21390472779068337
0.0,-0.03148663619046857,-0.4009564910764829,2,0.35878590170970864,2024,1,-0.5123183445750606,0.25746986986946246
0.0,-1.6130430164850538,-0.49632690615720165,2,-1.2648300124169543,2024,1,-0.5123183445750606,-0.17105249163976102
0.0,-1.5076059244654147,-0.49632690615720165,2,-1.2648300124169543,2024,1,-0.5123183445750606,-0.17105249163976102
0.0,-1.5076059244654147,-0.49632690615720165,2,-1.2648300124169543,2024,1,-0.5123183445750606,-0.17105249163976102
0.0,0.8573480495350883,0.1712659994078296,2,0.745361119358914,2024,1,-0.5123183445750606,0.04320868911485072
2.0,-0.4005164582592051,-0.4009564910764829,2,-0.41436453358870223,2024,1,-0.5123183445750606,0.25746986986946246
0.0,-1.0858575563868587,-0.49632690615720165,2,-1.8833503606556827,2024,1,-0.5123183445750606,0.25746986986946246
0.0,0.759291553956824,2.46015596134508,2,-0.10510435946933787,2024,1,-0.5123183445750606,-1.6708807569220432
0.0,-0.03148663619046857,-0.2102156609150454,2,-0.027789315939496788,2024,1,-0.5123183445750606,-0.38531367239437275
0.0,-0.2950793662395661,-0.49632690615720165,2,-0.10510435946933787,2024,1,-0.5123183445750606,-0.5995748531489845
1.0,0.8014663907646795,-0.019474830753607904,2,0.5907310322992319,2024,1,-0.5123183445750606,-0.17105249163976102
0.0,-0.03148663619046857,-0.2102156609150454,2,0.0495257275903443,2024,1,-0.6951026802537368,0.04320868911485072
0.0,-0.31036774458241373,-0.49632690615720165,2,0.35878590170970864,2024,1,-0.6951026802537368,0.04320868911485072
0.0,-0.08420518220028808,-0.5344750721894892,2,0.12684077112018538,2024,1,-0.6951026802537368,-0.8138360339035963
0.0,1.3476305274264095,-0.019474830753607904,2,-0.18241940299917897,2024,1,-0.6951026802537368,0.4717310506240742
1.0,3.5423035978151964,4.176823432798018,2,-1.6514052300661597,2022,1,-0.10676930725102986,0.25746986986946246
0.0,0.7903954961026177,-0.2102156609150454,2,0.6680460758290729,2022,1,-0.10676930725102986,1.9715593159063565
0.0,-1.0331390103770393,-0.2102156609150454,2,-1.032884881827431,2022,1,-0.10676930725102986,-0.17105249163976102
1.0,0.8489130821735174,0.3620068295692671,2,0.5907310322992319,2022,1,-0.10676930725102986,0.25746986986946246
0.0,0.4956988239077265,-0.4009564910764829,2,0.745361119358914,2022,1,-0.10676930725102986,0.6859922313786859
0.0,1.3391955600648386,0.1712659994078296,2,0.35878590170970864,2022,1,-0.10676930725102986,0.9002534121332977
0.0,-0.4005164582592051,-0.2102156609150454,2,0.43610094523954973,2022,1,-0.10676930725102986,-0.5995748531489845
0.0,0.37497335354523986,-0.019474830753607904,2,-0.027789315939496788,2022,1,-0.10676930725102986,0.4717310506240742
0.0,0.4956988239077265,-0.4009564910764829,2,0.0495257275903443,2022,1,-0.10676930725102986,-0.38531367239437275
0.0,-1.0331390103770393,-0.49632690615720165,2,0.8999912064185962,2022,1,-0.10676930725102986,-0.38531367239437275
0.0,-0.03148663619046857,-0.49632690615720165,2,0.5907310322992319,2022,1,-0.10676930725102986,-0.38531367239437275
0.0,-0.03148663619046857,-0.2102156609150454,2,-0.027789315939496788,2022,1,-0.10676930725102986,0.6859922313786859
0.0,-1.0858575563868587,-0.4009564910764829,2,-0.4916795771185433,2022,1,-0.10676930725102986,-0.5995748531489845
0.0,-1.0858575563868587,-0.4009564910764829,2,-0.4916795771185433,2022,1,-0.10676930725102986,-0.5995748531489845
0.0,-0.8222648263377612,0.3620068295692671,2,-1.032884881827431,2022,1,-0.10676930725102986,-1.0280972146582081
0.0,0.7940857943233047,-0.30558607599576415,2,0.20415581465002647,2022,1,-0.10676930725102986,1.543036954397133
0.0,-1.0858575563868587,-0.4009564910764829,2,-1.8060353171258416,2022,1,-0.10676930725102986,-0.17105249163976102
0.0,-0.9277019183574002,-0.4009564910764829,1,0.5134159887693908,2022,1,-0.10676930725102986,0.04320868911485072
0.0,1.4103655971780946,-0.2102156609150454,2,0.0495257275903443,2022,1,-0.10676930725102986,1.1145145928879094
0.0,0.2890421235492339,-0.30558607599576415,1,-0.7236247077080665,2022,1,-0.10676930725102986,-0.12820025548883868
0.0,1.156262205410765,-0.49632690615720165,2,0.5134159887693908,2022,1,-0.10676930725102986,0.04320868911485072
0.0,-0.03148663619046857,-0.4009564910764829,2,-0.18241940299917897,2022,1,-0.10676930725102986,0.25746986986946246
0.0,-0.5850313692935734,-0.4009564910764829,2,0.5907310322992319,2022,1,-0.10676930725102986,0.25746986986946246
0.0,0.7983032780040906,-0.2102156609150454,2,-1.110199925357272,2022,1,-0.10676930725102986,1.543036954397133
2.0,2.370897505477006,3.22311928199083,2,-1.6514052300661597,2022,1,-0.10676930725102986,1.543036954397133
0.0,1.5500697441041167,-0.019474830753607904,2,0.5907310322992319,2022,1,-0.10676930725102986,1.543036954397133
0.0,1.5500697441041167,-0.019474830753607904,2,0.5907310322992319,2022,1,-0.10676930725102986,1.543036954397133
0.0,-1.0858575563868587,-0.4009564910764829,2,-1.8060353171258416,2022,1,-0.10676930725102986,-0.17105249163976102
0.0,0.8257169219291965,0.9342293200535796,2,1.2092513805379606,2022,1,-0.10676930725102986,-0.5995748531489845
0.0,-1.5076059244654147,-0.019474830753607904,1,-1.7287202735960006,2022,1,-0.10676930725102986,-0.38531367239437275
0.0,0.8257169219291965,0.9342293200535796,2,1.2092513805379606,2022,1,-0.10676930725102986,-0.5995748531489845
0.0,0.8257169219291965,0.9342293200535796,2,1.2092513805379606,2022,1,-0.10676930725102986,-0.5995748531489845
1.0,0.28482463986844847,-0.4009564910764829,2,-0.18241940299917897,2022,1,-0.10676930725102986,0.4717310506240742
0.0,-0.34358042856860016,-0.019474830753607904,2,0.35878590170970864,2022,1,-0.10676930725102986,-0.38531367239437275
0.0,-0.6641091883083027,-0.4009564910764829,2,-0.41436453358870223,2022,1,-0.10676930725102986,-0.38531367239437275
1.0,-0.9224300637564181,-0.4009564910764829,1,-0.6463096641782254,2022,1,-0.10676930725102986,0.04320868911485072
1.0,1.0228842840059216,-0.2102156609150454,1,-0.4916795771185433,2022,1,-0.10676930725102986,1.3287757736425212
1.0,1.3391955600648386,3.795341772475142,2,-1.6514052300661597,2022,1,-0.10676930725102986,-0.17105249163976102
0.0,-0.4005164582592051,-0.5344750721894892,2,0.6680460758290729,2022,1,-0.10676930725102986,-0.5995748531489845
0.0,-0.9224300637564181,-0.49632690615720165,2,0.5907310322992319,2022,1,-0.10676930725102986,-0.38531367239437275
3.0,-0.7695462803279417,-0.24836382694733292,2,-0.41436453358870223,2022,1,-0.10676930725102986,-0.17105249163976102
1.0,3.434230578495066,2.078674301022205,2,-0.027789315939496788,2022,2,-0.10676930725102986,-0.5995748531489845
0.0,-0.8222648263377612,-0.49632690615720165,2,0.0495257275903443,2022,2,-0.10676930725102986,-0.38531367239437275
1.0,-0.7168277343181222,-0.4009564910764829,2,0.5907310322992319,2022,2,-0.10676930725102986,-1.0280972146582081
1.0,1.0228842840059216,2.46015596134508,2,-1.7287202735960006,2022,2,-0.10676930725102986,0.25746986986946246
0.0,1.3602829784687667,-0.4009564910764829,2,0.6680460758290729,2022,2,-0.10676930725102986,-0.17105249163976102
0.0,0.23210609385862896,-0.2102156609150454,2,0.28147085817986756,2022,2,-0.10676930725102986,0.25746986986946246
