road_condition,contract_area_m2,road_name,contract_period,building_age,contract_year,contract_month,deposit,monthly_rent_bill
0,25,42,2,36,2024,1,2000,20
0,32.08,51,2,28,2024,1,500,40
1,23.13,51,2,22,2024,1,500,40
0,65.7,3,2,35,2024,1,2000,70
3,80.1,14,2,35,2024,1,3000,85
0,45,51,2,27,2024,1,1000,65
0,60.66,42,2,36,2024,1,5000,60
0,24,3,2,10,2024,1,300,25
0,19.8,14,2,34,2024,1,500,35
1,30,51,2,33,2024,1,2000,35
3,20,14,2,13,2024,1,3000,50
0,50,51,2,30,2024,1,1000,60
1,83.06,42,2,20,2024,1,14500,50
0,35,42,2,33,2024,1,2000,55
1,30,3,2,36,2024,1,500,47
0,59.34,51,2,27,2024,1,4000,70
1,22,3,2,22,2024,1,1000,45
0,16,51,2,36,2024,1,500,37
0,17,14,1,15,2024,1,3000,42
0,25,14,2,15,2024,1,1000,40
1,60,51,1,34,2024,1,1000,70
0,60,42,2,26,2024,1,3000,70
0,23.1,14,2,34,2024,1,500,35
0,49.49,14,2,40,2024,1,5000,77
3,36,23,2,34,2024,1,1000,50
0,35,14,2,23,2024,1,4000,60
0,27,51,2,28,2024,1,500,48
1,23.1,3,2,31,2024,1,1000,60
1,57.3,14,2,7,2024,1,27500,11
0,58.32,3,2,37,2024,1,2000,80
0,50,51,2,17,2024,2,3000,65
0,23,42,2,37,2024,2,300,31
0,23.1,14,2,23,2024,2,2000,60
0,33,23,2,36,2024,1,300,25
0,30,23,2,33,2024,1,1000,50
0,54,23,2,32,2024,1,3000,60
1,10,23,2,35,2024,1,400,30
0,45.14,4,2,31,2024,1,1000,50
0,48.98,3,2,38,2024,1,1000,50
0,32.53,49,2,34,2024,1,300,30
3,29.75,3,2,36,2024,1,500,40
2,16,58,1,43,2024,1,500,49
0,50,3,2,21,2024,1,4000,60
0,45.9,49,2,32,2024,1,2000,47
0,38.61,23,2,29,2024,1,1000,45
1,33,23,2,40,2024,1,1000,28
0,52.98,23,2,41,2024,1,3000,50
1,34.54,3,2,35,2024,1,1000,27
0,40,23,2,37,2024,1,500,30
1,33,4,2,36,2024,1,1000,40
0,33,5,2,38,2024,1,700,40
1,15,49,2,6,2024,1,500,40
0,25,49,2,22,2024,1,500,45
0,38,23,2,29,2024,1,1000,55
2,69.15,49,2,31,2024,1,3000,50
0,53,3,2,31,2024,1,3000,75
2,20,58,2,48,2024,1,500,50
0,46,49,2,34,2024,2,4000,30
1,18.18,3,2,35,2024,2,300,25
0,58.3,23,2,36,2024,2,3000,70
0,48.89,48,2,33,2024,1,1000,45
3,30,23,2,21,2024,1,1000,43
0,46,23,2,30,2024,1,1000,35
0,20,23,2,36,2024,1,200,10
0,22.5,29,2,36,2024,1,1000,55
0,20,23,2,34,2024,1,100,10
0,42,47,2,31,2024,1,1000,45
0,37,29,2,34,2024,1,2000,50
0,17,23,2,14,2024,1,3000,26
3,29,23,1,30,2024,1,500,35
0,17,23,2,14,2024,1,1000,35
1,37.2,48,2,34,2024,2,500,42
0,24,23,2,36,2024,2,4000,10
1,40,14,2,33,2024,1,1000,40
0,35,18,2,31,2024,1,1000,45
0,36.65,58,2,34,2024,1,1000,40
0,61.03,5,2,35,2024,1,2000,65
1,25,18,2,37,2024,1,100,23
0,36.65,58,2,34,2024,1,500,43
1,47.31,18,2,33,2024,1,2000,50
0,40,14,2,30,2024,1,1000,42
1,47.31,18,2,38,2024,1,500,40
1,19.83,14,2,46,2024,1,500,30
0,13.22,18,2,40,2024,1,300,20
1,40.59,18,2,33,2024,1,500,48
0,28.08,18,2,35,2024,1,1000,75
2,19,5,2,36,2024,1,300,36
0,32.66,18,2,33,2024,1,1000,30
0,17.92,5,2,34,2024,1,1000,45
0,40,18,2,32,2024,1,500,30
0,61.56,5,2,29,2024,1,3000,40
0,43.84,18,2,29,2024,1,500,40
0,36,18,2,37,2024,1,500,35
1,35,14,2,32,2024,1,300,35
0,48.63,18,2,33,2024,1,500,45
1,35,58,2,36,2024,1,500,29
0,41.73,18,2,39,2024,1,700,38
1,38.25,18,2,39,2024,1,8500,10
0,30,5,2,31,2024,1,350,35
0,21,18,2,32,2024,1,500,35
0,35,58,2,34,2024,1,500,45
0,50.04,18,2,27,2024,1,2000,45
1,55.37,18,2,35,2024,1,1500,62
1,40,58,2,35,2024,1,500,45
1,37.47,58,2,43,2024,1,500,50
0,20,18,2,32,2024,1,500,35
0,20,18,2,32,2024,1,500,20
1,20,18,2,36,2024,2,500,33
0,33,18,2,45,2024,2,500,45
1,30.2,18,2,42,2024,2,500,35
1,20,25,2,13,2024,1,2000,50
3,25,25,2,13,2024,1,5000,40
1,20.17,36,2,12,2024,1,4000,32
1,64,36,2,12,2024,1,15000,45
2,48.29,36,2,12,2024,1,10000,50
2,59,36,2,13,2024,1,4000,95
1,96.66,12,2,16,2024,1,60000,10
0,60,42,2,27,2024,1,3000,60
1,56.42,14,2,36,2024,1,500,20
0,12,14,2,12,2024,1,500,40
0,16,14,2,5,2024,1,3000,39
0,40,16,2,33,2024,1,1000,50
0,10,14,2,12,2024,1,500,40
0,12,14,2,12,2024,1,500,40
0,12,14,2,12,2024,1,500,40
0,56.86,16,2,38,2024,1,4000,45
2,33,16,2,23,2024,1,1000,50
0,20,51,2,4,2024,1,500,50
0,55,42,2,27,2024,1,16000,5
0,40,14,2,28,2024,1,2000,35
0,35,42,2,27,2024,1,500,30
1,55.8,30,2,36,2024,1,3000,40
0,40,3,2,29,2024,1,2000,45
0,34.71,3,2,33,2024,1,500,45
0,39,3,2,30,2024,1,300,25
0,66.16,3,2,26,2024,1,3000,55
1,107.79,14,2,7,2022,1,25000,50
0,55.59,42,2,37,2022,1,2000,90
0,21,14,2,15,2022,1,2000,40
1,56.7,42,2,36,2022,1,5000,50
0,50,25,2,38,2022,1,1000,60
0,66,14,2,33,2022,1,4000,65
0,33,3,2,34,2022,1,2000,30
0,47.71,25,2,28,2022,1,3000,55
0,50,42,2,29,2022,1,1000,35
0,21,42,2,40,2022,1,500,35
0,40,42,2,36,2022,1,500,35
0,40,25,2,28,2022,1,2000,60
0,20,3,2,22,2022,1,1000,30
0,20,3,2,22,2022,1,1000,30
0,25,14,2,15,2022,1,5000,20
0,55.66,3,2,31,2022,1,1500,80
0,20,14,2,5,2022,1,1000,40
0,23,30,1,35,2022,1,1000,45
0,67.35,42,2,29,2022,1,2000,70
0,46.08,42,1,19,2022,1,1500,41
0,62.53,14,2,35,2022,1,500,45
0,40,25,2,26,2022,1,1000,50
0,29.5,42,2,36,2022,1,1000,50
0,55.74,42,2,14,2022,1,2000,80
2,85.57,14,2,7,2022,1,20000,80
0,70,3,2,36,2022,1,3000,80
0,70,3,2,36,2022,1,3000,80
0,20,14,2,5,2022,1,1000,40
0,56.26,3,2,44,2022,1,8000,30
0,12,3,1,6,2022,1,3000,35
0,56.26,3,2,44,2022,1,8000,30
0,56.26,3,2,44,2022,1,8000,30
1,46,25,2,26,2022,1,1000,55
0,34.08,14,2,33,2022,1,3000,35
0,28,3,2,23,2022,1,1000,35
1,23.1,25,1,20,2022,1,1000,45
1,60,25,1,22,2022,1,2000,75
1,66,14,2,7,2022,1,23000,40
0,33,42,2,37,2022,1,300,30
0,23.1,14,2,36,2022,1,500,35
3,26,23,2,23,2022,1,1800,40
1,105.74,42,2,28,2022,2,14000,30
0,25,25,2,29,2022,2,500,35
1,27,42,2,36,2022,2,1000,20
1,60,14,2,6,2022,2,16000,50
0,66.4,42,2,37,2022,2,1000,40
0,45,51,2,32,2022,2,2000,50
1,30,51,2,12,2022,2,1000,65
0,50,42,2,35,2022,2,1000,52
0,29.7,51,2,35,2022,2,800,40
0,39.52,51,2,30,2022,2,1000,30
0,40,25,2,29,2022,2,1000,45
0,100.3,3,2,35,2022,2,6000,40
2,27,3,2,21,2022,2,1000,40
0,33,51,2,33,2022,2,3000,50
1,25,25,2,30,2022,2,200,40
1,25,25,2,30,2022,2,1000,40
1,25,25,2,30,2022,2,500,45
0,23,3,2,32,2022,2,5000,25
1,36.3,3,2,35,2022,2,4000,30
0,23.1,14,2,23,2022,2,2000,55
1,55,3,2,21,2022,2,3000,40
1,49.2,51,2,33,2022,2,1000,40
0,20,51,2,20,2022,2,500,40
0,18,51,2,13,2022,2,500,50
1,55,51,2,22,2022,2,2500,70
1,55,51,2,22,2022,2,2500,70
0,50,25,2,38,2022,2,2000,70
1,20,3,1,36,2022,2,500,40
1,34.7,42,2,21,2022,2,5000,30
0,23.1,14,2,28,2022,2,300,37
0,48.61,25,2,28,2022,2,2000,55
0,25,51,2,28,2022,2,500,45
1,50,42,2,37,2022,2,3000,50
0,31.98,14,2,33,2022,2,9000,30
0,27,14,2,15,2022,2,5000,30
0,47.95,3,2,34,2022,2,500,40
1,58,3,2,16,2022,2,4000,80
1,20,51,2,23,2022,2,3500,30
0,47.95,3,2,34,2022,2,500,40
0,27,51,2,32,2022,3,500,40
1,33,3,2,31,2022,3,1000,60
3,26,23,2,23,2022,3,1000,42
0,32.08,51,2,28,2022,3,500,40
1,26.4,3,2,31,2022,3,500,55
0,25,14,2,37,2022,3,7000,20
0,13.22,42,2,36,2022,3,300,30
1,12,3,2,33,2022,3,1000,58
1,61.38,3,2,33,2022,3,2000,60
1,55,3,2,21,2022,3,3000,55
0,25,51,2,34,2022,3,500,40
0,35,14,2,33,2022,3,1000,45
0,50.66,42,2,37,2022,3,5000,45
0,35,14,2,33,2022,3,1000,45
0,23.1,14,2,34,2022,3,500,38
0,35,23,2,23,2022,3,8000,15
0,24.75,3,2,31,2022,3,500,35
0,24.75,3,2,31,2022,3,500,35
0,35,25,2,17,2022,3,1000,45
0,40,30,2,28,2022,3,500,35
0,42.9,14,2,34,2022,3,2500,60
0,54.02,51,2,34,2022,3,5000,65
0,32.87,3,2,34,2022,3,1000,45
1,77.61,14,2,7,2022,3,35000,5
3,16.52,14,2,13,2022,3,1000,40
0,40,51,2,31,2022,3,500,35
0,50,3,2,35,2022,3,200,25
0,33,25,2,25,2022,3,500,50
0,63.03,14,2,37,2022,3,7000,15
0,19,3,2,31,2022,3,200,25
1,76.45,14,2,37,2022,3,2000,80
0,26.35,3,2,31,2022,3,500,30
0,24,51,2,28,2022,3,500,35
0,27,51,2,28,2022,3,500,42
0,42,51,2,35,2022,3,1000,50
0,50,25,2,28,2022,3,4000,30
0,28,14,2,37,2022,3,500,60
0,55.66,3,2,31,2022,3,2000,70
0,47.9,3,2,32,2022,3,500,45
0,33,25,2,22,2022,3,7000,25
0,33,25,2,22,2022,3,7000,25
0,23,14,2,33,2022,3,1000,40
0,65.71,42,2,37,2022,3,2000,70
0,65.71,42,2,37,2022,3,2000,70
0,27.51,51,2,30,2022,4,500,36
0,30,51,2,32,2022,4,3000,55
0,30,51,2,32,2022,4,3000,55
2,50.92,14,2,7,2022,4,25000,40
0,38,25,2,34,2022,4,1000,60
0,17,42,2,36,2022,4,500,30
0,65.2,25,2,27,2022,4,10000,47
0,52.89,14,1,23,2022,4,8000,40
1,50.33,3,2,38,2022,4,3000,50
1,50.33,3,2,38,2022,4,3000,50
0,37.71,3,2,6,2022,4,16000,25
0,50.92,14,2,23,2022,4,5000,30
0,28,14,2,33,2022,4,1000,30
0,29.6,14,2,35,2022,4,300,40
0,35.1,25,2,41,2022,4,500,40
0,35,51,2,22,2022,4,2000,70
0,33.05,51,2,36,2022,4,1000,50
3,40,14,2,31,2022,4,1000,55
0,49,3,2,34,2022,4,500,45
0,23.1,25,2,41,2022,4,500,45
0,20,42,2,35,2022,4,300,10
0,33,51,2,28,2022,4,500,45
1,50,3,2,30,2022,4,1000,70
0,23,3,2,38,2022,4,500,35
0,25,14,2,15,2022,4,500,40
0,52.89,14,2,23,2022,4,8000,40
1,50,3,2,30,2022,4,1000,70
0,23,25,2,22,2022,4,1000,48
0,33.1,14,2,26,2022,4,500,30
0,36,3,2,32,2022,4,1000,50
1,27,51,2,22,2022,4,1000,50
3,42.33,23,2,17,2022,4,9000,20
0,19.8,25,2,18,2022,4,500,40
0,19.8,25,2,18,2022,4,500,40
0,32.12,3,2,31,2022,4,8000,10
0,16.5,14,2,39,2022,4,500,27
0,53.76,14,2,31,2022,4,2000,60
0,25,42,2,35,2022,4,700,27
0,25,51,2,34,2022,4,500,45
0,25,51,2,34,2022,4,500,45
0,19,14,2,35,2022,4,6000,5
1,22.24,23,2,34,2022,4,1000,34
0,19,14,2,35,2022,4,6000,5
1,30,51,2,23,2022,4,4000,34
0,26,25,2,25,2022,4,1000,30
0,27.22,14,2,39,2022,4,300,25
0,79,3,2,33,2022,5,4000,20
0,44.5,14,2,33,2022,5,3000,65
0,60,3,4,34,2022,5,7000,40
0,29.12,42,2,35,2022,5,1000,50
0,34,51,2,24,2022,5,1000,40
3,26,23,2,23,2022,5,1000,42
0,65.2,25,2,27,2022,5,14000,20
0,65.2,25,2,27,2022,5,14000,17
0,151,3,2,34,2022,5,3000,50
0,151,3,2,34,2022,5,3000,50
0,35,14,2,30,2022,5,500,45
0,36.3,3,2,35,2022,5,500,25
0,36.3,3,2,35,2022,5,500,25
0,20,51,2,26,2022,5,500,29
0,34.65,51,2,26,2022,5,500,28
0,39.6,14,2,39,2022,5,1000,45
0,45.96,14,2,31,2022,5,2000,60
1,18,3,2,33,2022,5,100,30
0,35,14,2,23,2022,5,10000,29
0,20,14,2,15,2022,5,1000,48
1,23,14,2,10,2022,5,2000,45
0,20,14,2,22,2022,5,6000,5
0,45,14,2,23,2022,5,9000,20
0,43.74,23,2,27,2022,5,1000,50
1,33,51,2,35,2022,5,500,45
0,36.3,3,2,30,2022,5,500,35
0,36.3,3,2,34,2022,5,1000,50
0,36.3,3,2,34,2022,5,1000,50
0,10,14,1,23,2022,5,4000,40
0,33.05,51,2,23,2022,5,1000,50
0,42.97,3,2,32,2022,5,500,40
0,66.17,14,2,29,2022,5,3000,80
0,66.17,14,2,29,2022,5,3000,80
0,16.5,14,2,33,2022,5,300,50
0,21,14,2,5,2022,5,500,45
0,30,3,2,31,2022,5,1000,40
2,26,3,2,30,2022,5,1000,45
0,45,25,2,21,2022,5,13000,20
0,48.1,3,2,29,2022,5,1500,50
1,45,51,2,33,2022,5,1000,70
0,23.1,51,2,35,2022,5,200,20
0,33,51,2,34,2022,5,1000,50
0,33,51,2,34,2022,5,1000,50
1,24,51,2,27,2022,5,500,45
3,23.14,14,2,13,2022,5,4000,35
0,26,3,2,10,2022,5,500,30
0,55,14,2,16,2022,5,3000,60
0,51,14,2,34,2022,5,3000,70
0,26,3,2,10,2022,5,500,30
1,33,3,2,35,2022,5,2000,40
0,55,14,2,16,2022,5,3000,60
1,60,51,2,22,2022,5,5000,50
1,35,14,2,45,2022,5,4000,30
0,20,51,2,20,2022,5,1000,45
2,39.66,30,2,25,2022,5,3000,30
0,30,14,2,31,2022,5,1000,65
1,19,3,2,36,2022,6,500,32
1,19,3,2,36,2022,6,500,32
1,19,3,2,36,2022,6,500,32
0,52.8,3,2,34,2022,6,4500,55
1,42,3,2,25,2022,6,1000,60
1,56,51,2,20,2022,6,10000,80
0,19,3,2,31,2022,6,300,30
0,40.9,42,2,37,2022,6,4000,50
0,33.2,3,2,33,2022,6,6500,12
0,33.2,3,2,33,2022,6,6500,12
0,19,3,2,31,2022,6,300,30
0,33.05,51,2,36,2022,6,1000,50
0,23.1,14,2,39,2022,6,500,36
0,33.1,51,2,34,2022,6,500,40
1,56.7,42,2,36,2022,6,10000,30
3,26,23,2,23,2022,6,1000,40
2,16,3,2,31,2022,6,500,41
3,26,23,2,23,2022,6,1000,40
1,20,3,2,41,2022,6,200,30
0,40,42,2,33,2022,6,500,55
0,42,25,2,29,2022,6,1000,50
0,40,51,2,13,2022,6,2000,70
0,56.19,42,2,21,2022,6,2000,90
0,35,51,2,26,2022,6,9000,30
0,15,3,2,38,2022,6,100,25
3,31,14,2,31,2022,6,1500,40
0,75,25,2,25,2022,6,5000,100
3,42.33,23,2,17,2022,6,1000,35
0,37.32,51,2,30,2022,6,6000,7
0,75,25,2,25,2022,6,5000,100
1,20,51,2,23,2022,6,4000,30
0,38,14,2,16,2022,6,10000,25
0,30,14,2,33,2022,6,500,40
0,25,51,2,29,2022,6,500,29
2,50,14,2,7,2022,6,10000,75
1,26,25,2,21,2022,6,1000,40
0,19,14,2,31,2022,6,1000,45
0,26.45,51,2,22,2022,6,500,45
0,36.3,14,2,28,2022,6,2000,50
0,33,14,2,28,2022,6,3000,40
1,19,51,2,2,2022,6,2000,55
1,19,51,2,2,2022,6,13000,5
0,56.19,42,2,21,2022,6,2000,70
1,23,42,2,38,2022,6,500,30
0,30,42,2,33,2022,6,300,50
0,58,3,2,28,2022,6,5000,65
0,33,3,2,35,2022,6,500,35
0,24,14,2,23,2022,6,1000,45
0,24.5,51,2,23,2022,6,1000,42
1,19,51,2,2,2022,6,13000,10
0,29,25,2,41,2022,6,500,45
0,23.1,14,2,34,2022,7,500,38
0,25,14,2,23,2022,7,50,33
1,19.8,14,2,32,2022,7,1000,45
0,19.8,14,2,31,2022,7,2000,40
0,59.36,3,2,33,2022,7,3000,50
0,31.02,3,2,33,2022,7,500,40
1,103.4,3,2,36,2022,7,23000,20
0,35.4,25,2,33,2022,7,3000,60
0,25,14,2,23,2022,7,500,35
0,46,14,2,33,2022,7,10000,35
1,20.95,3,2,36,2022,7,500,40
1,45.64,42,2,36,2022,7,1500,75
0,36,3,2,33,2022,7,4000,40
0,58,3,2,28,2022,7,5000,65
0,48.5,3,2,35,2022,7,1500,40
0,33.2,14,2,29,2022,7,500,35
0,48.94,14,2,28,2022,7,3000,40
1,49.58,3,2,36,2022,7,8000,35
0,81.78,3,2,35,2022,7,300,30
0,15,3,2,35,2022,7,300,25
0,15,3,2,35,2022,7,300,25
1,27,51,2,22,2022,7,500,45
1,16,3,2,22,2022,7,500,35
0,30,51,2,32,2022,7,1000,50
0,30,23,2,23,2022,7,5900,20
3,20,14,2,31,2022,7,500,40
0,26.44,14,2,22,2022,7,3000,35
0,26.44,14,2,22,2022,7,3000,32
0,49.2,14,2,39,2022,7,8000,20
0,16,42,2,36,2022,7,300,30
0,13,42,2,33,2022,7,1000,25
0,52.88,14,2,19,2022,7,16000,13
0,58,3,2,34,2022,7,5000,65
0,62.25,3,2,34,2022,7,2000,65
0,20,3,2,49,2022,7,300,20
1,56.19,25,2,20,2022,7,3000,80
0,20,3,2,49,2022,7,300,20
0,19.83,14,2,13,2022,8,700,55
3,15,14,2,9,2022,8,1000,29
0,53.58,42,2,33,2022,8,6000,15
0,21,3,2,30,2022,8,300,35
0,39,25,2,28,2022,8,2000,50
1,116.25,51,2,30,2022,8,8000,30
0,45.96,14,2,31,2022,8,8000,20
1,45,3,2,31,2022,8,10000,20
0,32.08,51,2,28,2022,8,500,40
1,33,3,2,31,2022,8,1000,70
0,36.3,3,2,35,2022,8,1000,40
0,36,42,2,37,2022,8,200,30
0,32.17,42,2,33,2022,8,1000,40
0,45.75,14,2,30,2022,8,1000,50
0,36.36,14,2,30,2022,8,1000,50
0,51.47,14,2,34,2022,8,13000,20
0,30,51,2,23,2022,8,1000,42
1,81.5,42,2,29,2022,8,8000,50
0,33,51,2,33,2022,8,2000,60
1,32,51,2,22,2022,8,1000,42
0,23.1,14,2,33,2022,8,500,27
0,21,3,2,24,2022,8,500,30
0,39,25,2,31,2022,8,1000,35
1,33,42,2,36,2022,8,500,45
1,50,51,2,22,2022,8,15000,10
0,51.3,3,2,31,2022,8,9000,20
0,19.8,51,2,32,2022,8,1000,40
1,56.1,42,2,21,2022,8,6000,50
0,25.17,14,2,30,2022,8,2000,60
0,45,3,2,35,2022,8,1000,60
0,62.34,42,2,36,2022,8,3000,41
0,62.34,42,1,36,2022,8,3000,41
0,20,3,2,38,2022,8,300,20
0,36.3,3,2,36,2022,8,500,35
0,59,42,2,20,2022,8,14500,15
0,52,25,2,28,2022,9,10000,30
0,52,25,2,28,2022,9,10000,30
0,20,51,2,35,2022,9,100,15
0,28,42,2,35,2022,9,400,35
1,30.06,51,2,23,2022,9,1000,55
0,72.08,3,2,29,2022,9,3000,70
0,50.43,23,2,23,2022,9,7000,10
1,60,42,2,24,2022,9,3000,110
1,56,51,2,20,2022,9,15000,30
2,45,3,2,21,2022,9,5000,50
0,42.5,25,2,26,2022,9,2000,60
2,45,3,2,21,2022,9,5000,50
0,23.1,14,2,23,2022,9,6000,25
0,23.1,14,2,23,2022,9,1000,55
0,25,14,2,15,2022,9,2000,35
0,50.36,25,2,18,2022,9,3000,65
0,19.5,51,2,31,2022,9,200,23
1,64,3,2,16,2022,9,5000,80
0,23.1,51,2,28,2022,9,500,40
0,58.1,3,2,31,2022,9,12000,15
0,58.1,3,2,31,2022,9,12000,15
0,43.28,51,2,31,2022,9,1000,50
0,35,42,2,35,2022,9,1000,38
1,20,25,2,26,2022,9,500,35
0,35.1,3,2,34,2022,9,1000,45
1,54.87,3,2,36,2022,9,2000,68
0,45,3,2,35,2022,9,1000,50
0,45,3,2,35,2022,9,1000,50
0,28.49,14,2,35,2022,9,1000,50
0,66.17,14,2,29,2022,9,3000,80
0,49.5,23,2,23,2022,9,3000,40
0,25,25,2,29,2022,9,1000,40
0,40,51,2,35,2022,9,5500,18
0,31.49,14,2,33,2022,9,500,40
1,53,14,2,7,2022,9,24000,25
3,17,14,2,6,2022,9,1000,50
0,35,14,2,23,2022,9,2000,50
0,48.73,3,2,42,2022,9,10000,30
1,57.36,42,2,36,2022,9,16000,10
0,62.43,42,2,36,2022,9,8500,5
0,30,51,2,34,2022,9,3000,44
0,48.38,14,2,34,2022,9,8000,45
0,41,25,2,28,2022,9,1000,50
0,62.51,14,2,18,2022,9,8000,50
0,52,14,2,28,2022,9,1000,60
0,30,14,2,33,2022,9,500,45
0,25,14,2,15,2022,9,4000,25
0,33,14,2,11,2022,10,5000,50
0,77.04,25,2,26,2022,10,6000,72
0,34.5,51,2,35,2022,10,500,30
0,61.58,42,2,35,2022,10,2000,55
0,77.41,42,2,39,2022,10,4000,70
1,76.56,42,2,37,2022,10,3000,80
0,35,51,2,23,2022,10,1000,50
0,36,51,2,24,2022,10,1000,45
0,30,14,2,32,2022,10,500,70
0,36,42,2,35,2022,10,1000,35
1,52.84,3,2,31,2022,10,2000,60
1,29,51,2,20,2022,10,500,40
1,29.41,51,2,30,2022,10,161,5
0,33,51,2,13,2022,10,8000,40
0,40,14,2,31,2022,10,1000,65
0,21.75,3,2,31,2022,10,500,30
0,39.15,42,2,35,2022,10,2000,35
0,23.1,14,2,30,2022,10,500,35
0,23,3,2,36,2022,10,500,35
0,50,3,2,42,2022,10,5000,40
1,23.14,25,2,13,2022,10,4000,34
0,32.08,51,2,28,2022,10,1000,45
0,32.08,51,2,28,2022,10,1000,45
0,41.3,3,2,34,2022,10,3000,50
0,30,25,2,34,2022,10,1000,50
0,21.45,3,2,33,2022,10,300,30
0,46.59,14,2,31,2022,10,3000,40
0,26,25,2,25,2022,10,500,35
0,39,42,2,36,2022,10,800,35
1,57.93,3,2,33,2022,10,6000,60
0,36.3,3,2,35,2022,10,1000,40
0,36.3,3,2,35,2022,10,1000,40
0,41.74,3,2,34,2022,10,1000,35
0,30,14,2,31,2022,10,1000,35
0,30,14,2,31,2022,10,1000,35
0,25,51,2,29,2022,10,500,29
0,35,3,2,32,2022,10,500,37
0,61.32,51,2,26,2022,10,2000,65
0,30.4,51,2,35,2022,10,500,40
0,61.32,51,2,26,2022,10,2000,65
0,25,25,2,22,2022,10,1000,40
1,19.8,14,2,32,2022,10,1000,50
1,40,51,2,22,2022,10,1000,60
0,52.07,3,2,32,2022,10,12000,40
0,52.07,3,2,32,2022,10,12000,40
0,49.7,3,2,31,2022,10,5000,10
1,20,3,2,37,2022,10,1000,40
3,58.31,23,2,42,2022,10,4000,60
0,21,3,1,6,2022,10,1000,48
1,46.2,51,2,30,2022,10,3000,40
0,61.5,42,2,35,2022,11,1000,40
0,20,14,2,20,2022,11,500,35
1,24,42,2,37,2022,11,500,20
0,48.38,14,2,34,2022,11,1700,70
3,18,14,2,6,2022,11,1000,50
0,50.24,25,2,34,2022,11,6000,60
1,78,25,2,20,2022,11,4000,80
1,36,51,2,22,2022,11,1000,55
1,49.58,51,2,34,2022,11,2000,60
1,61.1,51,2,19,2022,11,6000,60
0,52.07,3,2,32,2022,11,5000,50
0,81.08,42,2,36,2022,11,8000,70
0,40,23,2,26,2022,11,1000,50
0,53.51,25,2,15,2022,11,5000,50
0,40.94,3,2,32,2022,11,1000,45
0,36,42,2,33,2022,11,2000,50
1,58.36,14,2,7,2022,11,25000,15
0,23,25,2,22,2022,11,1000,50
0,36,51,2,24,2022,11,1000,45
0,21,51,2,13,2022,11,1000,50
0,30,3,2,41,2022,11,500,60
0,36.36,25,2,33,2022,11,500,40
0,33,14,2,36,2022,11,1000,40
0,33,14,2,36,2022,11,1000,35
0,33,14,2,36,2022,11,1000,35
1,60,42,2,24,2022,11,20000,10
1,58,42,2,24,2022,11,16000,25
0,43,23,2,23,2022,11,7000,35
0,70.78,23,2,23,2022,11,5000,60
1,18,51,2,23,2022,11,3000,30
0,64.41,25,2,29,2022,11,3000,60
0,81.08,42,2,36,2022,11,10000,60
0,81.08,42,2,36,2022,11,10000,60
1,21.5,3,2,22,2022,11,2000,35
1,52.52,14,2,7,2022,11,20000,30
0,81.08,42,2,36,2022,11,10000,60
1,24,51,2,2,2022,11,14000,15
0,45,3,2,35,2022,11,1000,55
0,38.81,23,2,19,2022,11,2000,60
0,38,51,2,13,2022,11,3000,70
0,50,3,2,33,2022,11,11000,20
0,27,23,2,39,2022,11,10000,40
1,33.58,51,2,22,2022,11,1000,47
0,55.66,3,2,31,2022,11,2000,70
0,30,51,2,32,2022,11,1000,50
0,33.2,3,2,32,2022,11,500,38
0,58,3,2,34,2022,11,5000,60
0,58.12,42,2,20,2022,11,17000,10
0,23,3,2,35,2022,11,200,25
0,33,25,2,22,2022,11,2000,50
0,56.82,3,2,30,2022,11,1000,30
0,18,51,2,35,2022,11,500,30
0,41.94,3,1,6,2022,12,10000,45
0,27,42,2,35,2022,12,500,50
1,20,3,2,37,2022,12,1000,50
1,19,51,2,2,2022,12,3000,50
0,56,42,2,32,2022,12,1000,50
0,68.74,42,2,33,2022,12,1000,70
1,56,14,2,7,2022,12,3000,120
1,28,42,2,16,2022,12,1000,45
0,43,3,2,38,2022,12,2000,80
0,48,14,2,39,2022,12,9000,20
0,53.9,51,2,35,2022,12,10000,40
1,27,51,2,23,2022,12,800,40
0,36.24,42,2,36,2022,12,500,28
0,35.69,25,2,31,2022,12,500,40
0,49.58,25,2,46,2022,12,5000,65
0,10,25,2,32,2022,12,100,30
1,56.1,42,2,36,2022,12,5000,50
0,23.1,3,2,36,2022,12,1000,60
0,60,3,2,34,2022,12,2500,45
1,50,3,2,31,2022,12,1000,65
1,50,3,2,31,2022,12,1000,65
0,53.51,25,2,15,2022,12,3000,60
1,60,42,2,24,2022,12,15000,50
0,29.12,42,2,35,2022,12,1000,50
0,20,14,2,30,2022,12,5000,45
0,40,42,2,32,2022,12,500,30
0,25,25,2,22,2022,12,2000,50
0,45,3,2,32,2022,12,1000,60
3,20,23,2,23,2022,12,500,30
0,20,3,2,36,2022,12,500,45
0,30,51,2,32,2022,12,1000,50
0,30,51,2,32,2022,12,1000,50
0,15,3,2,35,2022,1,200,25
0,35,49,2,37,2022,1,1000,45
1,24,23,2,36,2022,1,500,35
0,43,23,2,37,2022,1,4500,30
1,35,23,2,35,2022,1,500,45
0,26,49,2,23,2022,1,500,43
0,46,4,2,38,2022,1,1000,40
2,29.6,5,2,45,2022,1,800,40
1,26,23,2,23,2022,1,500,35
0,40,23,1,35,2022,1,1000,45
0,30,4,2,35,2022,1,500,35
0,20,4,2,33,2022,1,500,35
