road_condition,contract_area_m2,road_name,contract_period,building_age,contract_year,contract_month,deposit,monthly_rent_bill
0,23,5,2,23,2022,10,500,38
1,10,18,2,31,2022,10,100,18
0,30,18,2,35,2022,10,1000,35
0,20,5,2,37,2022,10,300,23
0,20,5,2,37,2022,10,300,23
0,47.88,5,2,37,2022,10,10000,50
0,35.46,14,2,33,2022,10,1000,55
0,61.09,18,2,36,2022,10,1000,55
0,45,58,2,19,2022,10,5000,45
0,56.32,18,2,33,2022,10,300,20
0,38.59,18,2,36,2022,10,3500,25
0,27,58,2,35,2022,10,200,25
1,20,18,2,35,2022,10,200,16
1,21,18,2,33,2022,10,600,35
0,37.4,58,2,36,2022,10,1000,35
1,39,18,2,47,2022,10,1000,45
0,30,58,2,19,2022,10,500,45
1,20,18,2,35,2022,10,200,16
0,37.17,18,2,39,2022,10,7000,10
0,37.8,5,2,28,2022,10,300,30
0,38.66,18,2,36,2022,10,1000,70
0,10,18,2,36,2022,10,500,35
0,38.66,18,2,36,2022,10,1000,70
1,15,18,2,36,2022,10,500,30
0,33,58,2,24,2022,10,1000,40
0,41.5,18,2,31,2022,10,3000,50
0,30,5,2,34,2022,10,500,33
1,23.1,18,2,35,2022,10,500,35
0,44.73,18,2,36,2022,10,2000,50
2,26.14,5,2,49,2022,10,500,45
0,35.7,18,2,38,2022,10,1800,35
0,55.4,58,2,36,2022,10,5000,60
0,27,5,2,34,2022,10,1000,50
0,59.5,18,2,36,2022,10,2000,25
0,40,58,2,33,2022,10,500,30
0,30,58,2,28,2022,10,500,35
0,30,58,2,28,2022,10,500,35
0,20,18,2,40,2022,10,500,20
1,30,14,2,37,2022,10,200,28
0,47.36,18,2,27,2022,10,500,35
0,26.45,5,2,45,2022,10,500,30
0,43.95,5,2,34,2022,10,1000,55
0,39.35,18,2,36,2022,10,500,35
0,49.35,18,2,34,2022,10,1000,45
0,25.12,18,2,35,2022,10,500,35
0,46.29,18,2,36,2022,10,1000,45
0,25.12,18,2,35,2022,10,500,35
0,93.75,5,2,40,2022,10,500,40
0,40.41,18,2,34,2022,10,500,40
0,35,18,2,35,2022,10,1000,40
0,47.88,5,2,33,2022,10,1000,55
0,24.24,5,2,37,2022,10,500,35
0,25,18,2,35,2022,10,500,25
0,32,58,2,33,2022,10,500,20
0,43.22,5,2,35,2022,10,2000,35
1,45.3,18,2,27,2022,10,2500,30
0,49,18,2,40,2022,10,500,50
0,33.18,58,2,32,2022,10,500,35
0,54.57,58,2,26,2022,10,1000,50
0,40,5,2,30,2022,10,2000,60
0,28,18,2,45,2022,10,500,50
0,52.33,5,2,45,2022,10,9000,45
0,13,18,2,33,2022,10,300,30
1,29,18,2,49,2022,10,5000,50
0,33.37,58,2,24,2022,10,9000,25
0,33.37,58,2,24,2022,10,9000,25
1,10,18,2,36,2022,10,100,29
1,40,58,2,37,2022,10,2000,50
1,57.92,18,2,44,2022,10,10000,30
1,57.92,18,2,44,2022,10,11000,25
1,70.98,14,2,32,2022,10,7000,15
0,59.65,5,2,34,2022,10,3000,40
0,46.86,5,2,32,2022,10,2000,50
0,20,5,2,36,2022,10,300,30
0,33.87,29,2,23,2022,11,6000,60
1,30,18,2,34,2022,11,500,40
0,16.5,18,2,41,2022,11,1000,20
1,28,58,2,23,2022,11,500,30
0,32.67,18,2,27,2022,11,500,35
0,76,18,2,34,2022,11,1000,40
0,47.35,19,2,10,2022,11,10000,20
0,56.6,58,2,29,2022,11,2000,60
0,18,5,2,37,2022,11,1500,8
0,41.08,18,2,35,2022,11,1000,35
1,45.19,18,2,35,2022,11,300,30
0,38.77,58,2,35,2022,11,6000,20
0,36,18,2,21,2022,11,1000,35
0,13.22,18,2,44,2022,11,500,40
1,48,18,2,30,2022,11,500,35
1,40,58,2,33,2022,11,1000,35
1,18,18,2,35,2022,11,200,30
0,15,18,2,30,2022,11,200,25
0,56,18,2,17,2022,11,3000,30
0,27,18,2,46,2022,11,1000,30
0,78.8,18,2,27,2022,11,16000,10
1,35,18,2,28,2022,11,1000,43
0,30,14,2,35,2022,11,500,30
0,31.5,18,2,33,2022,11,1000,15
0,41.76,58,2,36,2022,11,1000,40
1,35,18,2,28,2022,11,1000,43
0,38.62,5,2,36,2022,11,10000,20
0,43,5,2,30,2022,11,1000,50
0,33,5,2,32,2022,11,200,23
1,33,18,2,32,2022,11,400,25
0,33,5,2,37,2022,11,300,30
0,38,18,2,27,2022,11,1000,45
0,30,18,2,31,2022,11,500,30
0,43.3,18,2,18,2022,11,3500,45
0,13.2,18,2,36,2022,11,300,25
0,33.87,29,2,23,2022,11,12000,20
0,33,18,2,30,2022,11,500,40
1,26,14,2,36,2022,11,300,30
1,55.37,18,2,35,2022,11,3000,55
1,15,18,2,35,2022,11,500,35
0,29,14,2,31,2022,11,500,36
0,36.72,18,2,27,2022,11,500,35
1,25,58,2,48,2022,11,2000,35
0,46,18,2,34,2022,11,2500,50
0,43,5,2,35,2022,11,2000,30
0,48.63,18,2,33,2022,11,5000,13
0,10,18,2,44,2022,11,100,15
0,33,5,2,47,2022,11,500,30
0,29.2,18,2,34,2022,11,1000,35
0,28,58,2,34,2022,11,1000,30
0,33,5,2,37,2022,11,500,25
1,36.36,18,2,35,2022,11,500,30
0,38.5,18,2,29,2022,11,2000,40
1,67.17,14,2,35,2022,11,2000,50
1,67.17,14,2,35,2022,11,2000,50
0,25,18,2,35,2022,11,1000,35
0,36.48,18,2,39,2022,11,12000,20
0,60,5,2,35,2022,11,12000,30
1,35.08,18,2,32,2022,11,1000,40
0,45.19,18,2,35,2022,11,500,40
0,33.19,18,2,39,2022,11,3000,40
0,53.78,58,2,32,2022,11,3000,50
1,36,58,2,31,2022,11,500,50
0,20,18,2,42,2022,11,200,30
0,43.16,5,2,35,2022,11,500,50
1,10,14,2,34,2022,11,300,30
0,16,5,2,36,2022,11,1000,50
1,33,18,2,40,2022,11,500,30
0,35.17,18,2,40,2022,11,12000,10
0,20,5,2,22,2022,11,500,30
0,10,18,2,36,2022,11,500,35
1,80.8,5,2,25,2022,11,10000,60
1,80.8,5,2,25,2022,11,10000,60
1,60,14,2,36,2022,11,2000,50
0,55.18,5,2,35,2022,11,2000,65
1,83.08,58,2,35,2022,11,13000,20
0,55.18,5,2,35,2022,11,2000,65
1,39.76,58,2,38,2022,12,3000,40
0,58.78,18,2,26,2022,12,12000,20
0,21.24,18,2,33,2022,12,300,25
0,21.53,5,2,27,2022,12,200,20
1,35.05,18,2,33,2022,12,1000,50
0,37.62,18,2,39,2022,12,3000,30
0,40.86,18,2,42,2022,12,1000,45
0,36.72,18,2,27,2022,12,500,30
0,30.5,18,2,33,2022,12,1000,40
0,41.87,18,2,35,2022,12,1000,40
0,12,18,2,30,2022,12,200,25
0,20.46,58,2,35,2022,12,300,28
0,20.42,5,2,36,2022,12,1500,35
0,39,18,2,30,2022,12,500,40
0,40,18,2,41,2022,12,2000,35
0,38,5,2,47,2022,12,500,50
0,62.75,18,2,27,2022,12,1000,60
0,17.1,18,2,42,2022,12,300,25
1,10,18,2,39,2022,12,300,30
0,49.68,18,2,41,2022,12,2000,50
0,43.37,18,2,33,2022,12,7000,40
2,36,5,2,44,2022,12,1000,40
0,58.42,5,2,38,2022,12,500,45
1,16,18,1,36,2022,12,500,35
0,35,18,2,35,2022,12,500,35
0,55.4,58,2,36,2022,12,5000,60
0,24,5,2,33,2022,12,500,25
1,18,14,2,37,2022,12,500,35
0,31.27,18,2,31,2022,12,500,40
0,35.94,58,2,36,2022,12,300,40
0,17,18,2,39,2022,12,300,30
0,36.8,18,2,37,2022,12,1000,50
0,36.36,18,2,39,2022,12,10000,5
1,43.5,18,2,38,2022,12,3000,30
0,52.97,18,2,38,2022,12,1000,40
1,15,18,2,37,2022,12,200,17
0,30.68,5,2,16,2022,12,2000,26
1,25,14,2,39,2022,12,200,10
0,38,5,2,37,2022,12,500,45
0,36,14,2,33,2022,12,1000,30
1,30,58,2,23,2022,12,500,40
0,47.35,19,2,10,2022,12,10000,15
1,40,58,2,31,2022,12,1000,30
2,33,5,2,24,2022,12,500,40
1,36.06,18,2,39,2022,12,12000,5
0,30,5,2,42,2022,12,2000,40
0,30,5,2,42,2022,12,2000,40
0,33.87,29,2,23,2022,12,6000,45
0,23,18,2,38,2022,12,300,30
0,23,18,2,33,2022,12,500,20
0,39,18,2,35,2022,12,500,40
0,39,18,2,35,2022,12,500,40
0,31.2,18,2,31,2022,12,500,35
0,31.2,18,2,31,2022,12,500,35
1,40,25,2,14,2022,1,18000,20
2,49.93,36,2,12,2022,1,10000,70
1,51.35,36,2,12,2022,1,14000,60
1,65,36,2,10,2022,1,20000,60
2,20,25,2,13,2022,1,500,40
2,50,36,2,11,2022,1,2000,85
1,54.37,25,2,13,2022,1,24000,6
1,25,25,2,13,2022,1,1000,55
1,54.5,36,2,12,2022,2,5000,90
1,111.58,36,2,12,2022,2,10000,120
2,35,25,2,13,2022,2,2000,50
2,51.4,36,2,12,2022,2,15750,32
2,30,36,2,11,2022,2,2000,60
2,63.33,36,2,12,2022,2,10000,80
1,59.4,36,2,11,2022,2,24000,20
1,72.9,25,2,13,2022,3,10000,65
1,57.4,25,2,13,2022,3,10000,65
1,25,25,2,13,2022,3,5000,35
1,55.7,36,2,12,2022,3,10000,70
1,82.16,37,2,5,2022,3,15000,130
2,100.78,25,2,13,2022,3,3000,120
2,50,36,2,12,2022,3,17000,30
2,50,36,2,10,2022,3,4000,75
1,90,25,2,13,2022,3,21000,21
1,55,36,2,12,2022,4,15000,39
3,25,25,2,13,2022,4,2000,53
3,60.21,25,2,13,2022,4,17000,44
1,25,25,2,13,2022,4,3000,43
1,25.95,36,2,11,2022,4,1000,50
1,25,36,2,11,2022,4,1000,55
2,50,36,2,12,2022,4,27000,10
1,25,36,2,10,2022,4,1000,50
1,25,36,2,11,2022,5,1000,60
2,56.1,36,2,12,2022,5,5000,90
1,50,25,2,13,2022,5,20000,50
1,57.95,25,2,10,2022,5,3000,90
3,25,25,2,13,2022,5,8000,30
2,42.9,36,2,12,2022,5,10000,45
2,42.9,36,2,12,2022,5,10000,45
1,25,36,2,11,2022,6,1000,56
2,90.16,36,2,12,2022,6,26000,45
1,100.35,25,2,13,2022,6,4000,115
3,60.21,25,2,13,2022,6,12000,44
3,60.21,25,2,13,2022,6,12000,44
2,35,25,2,13,2022,6,2000,50
1,98.76,36,2,12,2022,7,20000,65
1,98.76,36,2,12,2022,7,20000,65
2,50,36,2,11,2022,7,10000,70
1,73.52,36,2,12,2022,7,10000,100
1,63.31,36,2,12,2022,7,24000,25
1,55,25,2,13,2022,7,30000,10
1,52.01,25,2,13,2022,7,20000,40
2,52.8,36,2,10,2022,7,6000,85
1,58.8,36,2,12,2022,8,12000,20
1,63.2,25,2,13,2022,8,4000,80
1,60.98,36,2,12,2022,8,15000,50
1,54,25,2,13,2022,8,20000,40
3,25,25,2,13,2022,8,1000,60
1,100.47,25,2,13,2022,8,2000,68
1,54.37,25,2,13,2022,8,20000,30
1,52.8,36,2,12,2022,8,10000,70
2,30,36,2,11,2022,8,2000,50
1,62.8,36,2,12,2022,8,25000,25
1,63.2,25,2,13,2022,9,4000,80
1,65,36,2,12,2022,9,20000,35
1,50,36,2,12,2022,9,20000,40
2,30,36,2,11,2022,9,1000,50
1,63.7,36,2,12,2022,9,10000,70
1,49.5,25,2,13,2022,10,5000,80
1,54.5,36,2,12,2022,10,5000,95
3,107.47,25,2,13,2022,10,15000,115
2,70,25,2,12,2022,10,28000,10
1,50,36,2,12,2022,10,4000,85
1,65,25,2,13,2022,10,22000,25
1,50,36,2,12,2022,10,20000,30
1,30,36,2,10,2022,10,12000,10
1,55,36,1,11,2022,11,32000,15
1,56.7,36,2,12,2022,11,8000,80
1,91.75,36,2,12,2022,11,28000,30
2,58,36,2,12,2022,11,15000,40
2,75,36,2,12,2022,12,20000,35
1,24,36,2,11,2022,12,10000,10
1,52.68,25,2,13,2022,12,18000,25
1,91.75,36,2,12,2022,12,28000,43
2,45,36,2,12,2022,12,15000,50
2,59,36,2,12,2022,12,30000,15
1,25,25,2,13,2022,12,1000,55
1,26,12,1,13,2022,1,1000,42
1,20,12,2,16,2022,2,1000,45
1,99.87,12,2,16,2022,2,30000,50
1,70,12,1,16,2022,2,25000,30
1,25,12,2,16,2022,2,1000,50
1,30,12,2,16,2022,2,1000,55
1,53,12,2,16,2022,3,10000,60
2,20.04,12,2,15,2022,3,3000,35
1,23,12,2,14,2022,4,1000,50
1,24,12,2,16,2022,4,1000,40
1,20,12,2,16,2022,4,1000,45
1,30,12,2,15,2022,4,1000,45
2,89.79,12,2,16,2022,4,5000,100
2,92.67,12,2,16,2022,5,10000,70
1,60,12,2,9,2022,5,4000,30
1,60,12,2,12,2022,5,2000,65
1,109.5,12,1,14,2022,5,1000,180
1,24,12,2,16,2022,5,1000,50
1,33,12,2,16,2022,5,1000,42
1,42,12,2,16,2022,5,1000,50
1,98.03,12,2,16,2022,6,2000,150
1,52.3,12,2,12,2022,6,500,65
2,53,12,2,16,2022,6,20000,20
1,20,12,2,16,2022,6,1000,50
1,20,12,2,16,2022,7,1000,43
2,45,12,2,16,2022,7,13000,45
1,96.66,12,2,16,2022,7,5000,120
2,70,12,2,16,2022,7,14000,65
1,97.83,12,2,16,2022,8,22000,50
2,40,12,2,16,2022,8,15000,30
1,23.14,12,2,16,2022,8,1000,43
1,50,12,2,16,2022,8,14000,40
1,101.52,12,2,16,2022,8,30000,30
1,52,12,2,9,2022,8,10000,80
1,50,12,2,15,2022,8,7000,65
1,27.22,12,2,16,2022,8,7000,30
1,50,12,2,9,2022,8,10000,80
1,34,12,2,15,2022,9,10000,10
1,103.32,12,2,16,2022,9,20000,30
1,50.44,12,2,16,2022,9,15000,40
1,48,12,2,16,2022,9,7000,55
1,50,12,2,15,2022,10,21000,20
1,50,12,2,15,2022,10,21000,20
1,24,12,2,15,2022,10,3000,30
1,30,12,2,16,2022,10,5000,40
1,46.35,12,2,15,2022,10,10000,50
1,25,12,2,16,2022,11,1000,50
1,98.4,12,1,16,2022,11,13000,90
1,100.73,12,2,15,2022,11,25000,36
1,23,12,2,16,2022,11,1000,50
1,64,12,2,16,2022,11,8000,50
1,60,12,2,13,2022,11,8000,40
1,75.3,12,2,16,2022,12,11000,60
0,163.22,0,2,15,2022,6,10000,50
1,102,0,2,6,2022,7,500,35
1,28,0,2,8,2022,10,1000,40
0,40,14,2,28,2022,1,2000,35
0,40,14,2,35,2022,1,2000,35
0,46.2,14,2,34,2022,1,5000,30
0,42,14,2,28,2022,1,1000,40
0,28,14,2,34,2022,1,500,25
1,30,14,2,39,2022,1,500,30
0,31,14,2,30,2022,2,500,30
0,26.4,14,2,22,2022,2,500,38
0,23,16,2,34,2022,2,1000,25
0,82.58,16,2,35,2022,2,500,55
0,25,42,2,35,2022,2,1000,25
0,87.27,16,2,39,2022,2,5500,100
0,36,42,2,27,2022,2,1000,42
0,65.31,30,2,35,2022,2,500,30
0,43,42,2,27,2022,2,1000,45
0,71.76,14,2,28,2022,2,7000,80
0,71.76,14,2,28,2022,2,7000,80
2,23.1,16,2,23,2022,2,1000,45
0,51.01,16,2,31,2022,3,2000,40
0,56,16,2,27,2022,3,2000,50
0,49.92,42,2,36,2022,3,3000,60
0,49.92,42,2,36,2022,3,3000,60
0,27.63,42,2,38,2022,3,300,20
0,20,30,2,35,2022,3,500,30
0,54.36,16,2,35,2022,3,2000,55
0,55.37,16,2,34,2022,3,500,30
0,47.68,16,2,39,2022,3,1000,45
0,49.05,16,2,38,2022,3,12600,10
0,20,16,2,38,2022,3,300,30
0,21,42,2,36,2022,3,1000,35
2,33.1,16,2,23,2022,3,1000,50
0,44.82,14,2,40,2022,3,1000,40
0,45,14,2,30,2022,3,2000,50
0,45,14,2,30,2022,3,2000,50
2,23.1,16,2,23,2022,3,1000,45
0,40,14,2,35,2022,3,3000,10
2,23.1,16,2,23,2022,4,2000,40
0,40,42,2,36,2022,4,7000,3
0,30,16,2,33,2022,4,500,35
0,30,16,2,33,2022,4,500,35
0,82.71,14,2,35,2022,4,2000,60
0,50.42,14,2,40,2022,4,6000,50
0,50.42,14,2,40,2022,4,6000,50
0,25,16,2,35,2022,4,500,25
2,26.4,16,2,23,2022,4,1000,45
0,40,30,2,35,2022,4,3000,40
1,93.84,16,2,33,2022,4,19000,5
0,62.2,16,2,35,2022,4,500,40
0,33,16,2,36,2022,5,2000,50
0,55.84,14,2,37,2022,5,4000,50
0,33,16,2,36,2022,5,2000,50
0,55.84,14,2,37,2022,5,4000,50
0,66,42,2,27,2022,5,3000,48
0,22.4,14,2,22,2022,5,500,42
0,27,14,2,35,2022,5,100,35
0,27,14,2,35,2022,5,100,35
0,51.48,42,2,38,2022,5,2000,50
0,41.13,14,2,41,2022,5,1000,65
0,64.81,30,2,36,2022,5,3000,50
0,20,14,2,35,2022,6,500,35
0,31,16,2,35,2022,6,500,45
0,39,42,2,27,2022,6,1000,42
0,65.49,14,2,33,2022,6,4000,10
0,42.93,16,2,38,2022,6,3000,50
0,42.93,16,2,38,2022,6,3000,50
0,40,14,2,35,2022,6,1000,30
0,40,42,2,27,2022,6,1000,47
0,24,16,2,36,2022,6,300,20
0,45,16,2,33,2022,6,2500,35
0,18,14,2,37,2022,6,500,35
0,36,42,2,27,2022,6,2000,40
0,58.94,14,2,36,2022,7,1500,50
0,56.1,14,2,42,2022,7,1000,50
0,36.5,42,2,27,2022,7,1000,45
0,40,16,2,34,2022,7,3000,50
0,44.82,42,2,35,2022,7,7000,32
0,33,16,2,34,2022,7,3000,30
0,23.14,42,2,35,2022,7,500,25
0,33,30,2,33,2022,7,2000,50
0,56.05,14,2,35,2022,7,8000,50
0,18,14,2,36,2022,7,200,20
0,33,42,2,36,2022,7,2000,40
0,15,16,2,34,2022,7,5000,15
1,36.36,14,2,34,2022,7,2000,40
0,36,14,2,40,2022,7,5000,25
0,56.28,14,2,38,2022,7,1000,35
0,61.79,14,2,37,2022,7,5000,45
0,49,30,2,27,2022,7,10000,50
0,40,14,2,34,2022,7,1000,29
0,57.22,14,2,35,2022,8,8500,25
0,45,42,2,27,2022,8,1000,75
0,50.94,42,2,35,2022,8,4000,50
0,35,16,2,36,2022,8,1000,40
0,102.02,16,3,31,2022,8,4000,35
0,66.2,30,2,36,2022,8,5500,30
0,49.78,14,2,28,2022,8,10000,15
0,36,42,2,27,2022,8,3000,35
1,10,30,2,36,2022,8,3500,6
0,73.35,14,2,36,2022,8,5000,70
1,25,14,2,34,2022,8,1000,35
0,55,14,2,35,2022,8,2000,40
0,45,14,2,30,2022,8,1000,50
0,39,42,2,27,2022,9,1000,45
0,50.94,42,2,35,2022,9,4000,50
2,23.1,16,2,23,2022,9,8500,10
3,33,14,2,33,2022,9,1000,40
0,59.14,42,2,36,2022,9,5000,40
0,27.36,14,2,5,2022,9,1000,55
0,33.05,16,2,38,2022,9,500,30
0,32,14,2,28,2022,9,500,40
0,32,14,2,28,2022,9,500,40
0,59.2,30,2,35,2022,9,500,40
0,30,30,2,35,2022,9,500,40
0,39.6,14,2,34,2022,9,6000,45
2,23.1,16,2,23,2022,9,500,50
0,48.54,51,2,40,2022,9,3000,45
0,48.54,51,2,40,2022,9,3000,45
0,32.7,14,2,35,2022,9,1000,50
0,36,42,2,27,2022,9,500,40
2,25,16,2,23,2022,9,1000,45
0,49.52,14,2,38,2022,9,5000,60
0,49.52,14,2,38,2022,9,5000,60
0,40,14,2,35,2022,9,4000,30
0,73.35,14,2,36,2022,10,5000,70
0,73.35,14,2,36,2022,10,5000,70
1,62.2,14,2,39,2022,10,5000,70
0,58.3,42,2,36,2022,10,400,30
0,58.3,42,2,36,2022,10,300,30
0,101.5,16,2,31,2022,10,1000,60
0,24,16,2,34,2022,10,1000,35
1,43,14,2,35,2022,10,2000,45
0,30.9,14,2,35,2022,10,500,30
0,25,16,2,36,2022,10,500,30
0,47.8,16,2,38,2022,10,10000,40
0,55.67,16,2,36,2022,10,2000,55
1,56.4,30,2,36,2022,10,3000,55
1,56.4,30,2,36,2022,10,3000,55
0,20,14,2,35,2022,10,300,25
0,61.18,14,2,40,2022,10,3000,60
0,40,42,2,36,2022,11,1000,50
0,61.79,14,2,37,2022,11,2000,33
0,33,30,2,33,2022,11,500,30
0,33.05,16,2,36,2022,11,1000,50
0,39,14,2,34,2022,11,3000,45
0,39,14,2,34,2022,11,3000,45
0,39,14,2,34,2022,11,4000,40
0,39.47,42,2,26,2022,11,2000,30
2,33.1,16,2,23,2022,11,1000,60
0,36,42,2,27,2022,11,1000,35
0,36,42,2,27,2022,11,1000,35
0,33,42,2,36,2022,11,2000,40
0,33,42,2,36,2022,11,2000,40
0,20,16,2,34,2022,11,500,30
0,30,16,2,36,2022,11,1000,35
0,20,16,2,36,2022,11,300,15
2,23.14,16,2,23,2022,12,1000,48
0,12,14,2,12,2022,12,500,40
0,18,14,2,37,2022,12,500,35
2,23.1,16,2,23,2022,12,9000,10
0,42.93,16,2,38,2022,12,5000,30
0,45,14,2,30,2022,12,1000,50
0,36.5,42,2,27,2022,12,1000,40
0,15,16,2,37,2022,12,300,35
0,39,14,2,34,2022,12,4000,40
0,79.29,16,2,39,2022,12,1500,45
0,39,16,2,35,2022,12,500,60
0,30,3,2,32,2022,1,500,30
0,24,3,2,33,2022,2,500,30
0,16,3,2,32,2022,2,200,20
0,34.86,3,2,35,2022,2,1000,50
0,45.89,3,2,34,2022,2,6000,20
0,40,3,2,30,2022,2,500,35
0,41.13,3,2,34,2022,2,13000,19
0,56.4,3,2,27,2022,2,3000,55
0,40,3,2,30,2022,2,500,35
0,54.5,3,2,32,2022,2,300,35
0,49,3,2,32,2022,3,2500,45
0,48.72,3,2,35,2022,3,1000,75
0,41.94,3,2,34,2022,3,1000,45
0,61.62,23,2,32,2022,3,500,30
0,17,3,2,32,2022,4,200,20
1,43.54,3,2,43,2022,4,300,25
0,53.49,3,2,30,2022,4,1000,50
0,28,3,2,33,2022,4,500,30
0,24.9,3,2,35,2022,4,500,30
0,20,2,2,37,2022,4,300,30
0,33,3,2,35,2022,4,14000,21
0,23,3,2,35,2022,4,3500,30
0,39.32,3,2,29,2022,4,500,32
0,23.14,3,2,32,2022,4,300,25
0,47.04,2,2,36,2022,4,800,48
0,49.26,3,2,40,2022,4,5600,20
0,23.14,3,2,32,2022,4,100,25
0,49.8,3,2,24,2022,4,500,40
0,32,3,2,27,2022,4,500,43
0,31.75,3,2,34,2022,4,12000,10
0,52.5,3,2,32,2022,4,11000,8
0,40.03,3,2,34,2022,4,100,20
0,15,3,2,32,2022,5,100,27
0,22,3,2,33,2022,5,300,30
0,56.1,3,2,32,2022,5,4000,50
0,58.02,3,2,34,2022,5,2000,5
0,38.67,3,2,34,2022,5,500,34
0,38.67,3,2,34,2022,5,500,34
0,34,3,2,34,2022,5,2000,35
0,42.97,3,2,40,2022,6,500,50
0,43,3,2,34,2022,6,500,40
0,20.2,3,2,35,2022,6,500,30
0,61.64,3,2,35,2022,6,2000,70
0,23,3,2,35,2022,6,300,20
0,55.08,3,1,34,2022,6,3500,40
0,51.43,3,2,31,2022,6,1000,45
0,38.02,3,2,34,2022,6,3000,20
0,25.75,3,2,37,2022,6,500,30
0,49.59,3,2,32,2022,6,1000,50
0,23.1,3,2,27,2022,6,500,30
0,35,3,2,32,2022,6,1000,30
0,20,3,2,31,2022,7,200,20
0,22,3,2,33,2022,7,200,30
0,35.69,3,1,33,2022,7,1000,50
2,48,3,2,32,2022,7,1000,50
0,39.45,3,2,33,2022,7,1000,55
0,43.53,3,2,31,2022,7,9000,15
0,20.85,3,2,30,2022,7,200,25
0,43,3,2,31,2022,7,7500,10
0,25,3,2,32,2022,8,1000,18
0,19,3,2,32,2022,8,300,25
0,52.59,3,2,32,2022,8,1000,55
0,56,3,2,32,2022,8,8000,30
0,47.52,3,2,31,2022,8,2000,40
0,30,3,2,32,2022,8,300,40
0,50.6,23,2,36,2022,8,6500,10
0,18.64,3,2,34,2022,9,1000,20
0,27,3,2,36,2022,9,1000,32
0,28,3,2,50,2022,9,500,40
0,59.34,3,2,32,2022,9,2500,50
0,54.59,3,2,32,2022,9,1000,60
0,39.87,3,2,34,2022,9,500,40
0,58.53,3,2,35,2022,9,12000,25
0,19.8,3,2,29,2022,9,500,30
0,64.5,3,2,32,2022,9,3000,45
0,55.46,3,2,30,2022,9,1000,60
0,49.8,3,2,31,2022,10,1000,50
0,54.99,3,2,32,2022,10,5000,30
0,30,3,2,33,2022,10,1000,35
1,58.47,3,2,35,2022,10,2000,70
1,58.47,3,2,35,2022,10,2000,70
0,38.85,3,2,33,2022,10,1000,40
0,40,3,2,32,2022,10,4000,10
0,38,3,2,32,2022,10,500,40
0,30.57,3,2,32,2022,10,1000,35
0,56,3,2,32,2022,10,4500,40
0,15,3,2,32,2022,11,4000,25
0,41.13,3,2,34,2022,11,3000,45
0,15,3,2,32,2022,11,200,15
0,39.67,2,2,36,2022,11,500,42
0,37.24,2,2,28,2022,11,500,40
0,27,23,2,31,2022,11,500,40
0,50.64,3,2,33,2022,11,1000,40
0,56.73,3,2,32,2022,11,1000,45
0,55.37,3,2,29,2022,12,1000,35
0,55.37,3,2,29,2022,12,1000,35
0,34.86,3,2,35,2022,12,500,38
0,20,3,2,32,2022,12,1000,30
0,52.55,2,2,30,2022,12,1000,65
0,45,3,2,31,2022,12,500,35
0,30,23,2,30,2022,12,2000,30
0,54.06,3,2,31,2022,12,5000,30
0,19.8,3,2,36,2023,1,1000,43
0,10,51,2,23,2023,1,2000,40
0,20,14,2,15,2023,1,3000,40
1,26.4,25,2,22,2023,1,1500,45
1,45,3,2,25,2023,1,1000,45
0,76.75,3,2,34,2023,1,5500,60
0,62.45,25,2,40,2023,1,2000,30
0,77.23,25,2,21,2023,1,13000,60
0,19.46,14,2,36,2023,1,5000,20
3,26,23,2,23,2023,1,1000,45
0,33,14,2,23,2023,1,2500,47
0,50,42,2,14,2023,1,1000,65
3,26,23,2,23,2023,1,1000,45
0,33,51,2,32,2023,1,2000,29
0,20,51,2,26,2023,1,500,40
0,33.19,3,2,32,2023,1,500,40
1,23,14,2,10,2023,1,2000,55
0,33.5,51,2,28,2023,1,500,38
0,40,14,2,31,2023,1,1500,60
1,33,51,2,35,2023,1,1000,40
1,20,25,2,30,2023,1,100,45
0,40,51,2,34,2023,1,1000,75
0,40,51,2,34,2023,1,1000,75
1,66,3,2,36,2023,1,5000,60
0,23,3,2,31,2023,1,500,35
0,20,14,2,30,2023,1,3000,45
0,64.96,51,2,23,2023,1,8000,50
0,26,51,2,35,2023,1,500,40
0,59.34,51,2,27,2023,1,3000,60
1,23.14,51,2,30,2023,1,500,50
0,20,14,2,15,2023,1,1000,50
0,26,51,2,32,2023,1,1000,50
0,29.7,3,2,34,2023,1,400,46
0,62.56,14,2,31,2023,1,5000,50
1,26.4,3,2,31,2023,1,1000,55
1,30,51,2,23,2023,2,5000,40
0,26.4,3,1,23,2023,2,3000,35
1,23.1,25,2,22,2023,2,1000,45
1,36.3,3,2,31,2023,2,1000,68
0,36.3,3,2,34,2023,2,1000,55
0,33,51,2,34,2023,2,1000,45
0,40.9,14,2,23,2023,2,1000,50
1,39,42,2,33,2023,2,2000,65
0,10,14,2,30,2023,2,500,45
0,49,14,2,34,2023,2,1500,75
1,67.72,51,2,27,2023,2,3000,60
0,46.08,42,2,19,2023,2,3000,46
0,23.1,14,2,34,2023,2,500,40
0,25,51,2,23,2023,2,1000,40
1,58.5,51,2,33,2023,2,1000,65
0,23,3,2,32,2023,2,500,25
3,42.33,23,2,17,2023,2,9000,22
1,59.76,51,2,33,2023,2,13000,25
3,42.33,23,2,17,2023,2,9000,22
1,19,3,2,34,2023,2,200,27
0,45,3,2,38,2023,2,3000,55
