road_condition,contract_area_m2,contract_period,building_age,contract_year,contract_month,갈현동,고등동,금광동,금토동,단대동,도촌동,복정동,사송동,산성동,상대원동,상적동,성남동,수진동,시흥동,신촌동,신흥동,심곡동,양지동,여수동,오야동,은행동,중앙동,창곡동,태평동,하대원동,deposit
0.0,0.41696675850487774,2,0.7697675581169028,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.32225666304203626
0.0,0.9755687179972374,4,0.6790799080288398,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4305291728675932
0.0,-0.7053385482377624,2,-0.13710894276372812,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.5439234155624194
0.0,0.5781706116551844,2,-0.5905471932040436,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.43565090573686244
0.0,0.37003399113200397,1,-2.0415495946130533,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.971891721995378
0.0,-1.3710696506464648,2,-2.132237244701116,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.7604684352135332
0.0,0.739884603581283,2,1.2232058085572184,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.43565090573686244
0.0,0.4378824483123544,2,-0.04642129267566503,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6470741925187071
0.0,-0.7078892421167229,2,-0.4998595431159805,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.5439234155624194
0.0,0.4378824483123544,2,-0.04642129267566503,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6470741925187071
0.0,-0.8736843442491583,2,1.5859564089094706,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.6738504273530878
0.0,0.7868173709541568,1,-0.5905471932040436,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.21910588608574852
0.0,0.7204993301011828,2,0.22564165758852425,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10571164339092234
0.0,-0.10592548668203419,2,0.951142858293029,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10571164339092234
0.0,-0.3793598705066047,2,1.3138934586452815,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.9770134548646472
0.0,-0.09572271116619185,2,0.22564165758852425,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10571164339092234
1.0,7.658386680873868,2,0.6790799080288398,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1884367416464918
0.0,0.3996220401279462,2,1.4045811087333444,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.11083337626019156
0.0,-1.1160002627504102,2,0.5883922579407767,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.8687409450390902
1.0,2.1999017798982994,1,-1.95086194452499,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.142755543997795
0.0,0.7511076566487095,2,0.40701695776465047,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1884367416464918
1.0,0.749067101545541,2,-0.6812348432921067,2022,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.971891721995378
