road_condition,contract_area_m2,contract_period,building_age,Galhyeon,Godeung,Geumgwang,Geumto,Dandae,Dochon,Bokjeong,Sasong,Sanseong,Sangdaewon,Sangjeok,Seongnam,Sujin,Siheung,Sinchon,Sinhung,Simgok,Yangji,Yeosu,Oya,Eunhaeng,Jungang,Changok,Taepyeong,Hadaewon,deposit
0.0,0.07179781734635268,0.3333333333333333,0.5883922579407767,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3000
1.0,0.5641872487076394,0.3333333333333333,0.31632930767658735,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18000
0.0,0.173654987555045,0.3333333333333333,-0.4998595431159805,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6000
0.0,0.1917001723147616,0.3333333333333333,0.5883922579407767,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16000
0.0,0.1869136511583381,0.3333333333333333,0.8604552082049659,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13000
1.0,0.4759716637947539,0.3333333333333333,-2.0415495946130533,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,50000
1.0,0.203379283936435,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,30100
2.0,0.03111238751675282,0.3333333333333333,-1.5881113441727377,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4500
0.0,0.14091518284510815,0.3333333333333333,1.3138934586452815,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5000
1.0,0.21539345203905802,0.3333333333333333,-0.5905471932040436,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18500
1.0,0.21539345203905802,0.3333333333333333,-0.5905471932040436,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18500
0.0,0.06844725253685621,0.3333333333333333,-0.5905471932040436,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12000
1.0,0.23760291020486313,0.3333333333333333,-1.4974236940846746,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20000
1.0,0.07179781734635268,0.3333333333333333,-0.4998595431159805,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11000
0.0,0.4136511583381199,0.3333333333333333,-0.31848424293985433,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,28000
0.0,0.4136511583381199,0.3333333333333333,-0.31848424293985433,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,28000
1.0,0.15316867700555237,0.3333333333333333,0.49770460785271353,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7000
1.0,0.2775224966494352,0.3333333333333333,-0.4998595431159805,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20000
1.0,0.2775224966494352,0.3333333333333333,-0.4998595431159805,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20000
0.0,0.19146084625694046,0.3333333333333333,-0.04642129267566503,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13000
0.0,0.17068734443806238,0.3333333333333333,0.8604552082049659,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15000
1.0,0.23932605782117555,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,30000
2.0,0.1850947731188972,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,26000
1.0,0.18945050737124258,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,27000
0.0,0.2503350564809496,0.3333333333333333,-0.5905471932040436,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20000
0.0,0.02871912693854107,0.3333333333333333,0.13495400750046116,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3500
1.0,0.19146084625694046,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,23000
1.0,0.23932605782117555,0.3333333333333333,-0.5905471932040436,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,21000
0.0,0.21539345203905802,0.3333333333333333,-0.5905471932040436,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15000
0.0,0.21122917863296958,0.3333333333333333,-2.0415495946130533,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,24000
0.0,0.24717595251771013,0.3333333333333333,0.5883922579407767,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18000
0.0,0.14359563469270534,0.3333333333333333,0.22564165758852425,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13000
1.0,0.09573042312847022,0.3333333333333333,-0.4998595431159805,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11000
1.0,0.2084529963622439,0.3333333333333333,-2.0415495946130533,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,25000
0.0,0.10673942178824428,0.3333333333333333,0.04426635741239807,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10000
1.0,0.22075435573425234,0.3333333333333333,0.49770460785271353,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16000
1.0,0.23453953666475208,0.3333333333333333,-2.0415495946130533,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,28000
0.0,0.10654796094198735,0.3333333333333333,1.5859564089094706,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9000
0.0,0.10654796094198735,0.3333333333333333,1.5859564089094706,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9000
2.0,0.023932605782117554,0.3333333333333333,-2.3136125448772424,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9000
2.0,0.19146084625694046,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,26000
1.0,0.11008998659774075,0.3333333333333333,0.22564165758852425,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15000
0.0,0.22956155466207162,0.3333333333333333,-0.31848424293985433,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,17000
0.0,0.21883974727168293,0.3333333333333333,-0.7719224933801698,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10000
0.0,0.047865211564235115,0.3333333333333333,-0.04642129267566503,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3000
1.0,0.17183610951560405,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,24000
0.0,0.09573042312847022,0.3333333333333333,0.5883922579407767,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6500
1.0,0.32203714340417383,0.3333333333333333,0.5883922579407767,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7000
0.0,0.11032931265556192,0.3333333333333333,-0.13710894276372812,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8000
1.0,0.20615546620716063,0.3333333333333333,1.1325181584691553,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20500
1.0,0.20615546620716063,0.3333333333333333,1.1325181584691553,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20500
0.0,0.05447061076009956,0.3333333333333333,0.49770460785271353,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5800
0.0,0.1675282404748229,0.3333333333333333,0.22564165758852425,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20000
0.0,0.07179781734635268,0.3333333333333333,0.5883922579407767,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3000
1.0,0.35898908673176333,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,38000
1.0,0.22975301550832855,0.3333333333333333,-2.0415495946130533,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,28000
0.0,0.21070266130576298,0.3333333333333333,0.04426635741239807,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16000
3.0,0.5073712425808923,0.3333333333333333,-0.4998595431159805,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,21000
0.0,0.11032931265556192,0.3333333333333333,-0.4998595431159805,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13000
0.0,0.25727551215776373,0.3333333333333333,0.49770460785271353,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13000
0.0,0.17327206586253113,0.3333333333333333,0.6790799080288398,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15000
0.0,0.1930403982385602,0.3333333333333333,0.49770460785271353,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16000
1.0,0.09429446678154316,0.3333333333333333,-0.8626101434682328,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7000
0.0,0.13880911353628184,0.3333333333333333,-0.13710894276372812,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8500
0.0,0.14196821749952132,0.3333333333333333,0.13495400750046116,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11000
0.0,0.10166570936243538,0.3333333333333333,0.40701695776465047,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16500
1.0,0.24679303082519627,0.3333333333333333,-0.6812348432921067,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,22000
0.0,0.09573042312847022,0.3333333333333333,0.49770460785271353,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4000
1.0,0.26325866360329314,0.3333333333333333,-2.0415495946130533,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,28000
0.0,0.2645988895270917,0.3333333333333333,0.13495400750046116,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10000
1.0,0.22975301550832855,0.3333333333333333,-2.0415495946130533,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,25000
0.0,0.1723147616312464,0.3333333333333333,-0.13710894276372812,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16000
1.0,0.27876699215010525,0.3333333333333333,0.04426635741239807,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16000
1.0,0.21539345203905802,0.3333333333333333,-0.5905471932040436,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16500
1.0,0.30049779820026806,0.3333333333333333,0.49770460785271353,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18000
0.0,0.09573042312847022,0.3333333333333333,-0.4998595431159805,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10000
1.0,0.30049779820026806,0.3333333333333333,0.49770460785271353,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18000
0.0,0.16637947539728123,0.3333333333333333,0.951142858293029,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12000
0.0,0.15781160252728316,0.3333333333333333,-0.04642129267566503,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9920
0.0,0.24066628374497417,0.3333333333333333,-0.8626101434682328,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16000
1.0,0.22233390771587214,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,27000
1.0,0.2521539345203906,0.3333333333333333,1.2232058085572184,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13000
0.0,0.15781160252728316,0.3333333333333333,0.7697675581169028,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11000
0.0,0.40934328929733865,0.3333333333333333,-1.6787989942608008,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16000
1.0,0.5310645223051886,0.3333333333333333,-0.4091718930279174,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,27000
0.0,0.26325866360329314,0.3333333333333333,0.7697675581169028,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16000
0.0,0.26402450698832086,0.3333333333333333,0.951142858293029,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,19000
1.0,0.23932605782117555,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,25000
0.0,0.1890675856787287,0.3333333333333333,0.49770460785271353,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16000
1.0,0.2201799731954815,0.3333333333333333,-0.7719224933801698,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,17000
0.0,0.23932605782117555,0.3333333333333333,1.1325181584691553,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,17000
0.0,0.11008998659774075,0.3333333333333333,0.6790799080288398,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7500
0.0,0.22195098602335822,0.3333333333333333,-0.04642129267566503,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13000
0.0,0.2840321654221712,0.3333333333333333,-2.132237244701116,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18000
0.0,0.1420160827110856,0.3333333333333333,-0.4998595431159805,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15000
0.0,0.2156327780968792,0.3333333333333333,-0.4998595431159805,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12000
0.0,0.1964388282596209,0.3333333333333333,0.5883922579407767,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15000
1.0,0.23453953666475208,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,27000
1.0,0.2440168485544706,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,25000
1.0,0.2440168485544706,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,25000
0.0,0.14359563469270534,0.3333333333333333,-0.13710894276372812,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15000
0.0,0.12196055906567105,0.3333333333333333,-2.0415495946130533,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,18400
0.0,0.06461803561171742,0.3333333333333333,0.951142858293029,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12600
0.0,0.29848745931457016,0.3333333333333333,0.40701695776465047,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,14000
0.0,0.07658433850277618,0.3333333333333333,-0.13710894276372812,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8000
0.0,0.2200363775607888,0.3333333333333333,0.22564165758852425,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12000
1.0,0.2871912693854107,0.3333333333333333,-2.0415495946130533,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,35000
0.0,0.18930691173654987,0.3333333333333333,0.7697675581169028,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,17600
1.0,0.047051502967643107,0.3333333333333333,-1.4067360439966115,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6000
0.0,0.19146084625694046,0.3333333333333333,-0.5905471932040436,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13000
2.0,0.2536856212904461,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,30000
0.0,0.22108941221520195,0.3333333333333333,-0.4998595431159805,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9000
1.0,0.23932605782117555,0.3333333333333333,-2.0415495946130533,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,27000
0.0,0.4342810645223052,0.3333333333333333,-2.132237244701116,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,30000
3.0,0.19624736741336396,0.3333333333333333,0.22564165758852425,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20000
0.0,0.21759525177101285,0.5,-0.04642129267566503,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,19000
0.0,0.08137085965919968,0.3333333333333333,-0.4998595431159805,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6000
0.0,0.3718169634309784,0.3333333333333333,-0.5905471932040436,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20500
0.0,0.3718169634309784,0.3333333333333333,-0.5905471932040436,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20500
0.0,0.15795519816197587,0.3333333333333333,0.31632930767658735,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12000
0.0,0.11008998659774075,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13000
2.0,0.10530346544131725,0.3333333333333333,0.22564165758852425,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11000
0.0,0.12617269768332376,0.3333333333333333,-0.4998595431159805,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13000
1.0,0.2871912693854107,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,33000
0.0,0.1675282404748229,0.3333333333333333,0.04426635741239807,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,13650
0.0,0.047865211564235115,0.3333333333333333,-0.7719224933801698,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4000
1.0,0.23453953666475208,0.3333333333333333,-1.95086194452499,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,30000
2.0,0.1115259429446678,0.3333333333333333,0.13495400750046116,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12000
2.0,0.27091709745357073,0.3333333333333333,0.13495400750046116,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,16530
0.0,0.07658433850277618,0.3333333333333333,-0.13710894276372812,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6000
1.0,0.2488991001340226,0.3333333333333333,-0.4091718930279174,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15300
0.0,0.30064139383496075,0.3333333333333333,0.7697675581169028,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16000
0.0,0.11008998659774075,0.3333333333333333,0.49770460785271353,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5000
1.0,0.25703618609994255,0.3333333333333333,0.31632930767658735,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9000
0.0,0.1875837641202374,0.3333333333333333,0.8604552082049659,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15000
2.0,0.15532261152594296,0.3333333333333333,0.40701695776465047,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12000
0.0,0.31112387516752826,0.3333333333333333,-0.4998595431159805,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12000
0.0,0.31112387516752826,0.3333333333333333,-0.4998595431159805,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12000
0.0,0.1244495500670113,0.3333333333333333,0.40701695776465047,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8500
1.0,0.047865211564235115,0.3333333333333333,-0.4091718930279174,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8500
1.0,0.13880911353628184,0.3333333333333333,0.5883922579407767,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10000
0.0,0.22022783840704574,0.3333333333333333,-0.2277965928517912,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12000
0.0,0.07179781734635268,0.3333333333333333,0.8604552082049659,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3500
1.0,0.2846544131725062,0.3333333333333333,0.31632930767658735,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18000
0.0,0.07179781734635268,0.3333333333333333,0.8604552082049659,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3500
0.0,0.18140915182845108,0.3333333333333333,0.49770460785271353,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8500
0.0,0.3140915182845108,0.3333333333333333,-2.0415495946130533,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20000
0.0,0.20237411449358605,0.3333333333333333,0.951142858293029,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12000
0.0,0.21635075627034273,0.3333333333333333,0.6790799080288398,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11000
0.0,0.19184376794945432,0.3333333333333333,1.0418305083810921,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25000
0.0,0.10051694428489374,0.3333333333333333,0.8604552082049659,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16000
0.0,0.14838215584912884,0.3333333333333333,-1.6787989942608008,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12000
0.0,0.09573042312847022,0.3333333333333333,0.6790799080288398,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5000
0.0,0.14838215584912884,0.3333333333333333,-1.6787989942608008,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12000
0.0,0.16106643691365113,0.3333333333333333,0.7697675581169028,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15500
0.0,0.25019146084625693,0.3333333333333333,-0.13710894276372812,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15000
1.0,0.09573042312847022,0.3333333333333333,0.04426635741239807,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10000
3.0,0.25727551215776373,0.3333333333333333,0.49770460785271353,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16000
0.0,0.125406854298296,0.3333333333333333,0.6790799080288398,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4000
0.0,0.18949837258280683,0.3333333333333333,0.6790799080288398,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9000
0.0,0.14359563469270534,0.3333333333333333,-0.04642129267566503,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6000
0.0,0.2201799731954815,0.3333333333333333,0.8604552082049659,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17000
1.0,0.3461612100325483,0.3333333333333333,0.13495400750046116,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24000
