시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
경기도 성남시중원구 성남동,3***,8m미만,25,월세,202401,1,"2,000",20,1988,원터로93번길,-,-,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,32.08,월세,202401,2,500,40,1996,제일로43번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,23.13,월세,202401,2,500,40,2002,제일로35번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,30,전세,202401,2,"7,500",0,1991,제일로63번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,65.7,월세,202401,2,"2,000",70,1989,광명로110번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,44.19,월세,202401,3,"1,000",40,,광명로142번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,19.83,월세,202401,3,500,58,,,-,-,-,,,단독다가구
경기도 성남시중원구 성남동,3***,25m이상,80.1,월세,202401,3,"3,000",85,1989,둔촌대로,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,45,월세,202401,3,"1,000",65,1997,제일로63번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,60.66,월세,202401,3,"5,000",60,1988,원터로99번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,24,월세,202401,6,300,25,2014,광명로142번길,-,-,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,19.8,월세,202401,6,500,35,1990,둔촌대로101번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,29.25,전세,202401,6,"10,000",0,1991,제일로33번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,30,월세,202401,6,"2,000",35,1991,제일로63번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,25m이상,20,월세,202401,8,"3,000",50,2011,둔촌대로,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,83.06,전세,202401,8,"25,000",0,2004,원터로69번길,-,-,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,50,월세,202401,8,"1,000",60,1994,제일로63번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,83.06,월세,202401,8,"14,500",50,2004,원터로69번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,26,월세,202401,8,"3,000",50,,둔촌대로113번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,35,월세,202401,9,"2,000",55,,,-,-,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,39.66,전세,202401,9,"18,000",0,1988,제일로73번길,-,-,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,39.66,전세,202401,9,"18,000",0,1988,제일로73번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,35,월세,202401,9,"2,000",55,1991,원터로99번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,12m미만,30,월세,202401,9,500,47,1988,광명로100번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,12m미만,42,전세,202401,10,"5,000",0,1989,원터로105번길,-,-,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,60.35,월세,202401,11,"7,000",50,,제일로35번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,60.35,월세,202401,11,"7,000",50,,,-,-,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,59.34,월세,202401,11,"4,000",70,1997,제일로73번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,39,월세,202401,12,"1,000",45,,성남대로1147번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,12m미만,58.36,전세,202401,13,"28,000",0,2017,둔촌대로52번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,22,월세,202401,13,"1,000",45,2002,광명로32번길,-,-,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,35.48,전세,202401,15,"18,000",0,,광명로32번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,10,월세,202401,15,0,35,1989,원터로93번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,16,월세,202401,15,500,37,1988,제일로43번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,50.05,전세,202401,15,"12,000",0,1991,광명로142번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,8m미만,17,월세,202401,16,"3,000",42,2009,둔촌대로113번길,202403~202503,갱신,-,"3,000",40,단독다가구
경기도 성남시중원구 성남동,2***,-,48,월세,202401,16,"1,000",50,,광명로134번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,8m미만,25,월세,202401,18,"1,000",40,2009,둔촌대로113번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,92.13,전세,202401,18,"27,000",0,1983,원터로75번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,57.3,전세,202401,19,"25,000",0,,둔촌대로52번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,60,월세,202401,19,"1,000",70,1990,제일로63번길,202401~202506,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,41.81,전세,202401,19,"15,000",0,1993,광명로42번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,12m미만,57.3,전세,202401,19,"25,000",0,2017,둔촌대로52번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,58.9,월세,202401,19,"26,000",30,,둔촌대로64번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,18,월세,202401,20,"6,000",15,,둔촌대로151번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,42.2,월세,202401,20,"1,000",60,,성남대로1151번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,57.36,전세,202401,20,"18,000",0,,,-,-,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,33.05,전세,202401,20,"9,000",0,1997,제일로43번길,202401~202601,갱신,-,"9,000",0,단독다가구
경기도 성남시중원구 성남동,2***,12m미만,57.36,전세,202401,20,"18,000",0,1988,원터로,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,60,월세,202401,20,"3,000",70,1998,원터로105번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,23.1,월세,202401,20,500,35,1990,둔촌대로151번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,49.49,월세,202401,21,"5,000",77,1984,둔촌대로113번길,202401~202601,갱신,-,"5,000",70,단독다가구
경기도 성남시중원구 성남동,3***,-,25,전세,202401,22,"6,000",0,,제일로53번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,43.68,월세,202401,22,"8,000",13,,제일로35번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,25m이상,36,월세,202401,22,"1,000",50,1990,산성대로,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,8m미만,27.22,월세,202401,22,0,25,1985,둔촌대로63번길,-,-,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,43.68,전세,202401,22,"8,000",0,1995,제일로35번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,36,월세,202401,24,"1,000",55,,제일로35번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,35,월세,202401,24,"4,000",60,2001,둔촌대로101번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,38.63,전세,202401,25,"5,000",0,,광명로142번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,8m미만,50.88,전세,202401,25,"13,000",0,1991,둔촌대로113번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,27,월세,202401,25,500,48,1996,제일로53번길,202402~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,40,월세,202401,26,500,55,,광명로100번길,202401~202501,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,23.1,월세,202401,27,"1,000",60,1993,광명로42번길,202403~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,23.1,월세,202401,29,"1,000",40,,제일로43번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,12m미만,57.3,월세,202401,29,"27,500",11,2017,둔촌대로64번길,202402~202602,갱신,-,"26,250",0,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,58.32,월세,202401,30,"2,000",80,1987,광명로134번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,*,-,50,월세,202401,30,"4,000",50,,,202401~202701,갱신,-,"1,000",65,단독다가구
경기도 성남시중원구 성남동,4***,-,25,전세,202401,31,"4,500",0,,성남대로1147번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,44.16,전세,202401,31,"13,000",0,,둔촌대로151번길,202404~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,33,월세,202401,31,"1,000",55,,제일로35번길,202401~202601,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,55.89,전세,202401,31,"14,000",0,1990,둔촌대로101번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,22,월세,202401,31,"1,000",40,,둔촌대로113번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,36.36,월세,202402,1,"1,000",50,,제일로35번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,42,전세,202402,1,"25,000",0,,둔촌대로64번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,39.39,전세,202402,2,"11,000",0,,제일로63번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,39.39,전세,202402,2,"11,000",0,1993,제일로63번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,19.8,전세,202402,3,"5,200",0,1985,둔촌대로101번길,-,-,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,50,월세,202402,3,"3,000",65,2007,제일로63번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,26,전세,202402,6,"8,000",0,,둔촌대로101번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,23,월세,202402,6,300,31,1987,원터로105번길,202402~202602,-,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,33,월세,202402,6,"2,000",50,,시민로,202402~202502,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,19.83,월세,202402,7,"4,000",35,,성남대로1148번길,202403~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,19.83,월세,202402,7,"4,000",35,,성남대로1148번길,202403~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,8m미만,23.1,월세,202402,7,"2,000",60,2001,둔촌대로69번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,16,월세,202402,8,100,26,,원터로93번길,202403~202503,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,49.2,월세,202402,8,"9,000",20,,둔촌대로135번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,12m미만,74,전세,202402,8,"35,000",0,,둔촌대로64번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,30,월세,202402,8,"1,000",37,,성남대로1139번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,33,월세,202402,13,500,35,,광명로134번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,33,월세,202402,13,"2,000",70,,제일로53번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,42.97,월세,202402,14,"2,000",55,,둔촌대로151번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,39.7,전세,202402,14,"12,000",0,,제일로33번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,35,전세,202402,14,"9,500",0,,제일로63번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,162.39,전세,202402,14,"8,000",0,,제일로35번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,35,전세,202402,16,"7,000",0,,성남대로1151번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,50,월세,202402,16,200,57,,제일로53번길,202402~202508,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,26.45,전세,202402,16,"10,000",0,,둔촌대로113번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,19.8,월세,202402,17,"2,000",45,,시민로,202403~202503,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,60,월세,202402,17,"3,000",60,,원터로105번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,18.94,월세,202402,17,"1,000",46,,둔촌대로101번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,50,월세,202402,19,"5,000",80,,둔촌대로63번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,23.1,월세,202402,19,"4,000",40,,시민로,202402~202502,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,52.32,전세,202402,20,"15,000",0,,원터로75번길,202402~202602,갱신,-,"13,000",0,단독다가구
경기도 성남시중원구 성남동,3***,-,29,월세,202402,21,"5,000",25,,광명로82번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,40.66,전세,202402,21,"13,000",0,,둔촌대로69번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,20,월세,202402,22,"1,000",50,,둔촌대로113번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,32,월세,202402,22,500,40,,성남대로1139번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,12m미만,60,월세,202402,22,"16,000",50,,둔촌대로52번길,202402~202602,갱신,-,"16,000",50,단독다가구
경기도 성남시중원구 성남동,3***,-,62.02,월세,202402,22,"10,000",70,,둔촌대로113번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,39,월세,202402,23,900,60,,광명로116번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,51.56,전세,202402,23,"16,000",0,,제일로43번길,202403~202603,갱신,-,"13,000",0,단독다가구
경기도 성남시중원구 성남동,2***,-,28,월세,202402,23,500,45,,광명로100번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,69.04,전세,202402,23,"26,200",0,,둔촌대로52번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,33.1,월세,202402,24,"1,000",40,,제일로33번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,25,월세,202402,24,"1,000",40,,제일로43번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,29,전세,202402,24,"6,000",0,,둔촌대로101번길,202404~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,20,월세,202402,24,"2,000",40,,시민로,202402~202502,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,55.94,전세,202402,26,"25,000",0,,둔촌대로52번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,32.4,월세,202402,26,"2,000",45,,시민로,202403~202503,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,54.79,월세,202402,26,"1,000",70,,제일로63번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,42,월세,202402,26,"1,000",55,,제일로35번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,35,월세,202402,26,"1,000",40,,제일로35번길,202402~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,48.68,전세,202402,27,"18,000",0,,제일로35번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,122.02,월세,202402,27,"5,000",100,,광명로134번길,202405~202605,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,36,월세,202402,27,500,40,,제일로35번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,29.7,월세,202402,27,"1,000",45,,제일로33번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,33,월세,202402,27,"3,000",60,,둔촌대로113번길,202404~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,41.5,전세,202402,28,"10,000",0,,성남대로1139번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,25m이상,19,월세,202402,28,"5,000",40,,둔촌대로,202403~202602,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,61.77,전세,202402,29,"15,000",0,,둔촌대로151번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,22,월세,202402,29,300,30,,광명로110번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,50,전세,202402,29,"12,000",0,,제일로63번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,29.56,월세,202402,29,"1,000",40,,둔촌대로101번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,20,월세,202403,1,100,26,,원터로93번길,202403~202503,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,60,월세,202403,1,"1,000",40,,원터로75번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,17,월세,202403,1,"3,000",35,,제일로73번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,25,월세,202403,1,"1,000",45,,광명로42번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,52.1,전세,202403,2,"25,000",0,,둔촌대로52번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,47.94,월세,202403,2,500,50,,광명로142번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,45,월세,202403,4,"2,000",60,,제일로35번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,20,월세,202403,5,500,40,,광명로134번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,50.76,월세,202403,5,800,55,,광명로142번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,8m미만,48,월세,202403,5,"3,500",60,,성남대로1155번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,20,월세,202403,6,500,38,,제일로35번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,12m미만,64.52,전세,202403,6,"33,000",0,,둔촌대로52번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,59.85,전세,202403,7,"13,000",0,,광명로142번길,202405~202605,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,52.22,전세,202403,7,"19,000",0,,광명로116번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,59.34,월세,202403,7,"1,000",155,,광명로134번길,202404~202504,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,45,월세,202403,7,"1,000",55,,광명로148번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,60,전세,202403,8,"28,000",0,,둔촌대로52번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,54.55,전세,202403,8,"10,000",0,,광명로94번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,48,전세,202403,8,"16,000",0,,둔촌대로101번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,12m미만,50.48,전세,202403,8,"20,000",0,,둔촌대로52번길,202405~202605,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,54.55,전세,202403,8,"10,000",0,,광명로94번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,39,전세,202403,9,"8,000",0,,제일로63번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,27.13,전세,202403,9,"12,300",0,,산성대로58번길,202404~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,25m이상,36.36,월세,202403,9,500,50,,둔촌대로,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,23.1,전세,202403,9,"5,500",0,,제일로35번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,47,전세,202403,10,"23,000",0,,둔촌대로52번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,50,전세,202403,10,"25,000",0,,둔촌대로64번길,202404~202604,갱신,-,"25,000",0,단독다가구
경기도 성남시중원구 성남동,4***,-,103.46,월세,202403,11,"30,000",40,,둔촌대로52번길,202405~202605,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,12m미만,51,전세,202403,11,"26,000",0,,둔촌대로52번길,202405~202605,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,12m미만,103.46,월세,202403,11,"30,000",40,,둔촌대로52번길,202405~202605,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,36.38,월세,202403,12,"1,000",50,,원터로99번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,42.93,전세,202403,12,"12,000",0,,광명로82번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,42.93,전세,202403,12,"12,100",0,,광명로82번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,30,전세,202403,12,"7,000",0,,광명로82번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,36.36,월세,202403,12,"2,000",45,,제일로35번길,202404~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,50,월세,202403,12,"3,000",70,,광명로116번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,12m미만,39.32,전세,202403,12,"12,000",0,,광명로100번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,38,월세,202403,13,"5,000",40,,둔촌대로101번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,18,전세,202403,15,"9,000",0,,둔촌대로151번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,12m미만,44.75,전세,202403,15,"23,000",0,,둔촌대로52번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,12m미만,44.75,전세,202403,15,"23,000",0,,둔촌대로52번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,8m미만,18,월세,202403,16,"1,000",55,,둔촌대로151번길,-,-,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,60.35,월세,202403,16,"10,000",45,,제일로35번길,202406~202605,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,62,월세,202403,18,"5,000",60,,원터로75번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,12m미만,15.67,월세,202403,18,300,37,,제일로63번길,202404~202504,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,25m이상,26,월세,202403,18,"1,000",45,,산성대로,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,23,월세,202403,19,500,40,,광명로42번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,68.74,월세,202403,19,"1,000",70,,원터로99번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,-,49.5,월세,202403,20,0,35,,시민로,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,58.31,전세,202403,20,"25,000",0,,광명로32번길,202403~202603,갱신,-,"25,000",0,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,45,월세,202403,21,"4,000",55,,성남대로1140번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,56.83,월세,202403,22,"15,000",20,,제일로63번길,202405~202605,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,35.3,전세,202403,23,"10,500",0,,산성대로68번길,202405~202605,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,20,월세,202403,23,"1,000",50,,광명로94번길,202403~202503,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,25,월세,202403,23,"1,000",40,,제일로43번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,35,전세,202403,23,"7,000",0,,제일로35번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,8m미만,52,전세,202403,24,"12,000",0,,성남대로1147번길,202404~202604,갱신,-,"12,000",0,단독다가구
경기도 성남시중원구 성남동,4***,-,49.5,전세,202403,25,"13,125",0,,둔촌대로135번길,202404~202604,갱신,-,"12,500",0,단독다가구
경기도 성남시중원구 성남동,4***,8m미만,35,월세,202403,25,"1,000",48,,둔촌대로127번길,202404~202604,갱신,-,"1,000",45,단독다가구
경기도 성남시중원구 성남동,4***,-,66,월세,202403,26,"4,000",25,,산성대로68번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,8m미만,30,월세,202403,26,"1,000",47,,둔촌대로127번길,202403~202603,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,49.37,전세,202403,26,"13,000",0,,둔촌대로151번길,202405~202605,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,-,75.46,월세,202403,27,"5,000",70,,성남대로1151번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,12m미만,20,월세,202403,27,500,30,,광명로94번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,29.7,월세,202403,27,"1,000",50,,광명로134번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,8m미만,22,월세,202403,28,500,35,,둔촌대로113번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,3***,-,16.52,월세,202403,29,"4,000",25,,둔촌대로113번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,12m미만,35,월세,202403,30,"4,000",30,,둔촌대로69번길,202404~202604,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,12m미만,58.55,전세,202403,30,"25,000",0,,둔촌대로52번길,202406~202606,신규,-,,,단독다가구
경기도 성남시중원구 성남동,4***,8m미만,48,월세,202404,1,"10,000",20,,둔촌대로151번길,202404~202503,갱신,-,"8,000",10,단독다가구
경기도 성남시중원구 성남동,2***,8m미만,10,월세,202404,1,"1,000",30,,시민로65번길,202404~202604,갱신,-,0,30,단독다가구
