road_condition,contract_area_m2,deposit,contract_period,building_age,district_score,monthly_rent_bill
0.0,0.1495303268585029,-0.3433918265443516,0.3333333333333333,2.4570924249417736,-0.9772174309787046,45
1.0,0.212521783482807,1.997864775400516,0.3333333333333333,3.378597828041747,0.32208005474909746,35
0.0,0.1700174267862456,0.2556459848308425,0.3333333333333333,2.969039871108425,-1.1829196965805522,50
0.0,0.1678922089514175,0.2556459848308425,0.3333333333333333,2.969039871108425,-1.1829196965805522,50
0.0,0.0416542695626301,-1.3826368142463297,0.3333333333333333,2.969039871108425,-1.1829196965805522,30
0.0,0.063756535044842,-1.1345529347870609,0.3333333333333333,2.969039871108425,-1.1829196965805522,35
0.0,0.0702171972627194,1.0478427405455988,0.1666666666666666,2.7642608926417647,-0.050324320905155547,42
3.0,0.0425043566965614,-0.9419981829800028,0.3333333333333333,2.559481914175104,-1.2830888246784629,40
2.0,0.1551409019424491,-0.3433918265443516,0.3333333333333333,2.559481914175104,0.8921195549472184,55
2.0,0.3054363072214902,1.6472261817325184,0.3333333333333333,2.4570924249417736,-0.6376361205580875,40
0.0,0.0481149317805075,0.2556459848308425,0.3333333333333333,2.4570924249417736,-1.2830888246784629,65
0.0,0.0722574063841543,-0.3433918265443516,0.3333333333333333,2.4570924249417736,-1.2830888246784629,40
0.0,0.144387299698219,-0.9419981829800028,0.3333333333333333,2.4570924249417736,-1.2830888246784629,40
0.0,0.1214774514387724,0.2556459848308425,0.3333333333333333,2.4570924249417736,-1.2830888246784629,25
0.0,0.196625154078293,-0.9419981829800028,0.3333333333333333,2.4570924249417736,-1.2830888246784629,40
0.0,0.0986951162494155,-0.8597259037427745,0.3333333333333333,2.4570924249417736,-1.2830888246784629,17
0.0,0.0846686785395503,-1.3826368142463297,0.3333333333333333,2.4570924249417736,-1.2830888246784629,30
0.0,0.0589535427381306,0.0069875490741453,0.3333333333333333,2.4570924249417736,-1.2830888246784629,50
0.0,0.0850087133931228,-0.9419981829800028,0.3333333333333333,2.4570924249417736,-1.1829196965805522,40
0.0,0.0850087133931228,-0.9419981829800028,0.3333333333333333,2.4570924249417736,-1.1829196965805522,40
0.0,0.0127513070089684,-0.9419981829800028,0.3333333333333333,2.4570924249417736,-1.1829196965805522,30
0.0,0.2075912781060059,0.0069875490741453,0.3333333333333333,2.4570924249417736,-1.1829196965805522,50
0.0,0.2550261401793684,-0.9419981829800028,0.3333333333333333,2.4570924249417736,-1.1829196965805522,45
0.0,0.0425043566965614,-1.3826368142463297,0.3333333333333333,2.4570924249417736,-1.1829196965805522,33
2.0,0.063756535044842,-0.9419981829800028,0.3333333333333333,2.4570924249417736,-1.1829196965805522,40
0.0,0.1203723381646618,1.8741125553977391,0.3333333333333333,2.4570924249417736,-1.1829196965805522,20
0.0,0.0127513070089684,-0.9419981829800028,0.3333333333333333,2.4570924249417736,-1.1829196965805522,35
0.0,0.0425043566965614,-1.3826368142463297,0.3333333333333333,2.4570924249417736,-0.9772174309787046,30
0.0,0.1183321290432269,-0.9419981829800028,0.3333333333333333,2.4570924249417736,-0.9772174309787046,35
0.0,0.1927147532622093,-0.3433918265443516,0.3333333333333333,2.4570924249417736,-0.9772174309787046,50
0.0,0.1927147532622093,-0.3433918265443516,0.3333333333333333,2.4570924249417736,-0.9772174309787046,50
0.0,0.1105113274110596,-0.3433918265443516,0.3333333333333333,2.4570924249417736,-0.9772174309787046,30
