road_condition,contract_area_m2,contract_period,building_age,district_score,deposit
1.0,0.1914608462569404,0.1666666666666666,2.9462711602304172,0.37246595137227795,17000
1.0,0.1914608462569404,0.3333333333333333,2.9462711602304172,0.37246595137227795,21000
1.0,0.1914608462569404,0.3333333333333333,2.9462711602304172,0.37246595137227795,22000
0.0,0.2084529963622439,0.3333333333333333,2.2207699595259123,-1.7661011272370066,15000
0.0,0.1420160827110856,0.3333333333333333,2.2207699595259123,-1.4037185218129151,9000
1.0,0.1445050737124258,0.3333333333333333,2.13008230943785,-1.3593987927550748,8000
0.0,0.1579551981619758,0.3333333333333333,2.13008230943785,-0.6161216992750511,11500
1.0,0.0928585104346161,0.3333333333333333,2.13008230943785,-1.3593987927550748,10000
1.0,0.1005169442848937,0.3333333333333333,2.13008230943785,-1.3593987927550748,4000
0.0,0.1103771778671261,0.3333333333333333,2.13008230943785,-0.6161216992750511,12000
0.0,0.1103771778671261,0.3333333333333333,2.13008230943785,-0.6161216992750511,12000
0.0,0.0320218265364732,0.3333333333333333,2.13008230943785,-0.6161216992750511,2800
0.0,0.3049013976641777,0.3333333333333333,2.13008230943785,-0.6161216992750511,9500
1.0,0.1446008041355543,0.3333333333333333,2.13008230943785,-1.4037185218129151,12500
0.0,0.2952326249282022,0.3333333333333333,2.13008230943785,-1.4037185218129151,21500
0.0,0.1878709553896228,0.3333333333333333,2.13008230943785,-1.4037185218129151,18000
0.0,0.1878709553896228,0.3333333333333333,2.13008230943785,-1.4037185218129151,18000
0.0,0.1111430212521539,0.3333333333333333,2.13008230943785,-1.4037185218129151,11000
0.0,0.0530346544131725,0.3333333333333333,2.13008230943785,-1.4037185218129151,4000
0.0,0.1663794753972812,0.3333333333333333,2.13008230943785,-1.4037185218129151,15000
0.0,0.1467547386559448,0.3333333333333333,2.13008230943785,-1.4037185218129151,6000
0.0,0.1230135937200842,0.3333333333333333,2.13008230943785,-1.4037185218129151,12000
0.0,0.2364541451273214,0.3333333333333333,2.13008230943785,-1.4037185218129151,3000
0.0,0.3619567298487459,0.3333333333333333,2.13008230943785,-1.4037185218129151,19000
0.0,0.1369423702852766,0.3333333333333333,2.13008230943785,-1.4037185218129151,9500
0.0,0.2345874018763162,0.3333333333333333,2.13008230943785,-1.4037185218129151,13000
0.0,0.0788818686578594,0.3333333333333333,2.13008230943785,-1.7661011272370066,9000
0.0,0.0941508711468504,0.3333333333333333,2.13008230943785,-1.7661011272370066,6500
0.0,0.1910779245644265,0.3333333333333333,2.13008230943785,-1.7661011272370066,10000
0.0,0.1355542791499138,0.3333333333333333,2.13008230943785,-1.7661011272370066,8400
1.0,0.1196630289105877,0.3333333333333333,2.13008230943785,-1.7661011272370066,7000
0.0,0.1603484587401876,0.3333333333333333,2.13008230943785,-1.7661011272370066,12000
0.0,0.1910779245644265,0.3333333333333333,2.13008230943785,-1.7661011272370066,10000
1.0,0.1584338502776182,0.3333333333333333,2.13008230943785,-1.7661011272370066,12000
0.0,0.1464675473865594,0.3333333333333333,2.13008230943785,-1.7661011272370066,12000
0.0,0.1914608462569404,0.3333333333333333,2.13008230943785,-1.4136056647838144,8000
0.0,0.1457974344246601,0.3333333333333333,2.13008230943785,-1.4136056647838144,12600
0.0,0.1348841661880145,0.3333333333333333,2.13008230943785,-1.4136056647838144,10000
0.0,0.160635650009573,0.3333333333333333,2.13008230943785,-1.4136056647838144,5000
0.0,0.240044035994639,0.3333333333333333,2.13008230943785,-1.4136056647838144,8000
0.0,0.2211372774267662,0.3333333333333333,2.13008230943785,-1.4136056647838144,15000
0.0,0.1513019337545471,0.3333333333333333,2.13008230943785,-1.4136056647838144,8000
0.0,0.1390005743825387,0.3333333333333333,2.13008230943785,-1.4136056647838144,4000
0.0,0.1908864637181696,0.3333333333333333,2.13008230943785,-1.4136056647838144,12000
0.0,0.0861573808156231,0.3333333333333333,2.13008230943785,-1.4136056647838144,3000
0.0,0.0717978173463526,0.3333333333333333,2.13008230943785,-1.4136056647838144,4000
0.0,0.1416810262301359,0.3333333333333333,2.13008230943785,-1.4136056647838144,10000
0.0,0.1989756844725253,0.3333333333333333,2.13008230943785,-1.4136056647838144,8000
0.0,0.1989756844725253,0.3333333333333333,2.13008230943785,-1.4136056647838144,6000
0.0,0.1435956346927053,0.3333333333333333,2.13008230943785,-1.4037185218129151,12000
0.0,0.1776278001148765,0.3333333333333333,2.13008230943785,-1.4037185218129151,9000
0.0,0.2385123492245836,0.3333333333333333,2.13008230943785,-1.4037185218129151,9000
0.0,0.2385123492245836,0.3333333333333333,2.13008230943785,-1.4037185218129151,9000
1.0,0.0811793988129427,0.3333333333333333,2.13008230943785,-1.4037185218129151,4000
0.0,0.1546524985640436,0.3333333333333333,2.13008230943785,-1.4037185218129151,8000
0.0,0.2211372774267662,0.3333333333333333,2.13008230943785,-1.4037185218129151,9500
0.0,0.0830940072755121,0.3333333333333333,2.13008230943785,-1.4037185218129151,8000
0.0,0.2116599655370477,0.3333333333333333,2.13008230943785,-1.4037185218129151,8500
1.0,0.2138617652690024,0.3333333333333333,2.13008230943785,-1.4037185218129151,18160
1.0,0.2138617652690024,0.3333333333333333,2.13008230943785,-1.4037185218129151,18160
0.0,0.1907907332950411,0.3333333333333333,2.13008230943785,-1.4037185218129151,8200
0.0,0.0654796094198736,0.3333333333333333,2.13008230943785,-1.4037185218129151,8000
0.0,0.0945337928393643,0.3333333333333333,2.13008230943785,-1.4037185218129151,4000
1.0,0.1261726976833237,0.1666666666666666,2.13008230943785,-1.7661011272370066,9000
0.0,0.2144840130193375,0.3333333333333333,2.13008230943785,-1.7661011272370066,15000
0.0,0.1106643691365115,0.3333333333333333,2.13008230943785,-1.7661011272370066,5000
0.0,0.1052077350181887,0.3333333333333333,2.13008230943785,-1.7661011272370066,8500
0.0,0.0957304231284702,0.3333333333333333,2.13008230943785,-1.4136056647838144,5000
0.0,0.14455293892399,0.3333333333333333,2.13008230943785,-1.4136056647838144,8000
0.0,0.1182749377752249,0.3333333333333333,2.13008230943785,-1.4136056647838144,8500
0.0,0.2008902929350947,0.3333333333333333,2.13008230943785,-1.4136056647838144,8000
0.0,0.1370859659199693,0.3333333333333333,2.13008230943785,-1.4136056647838144,15000
0.0,0.1370859659199693,0.3333333333333333,2.13008230943785,-1.4136056647838144,15000
0.0,0.2041929925330269,0.3333333333333333,2.13008230943785,-1.4136056647838144,15000
0.0,0.0622247750335056,0.3333333333333333,2.13008230943785,-1.4136056647838144,5970
0.0,0.1989756844725253,0.3333333333333333,2.13008230943785,-1.4136056647838144,20000
0.0,0.1986406279915757,0.3333333333333333,2.039394659349786,-1.3593987927550748,12000
0.0,0.4623779437105111,0.3333333333333333,2.039394659349786,-1.3593987927550748,10000
0.0,0.1409151828451081,0.3333333333333333,2.039394659349786,-1.3593987927550748,11000
0.0,0.0934328929733869,0.3333333333333333,2.039394659349786,-0.6161216992750511,22000
0.0,0.2250622247750335,0.3333333333333333,2.039394659349786,-0.6161216992750511,16000
0.0,0.1247367413363967,0.3333333333333333,2.039394659349786,-1.4037185218129151,3000
0.0,0.089986597740762,0.3333333333333333,2.039394659349786,-1.4037185218129151,8000
0.0,0.2480375263258663,0.3333333333333333,2.039394659349786,-1.7661011272370066,17000
0.0,0.2100325483438637,0.3333333333333333,2.039394659349786,-1.7661011272370066,12000
0.0,0.2100325483438637,0.3333333333333333,2.039394659349786,-1.7661011272370066,12000
0.0,0.1431648477886272,0.3333333333333333,2.039394659349786,-1.7661011272370066,8000
1.0,0.2973865594485927,0.3333333333333333,2.039394659349786,-1.7661011272370066,15000
0.0,0.1100899865977407,0.3333333333333333,2.039394659349786,-1.7661011272370066,11000
0.0,0.2480375263258663,0.3333333333333333,2.039394659349786,-1.7661011272370066,17000
0.0,0.1894983725828068,0.3333333333333333,2.039394659349786,-1.7661011272370066,9500
0.0,0.1578116025272831,0.3333333333333333,2.039394659349786,-1.4136056647838144,8000
0.0,0.1442178824430404,0.3333333333333333,2.039394659349786,-1.4037185218129151,10000
0.0,0.1569021635075627,0.3333333333333333,2.039394659349786,-1.4037185218129151,4000
0.0,0.1442178824430404,0.3333333333333333,2.039394659349786,-1.4037185218129151,10000
0.0,0.1556098027953283,0.3333333333333333,2.039394659349786,-1.4037185218129151,15000
0.0,0.0478652115642351,0.3333333333333333,2.039394659349786,-1.4037185218129151,3000
0.0,0.0478652115642351,0.3333333333333333,2.039394659349786,-1.4037185218129151,3000
0.0,0.1331610185717021,0.3333333333333333,2.039394659349786,-1.4037185218129151,8000
0.0,0.2310932414321271,0.3333333333333333,2.039394659349786,-1.7661011272370066,10000
2.0,0.1394792264981811,0.3333333333333333,2.039394659349786,-1.7661011272370066,10000
0.0,0.2698640627991575,0.3333333333333333,2.039394659349786,-1.7661011272370066,11000
0.0,0.1245931457017039,0.3333333333333333,2.039394659349786,-1.4136056647838144,7000
0.0,0.1100899865977407,0.3333333333333333,1.9487070092617231,0.15850051045481142,1000
0.0,0.0957304231284702,0.3333333333333333,1.9487070092617231,-0.6161216992750511,10000
0.0,0.1292360712234348,0.3333333333333333,1.9487070092617231,0.15850051045481142,9000
0.0,0.0939115450890293,0.3333333333333333,1.9487070092617231,-1.3593987927550748,10000
0.0,0.1350756270342714,0.3333333333333333,1.9487070092617231,-1.4037185218129151,13000
3.0,0.3024602718744016,0.3333333333333333,1.9487070092617231,-1.4037185218129151,31000
0.0,0.1499138426191843,0.3333333333333333,1.9487070092617231,-1.4037185218129151,10500
0.0,0.0877847980088072,0.3333333333333333,1.9487070092617231,-1.4037185218129151,12000
0.0,0.1100899865977407,0.3333333333333333,1.9487070092617231,-1.7661011272370066,10000
0.0,0.1165517901589125,0.3333333333333333,1.9487070092617231,-1.7661011272370066,6000
3.0,0.3031782500478652,0.5,1.9487070092617231,-1.7661011272370066,20000
0.0,0.0850564809496458,0.3333333333333333,1.9487070092617231,-1.7661011272370066,15000
0.0,0.1336396706873444,0.3333333333333333,1.9487070092617231,-1.7661011272370066,12000
2.0,0.1602048631054949,0.3333333333333333,1.9487070092617231,-1.7661011272370066,10000
2.0,0.1602048631054949,0.3333333333333333,1.9487070092617231,-1.7661011272370066,12000
0.0,0.1435956346927053,0.3333333333333333,1.9487070092617231,-1.4136056647838144,9000
0.0,0.1910779245644265,0.3333333333333333,1.9487070092617231,-1.4037185218129151,7000
0.0,0.1420160827110856,0.3333333333333333,1.9487070092617231,-1.4037185218129151,12000
0.0,0.083476928968026,0.3333333333333333,1.9487070092617231,-1.7661011272370066,11500
0.0,0.1100899865977407,0.3333333333333333,1.9487070092617231,-1.7661011272370066,10000
2.0,0.1602048631054949,0.3333333333333333,1.9487070092617231,-1.7661011272370066,12000
0.0,0.2109898525751483,0.3333333333333333,1.9487070092617231,-1.7661011272370066,12500
0.0,0.0929542408577445,0.3333333333333333,1.9487070092617231,-1.7661011272370066,9000
0.0,0.2116599655370477,0.3333333333333333,1.9487070092617231,-1.7661011272370066,10500
0.0,0.1831322994447635,0.3333333333333333,1.9487070092617231,-1.7661011272370066,14000
0.0,0.1831322994447635,0.3333333333333333,1.9487070092617231,-1.7661011272370066,14000
0.0,0.2424372965728508,0.3333333333333333,1.85801935917366,-1.3593987927550748,18000
0.0,0.031160252728317,0.3333333333333333,1.85801935917366,-1.3593987927550748,6000
0.0,0.0430786904078116,0.3333333333333333,1.85801935917366,-1.3593987927550748,5000
0.0,0.1675282404748229,0.3333333333333333,1.85801935917366,-1.3593987927550748,13000
0.0,0.229035037334865,0.3333333333333333,1.85801935917366,-1.3593987927550748,25000
0.0,0.2057246793030825,0.3333333333333333,1.85801935917366,-0.5750319214471774,6000
0.0,0.0947731188971855,0.3333333333333333,1.85801935917366,-0.6161216992750511,10000
1.0,0.0957304231284702,0.3333333333333333,1.85801935917366,-1.4037185218129151,9000
0.0,0.1835152211372774,0.3333333333333333,1.85801935917366,-1.4037185218129151,10000
