시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
경기도 성남시수정구 신흥동,5***,-,35.06,전세,202201,3,"9,000",0,1994,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,-,39.4,전세,202201,3,"12,000",0,1991,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,25.16,월세,202201,3,400,40,1986,시민로155번길,202201~202401,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,86.36,전세,202201,3,"13,500",0,1991,수정로170번길,202201~202401,갱신,-,"13,500",0,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,39.4,전세,202201,3,"12,000",0,1991,탄리로42번길,202201~202401,갱신,-,"8,500",0,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,36.36,전세,202201,3,"18,000",0,1989,시민로175번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,37.07,전세,202201,4,"9,000",0,1980,탄리로16번길,202201~202401,갱신,사용,"9,000",0,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,35.29,월세,202201,4,200,23,1990,산성대로283번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,-,37.2,전세,202201,5,"12,000",0,1990,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,39.3,전세,202201,5,"13,500",0,1993,산성대로269번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,105.5,월세,202201,5,300,45,1990,산성대로295번길,202201~202701,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,-,31.72,월세,202201,6,"10,000",25,1988,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,44.05,월세,202201,6,"4,000",25,1989,수정남로152번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,31.72,월세,202201,6,"10,000",25,1988,수정로228번길,202201~202401,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,43.34,전세,202201,7,"8,000",0,1990,수정로228번길,202201~202401,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,38.76,전세,202201,8,"6,500",0,1988,탄리로42번길,202201~202401,갱신,사용,"6,500",0,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,40.97,월세,202201,8,"3,000",30,1989,탄리로30번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,30.04,전세,202201,8,"11,000",0,1993,탄리로30번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,12m미만,73.09,전세,202201,8,"27,000",0,,수정남로,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,39.66,월세,202201,8,"2,000",60,1989,시민로175번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,70.2,전세,202201,8,"15,000",0,1987,공원로367번길,202201~202401,-,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,12m미만,35,월세,202201,8,"1,000",45,1994,공원로339번길,-,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,34.56,전세,202201,10,"5,300",0,1989,산성대로215번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,37.87,월세,202201,10,300,30,1990,산성대로215번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,34.69,월세,202201,10,"1,000",45,1989,수정남로132번길,202201~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,25.8,전세,202201,10,"7,875",0,1990,수정로228번길,202201~202401,갱신,사용,"7,500",0,단독다가구
경기도 성남시수정구 신흥동,2***,12m미만,72.65,월세,202201,10,"6,000",70,2003,공원로349번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,30,전세,202201,10,"4,000",0,1989,시민로142번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,30,전세,202201,10,"2,000",0,1990,산성대로269번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,39.23,전세,202201,10,"11,000",0,1987,산성대로255번길,202202~202402,갱신,-,"9,000",0,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,39.71,전세,202201,10,"15,000",0,1988,수정남로150번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,37.26,월세,202201,11,"4,000",20,1991,탄리로30번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,-,35.92,전세,202201,12,"8,400",0,1990,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,30.09,월세,202201,12,300,27,1996,탄리로30번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,21.32,월세,202201,12,"2,000",65,1972,수정로220번길,202203~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,58,월세,202201,12,"2,000",40,1991,시민로156번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,39.93,월세,202201,13,"1,000",38,,수정로220번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,-,55.41,월세,202201,14,500,50,1979,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,36.3,전세,202201,14,"11,000",0,1993,탄리로12번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,46.64,월세,202201,14,500,45,1994,수정로154번길,202201~202401,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,36.3,전세,202201,14,"11,000",0,1993,탄리로12번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,35.4,전세,202201,14,"13,000",0,1991,수정로154번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,28.93,월세,202201,14,"1,000",50,1974,수정남로152번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,1**,8m미만,71.82,월세,202201,14,"1,000",70,1990,수정로257번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,-,29.64,전세,202201,15,"9,000",0,1976,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,-,16.5,월세,202201,15,"1,000",45,2012,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,36.46,월세,202201,15,500,30,1987,산성대로215번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,-,46.68,전세,202201,17,"15,000",0,1990,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,38.51,전세,202201,17,"12,000",0,1997,탄리로,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,32.87,월세,202201,17,500,30,1989,산성대로225번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,32.76,전세,202201,17,"6,500",0,1989,수정남로132번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,107.2,전세,202201,18,"4,200",0,2003,수정남로146번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,18,월세,202201,18,500,40,1988,공원로333번길,202201~202301,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,25m미만,16.5,월세,202201,19,"4,000",25,2012,시민로,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,35.7,월세,202201,19,500,30,1990,산성대로225번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,33.56,전세,202201,20,"7,000",0,1995,탄리로16번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,35.82,월세,202201,20,500,47,1986,수정남로152번길,202201~202401,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,35.82,월세,202201,20,500,47,1986,수정남로152번길,202201~202401,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,-,32.68,전세,202201,21,"12,000",0,1988,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,29.2,월세,202201,21,500,45,1973,산성대로225번길,202201~202401,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,32.68,월세,202201,21,"1,600",17,1988,시민로164번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,32.68,전세,202201,21,"12,000",0,1988,시민로164번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,-,25,월세,202201,22,500,37,2001,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,21.68,전세,202201,22,"2,000",0,1991,탄리로42번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,41.36,전세,202201,22,"8,000",0,1991,탄리로42번길,202201~202401,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,8*,8m미만,46.6,전세,202201,22,"13,000",0,1988,수정로257번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,35.46,월세,202201,22,"2,000",21,1988,산성대로255번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,12m미만,33,월세,202201,22,"4,000",35,1994,공원로339번길,202202~202402,갱신,-,"4,000",25,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,31.85,전세,202201,22,"11,000",0,1990,수정로228번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,12m미만,65.15,월세,202201,22,"12,500",20,2003,공원로349번길,-,갱신,-,"12,500",15,단독다가구
경기도 성남시수정구 신흥동,4***,-,33.79,전세,202201,24,"10,000",0,1990,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,1*,-,36.08,월세,202201,24,300,20,,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,33.79,전세,202201,24,"10,000",0,1990,시민로145번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,41.16,월세,202201,24,800,35,1990,수정남로164번길,-,갱신,-,800,40,단독다가구
경기도 성남시수정구 신흥동,2***,-,26,월세,202201,25,"5,000",20,1977,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,23.76,전세,202201,25,"7,000",0,,시민로150번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,23.76,전세,202201,25,"7,000",0,,시민로150번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,-,35.4,전세,202201,26,"10,000",0,1987,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,37.28,전세,202201,26,"8,400",0,1991,수정남로88번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,31.5,월세,202201,26,800,50,1984,시민로175번길,202202~202302,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,39,월세,202201,26,500,30,1990,수정로228번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,-,32.74,전세,202201,27,"4,000",0,1991,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,45,월세,202201,27,0,50,1991,산성대로295번길,202201~202401,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,12m미만,45,월세,202201,27,300,50,1992,산성대로295번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,12m미만,21.95,월세,202201,29,"1,000",30,,수정남로,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,31.19,월세,202201,29,"1,000",45,1989,수정남로152번길,202201~202401,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,-,16.5,월세,202202,3,"3,000",35,2012,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,31.17,월세,202202,3,500,40,1979,수정로188번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,37.52,월세,202202,4,500,40,1980,수정남로132번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,32.2,전세,202202,5,"6,000",0,1990,수정남로176번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,38.33,전세,202202,7,"7,000",0,1997,탄리로52번길,202202~202402,갱신,사용,"7,000",0,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,41.3,전세,202202,7,"5,500",0,1991,시민로145번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,17.8,월세,202202,7,300,30,2002,시민로145번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,35.88,월세,202202,7,"1,000",45,1992,수정로220번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,44.78,전세,202202,7,"10,000",0,1995,수정로220번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,42.87,월세,202202,7,500,30,1994,수정로228번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,-,39.04,전세,202202,8,"12,000",0,1991,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,-,19.8,월세,202202,8,300,35,2002,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,12m미만,135.01,월세,202202,8,"4,500",70,1981,공원로339번길,202204~202404,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,40.6,전세,202202,9,"2,000",0,1991,탄리로,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,42.82,전세,202202,9,"6,000",0,1990,수정남로150번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,37.1,전세,202202,9,"12,000",0,1991,산성대로269번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,37.06,전세,202202,10,"10,000",0,1984,산성대로225번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,37.77,월세,202202,10,200,20,1991,수정남로152번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,36.45,전세,202202,11,"3,000",0,1998,수정로154번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,29.2,월세,202202,11,300,30,1997,탄리로30번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,30,월세,202202,11,500,55,1984,수정로188번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,18,월세,202202,11,"4,000",35,2018,산성대로269번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,40.38,전세,202202,11,"13,000",0,1990,수정남로150번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,41.62,전세,202202,12,"8,000",0,1990,탄리로16번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,16.5,월세,202202,12,500,35,1989,시민로163번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,35.44,월세,202202,12,500,36,1984,탄리로30번길,202203~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,29,월세,202202,12,"1,000",40,1985,산성대로255번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,25m미만,26,전세,202202,14,"7,000",0,,시민로,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,55.81,월세,202202,14,"1,000",40,1994,수정로170번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,36.72,전세,202202,14,"10,000",0,1989,수정남로152번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,27,월세,202202,14,"1,000",40,1972,산성대로255번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,-,37.06,전세,202202,15,"10,000",0,1984,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,46,월세,202202,15,"1,000",60,1979,탄리로8번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,36.66,월세,202202,15,500,35,1988,시민로145번길,202204~202404,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,1**,8m미만,96.03,전세,202202,15,"34,000",0,2004,수정로257번길,202204~202404,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,40.79,월세,202202,15,500,30,1991,수정로228번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,40,월세,202202,15,500,40,2006,산성대로269번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,40.14,전세,202202,15,"1,500",0,1988,산성대로255번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,40.79,월세,202202,15,500,30,1991,수정로228번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,50.68,월세,202202,16,"1,000",50,2004,시민로139번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,-,42.74,전세,202202,17,"9,450",0,1995,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,29.5,월세,202202,17,"1,000",50,1984,시민로175번길,202202~202302,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,39.43,월세,202202,17,500,40,1992,산성대로225번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,-,43.94,월세,202202,18,"1,000",40,,공원로367번길,202204~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,-,44.01,전세,202202,18,"9,500",0,1989,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,33,월세,202202,18,100,40,,탄리로16번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,33,월세,202202,18,0,35,,탄리로16번길,202208~202308,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3*,25m이상,44.01,월세,202202,18,190,16,1987,수정로,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,43.94,월세,202202,18,"1,000",35,1993,공원로367번길,202204~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,42.4,전세,202202,19,"11,000",0,1984,탄리로52번길,202202~202402,갱신,사용,"11,000",0,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,29.7,월세,202202,19,500,30,2001,시민로133번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,38.75,전세,202202,19,"10,000",0,1991,수정로220번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,24.26,월세,202202,19,500,36,1992,산성대로255번길,202203~202303,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,35,월세,202202,19,"11,000",10,1990,수정남로176번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,24.71,전세,202202,19,"4,000",0,1987,산성대로283번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,16,월세,202202,19,200,23,1991,시민로150번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,38.75,전세,202202,19,"10,000",0,1991,수정로220번길,202202~202402,갱신,-,"8,000",0,단독다가구
경기도 성남시수정구 신흥동,6***,-,35.68,월세,202202,20,"1,000",30,1990,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,39,전세,202202,20,"3,150",0,1995,산성대로225번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,5*,8m미만,52,월세,202202,20,"9,000",10,2001,수정로257번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,25m미만,16.5,월세,202202,21,"3,000",35,2012,시민로,202202~202302,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,41.59,전세,202202,21,"10,000",0,,공원로391번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,37.25,전세,202202,21,"7,000",0,1990,수정로228번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,21,전세,202202,21,"5,500",0,1993,수정남로150번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,32.85,전세,202202,21,"9,000",0,1991,수정로228번길,202203~202403,갱신,-,"8,000",0,단독다가구
경기도 성남시수정구 신흥동,2***,12m미만,52.5,월세,202202,21,500,55,1993,산성대로295번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,20,월세,202202,21,300,17,1991,산성대로283번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,56.2,월세,202202,21,100,20,1972,산성대로269번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,-,35.96,전세,202202,22,"12,000",0,1989,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,43.95,전세,202202,22,"10,000",0,1990,수정로170번길,202203~202403,갱신,사용,"10,000",0,단독다가구
경기도 성남시수정구 신흥동,5***,25m미만,75.03,전세,202202,22,"15,000",0,,탄리로42번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,44.84,월세,202202,22,"1,500",40,1992,수정로180번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,44.73,전세,202202,22,"10,000",0,1989,수정남로132번길,202204~202404,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,35.96,전세,202202,22,"12,000",0,1989,탄리로30번길,202204~202404,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,53.79,전세,202202,22,"14,700",0,1985,공원로349번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,17.42,월세,202202,22,200,15,1990,산성대로269번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,33,전세,202202,23,"2,000",0,,산성대로215번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,36.39,전세,202202,23,"3,000",0,1993,탄리로30번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,12m미만,37.52,월세,202202,23,"12,000",25,1980,공원로349번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,-,36.84,전세,202202,24,"11,000",0,1993,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,31.01,월세,202202,24,"1,000",45,1996,산성대로269번길,202202~202302,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,14.26,월세,202202,25,"1,000",45,2020,산성대로283번길,202203~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,13,월세,202202,25,300,35,2011,산성대로283번길,202204~202404,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,13,전세,202202,25,"4,000",0,2011,산성대로283번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,-,34.8,월세,202202,26,500,45,1990,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,36.89,월세,202202,26,"1,000",40,1985,탄리로30번길,202202~202402,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,20,월세,202202,26,500,40,1979,탄리로8번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,20,월세,202202,26,500,40,1979,탄리로8번길,202203~202303,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,35.32,전세,202202,27,"8,500",0,2003,탄리로52번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,42.5,월세,202202,27,500,30,1989,수정로154번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,30,월세,202202,28,500,30,1990,산성대로295번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,38.08,월세,202202,28,"1,070",37,1990,산성대로225번길,202203~202402,갱신,-,"1,700",35,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,36,월세,202203,1,"4,000",25,1984,수정로180번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,45,월세,202203,1,0,30,1990,탄리로30번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,8*,8m미만,81.24,전세,202203,1,"19,950",0,1988,공원로418번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,8*,8m미만,81.24,전세,202203,1,"19,950",0,1988,공원로418번길,202203~202403,갱신,사용,"19,000",0,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,31,월세,202203,1,500,35,,공원로349번길,202204~202404,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,39.6,전세,202203,2,"6,000",0,1992,수정남로150번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,43.64,전세,202203,2,"9,500",0,1980,수정남로150번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,35.24,전세,202203,2,"3,500",0,1992,수정남로150번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,40,전세,202203,2,"5,000",0,1992,수정남로150번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,-,47.25,전세,202203,3,"6,000",0,1996,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,32.08,전세,202203,3,"8,500",0,1991,산성대로215번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,8m미만,50.82,월세,202203,3,"1,000",40,1999,수정로188번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,39.15,월세,202203,3,"3,800",10,1992,수정로180번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,25m미만,19.8,월세,202203,3,"4,000",35,2018,시민로,202204~202404,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,47.47,전세,202203,3,"10,000",0,1993,수정로228번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,12m미만,79.08,월세,202203,3,"17,000",10,,수정남로,202206~202406,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,47.47,전세,202203,3,"10,000",0,1993,수정로228번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,5***,12m미만,67.71,전세,202203,4,"20,000",0,1995,수정남로,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,1**,8m미만,67.02,월세,202203,4,"3,000",70,1997,수정로251번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,12m미만,65.04,월세,202203,4,"1,000",40,1993,산성대로295번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,43.02,월세,202203,4,500,45,1993,산성대로283번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,3***,8m미만,43.97,월세,202203,4,500,40,1972,산성대로269번길,202204~202404,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,4***,8m미만,38.34,월세,202203,5,500,30,1990,산성대로225번길,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,8m미만,19.8,월세,202203,5,500,45,2004,산성대로269번길,202203~202403,신규,-,,,단독다가구
경기도 성남시수정구 신흥동,2***,-,35.99,전세,202203,7,"15,000",0,1986,,-,-,-,,,단독다가구
경기도 성남시수정구 신흥동,6***,8m미만,20,전세,202203,7,"1,000",0,2007,탄리로30번길,-,-,-,,,단독다가구
