road_condition,contract_area_m2,deposit,contract_period,building_age,Galhyeon,Godeung,Geumgwang,Geumto,Dandae,Dochon,Bokjeong,Sasong,Sanseong,Sangdaewon,Sangjeok,Seongnam,Sujin,Siheung,Sinchon,Sinhung,Simgok,Yangji,Yeosu,Oya,Eunhaeng,Jungang,Changok,Taepyeong,Hadaewon,monthly_rent_bill
0.0,0.18510647341352487,-0.34339182654435163,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,50
0.0,0.1487652484379649,-0.34339182654435163,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,55
0.0,0.07225740638415439,-1.3826368142463297,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30
0.0,0.19233221405194034,-0.34339182654435163,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,100
0.0,0.01700174267862456,-0.9419981829800028,0.16666666666666666,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,36
0.0,0.08160836485739788,-0.9419981829800028,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,45
0.0,0.18021847239342031,0.6061693224943431,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,25
0.0,0.11051132741105964,-0.9419981829800028,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30
1.0,0.21252178348280704,-0.34339182654435163,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,60
0.0,0.20916393930377863,0.2556459848308425,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,70
1.0,0.1487652484379649,0.2556459848308425,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,35
0.0,0.12581289582182176,0.2556459848308425,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,60
2.0,0.1513155098397586,0.4485457456815766,0.16666666666666666,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.20521103413099845,1.6472261817325184,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,16
0.0,0.366515067794449,0.8548997662546849,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.1381816636205211,-0.9419981829800028,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.04888001020104561,-0.9419981829800028,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.0425043566965614,-1.3826368142463297,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,40
0.0,0.0425043566965614,-0.9419981829800028,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30
0.0,0.12657797424235984,-0.9419981829800028,0.3333333333333333,2.3547029357084432,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,20
1.0,0.08500871339312281,-0.9419981829800028,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45
1.0,0.0425043566965614,-0.34339182654435163,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30
1.0,0.0425043566965614,-0.9419981829800028,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30
1.0,0.05100522803587368,-0.9419981829800028,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30
0.0,0.12232753857270372,-0.9419981829800028,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40
1.0,0.04675479236621753,-0.34339182654435163,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30
1.0,0.04675479236621753,-0.34339182654435163,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30
0.0,0.07650784205381052,-0.9419981829800028,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,40
1.0,0.04675479236621753,-0.34339182654435163,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30
0.0,0.08046074722659073,-0.34339182654435163,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,50
0.0,0.11233901474901177,0.6061693224943431,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,50
0.0,0.15675606749691845,-0.9419981829800028,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,65
0.0,0.03400348535724912,-1.3826368142463297,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,29
0.0,0.03400348535724912,-0.9419981829800028,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30
0.0,0.21039656564797893,-1.3826368142463297,0.16666666666666666,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,33
0.0,0.44718833680452247,0.6061693224943431,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,65
0.0,0.08254346070472225,1.8048929813469663,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,25
2.0,0.06375653504484209,-0.9419981829800028,0.16666666666666666,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.12496280868789052,0.6061693224943431,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,40
0.0,0.12194499936243465,-0.34339182654435163,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50
0.0,0.07225740638415439,-1.3826368142463297,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,23
0.0,0.04675479236621753,-0.9419981829800028,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30
1.0,0.07914311216899733,0.2556459848308425,0.3333333333333333,2.252313446475113,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50
1.0,0.1006503166574574,-0.9419981829800028,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40
0.0,0.135673906575424,-0.9419981829800028,0.5,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,35
0.0,0.135673906575424,-0.9419981829800028,0.5,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,35
0.0,0.08262846941811537,-0.34339182654435163,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.1275130700896842,-0.34339182654435163,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,55
1.0,0.20232073787563226,1.4542615934300904,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,30
2.0,0.06698686615378077,-0.34339182654435163,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,80
0.0,0.09776002040209121,-0.34339182654435163,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,50
0.0,0.08262846941811537,-0.34339182654435163,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.15475836273218002,-0.9419981829800028,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,45
1.0,0.1006503166574574,-0.9419981829800028,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40
0.0,0.1487652484379649,-0.9419981829800028,0.3333333333333333,2.252313446475113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,35
0.0,0.0425043566965614,-1.3826368142463297,0.3333333333333333,2.1499239572417825,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20
0.0,0.0425043566965614,-1.3826368142463297,0.3333333333333333,2.1499239572417825,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20
0.0,0.15076295320270328,0.2556459848308425,0.3333333333333333,2.1499239572417825,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40
1.0,0.21800484549666344,-0.34339182654435163,0.3333333333333333,2.1499239572417825,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,52
