road_condition,contract_area_m2,deposit,contract_period,building_age,Galhyeon,Godeung,Geumgwang,Geumto,Dandae,Dochon,Bokjeong,Sasong,Sanseong,Sangdaewon,Sangjeok,Seongnam,Sujin,Siheung,Sinchon,Sinhung,Simgok,Yangji,Yeosu,Oya,Eunhaeng,Jungang,Changok,Taepyeong,Hadaewon,monthly_rent_bill
0.0,0.11046882305436308,0.7638025023203656,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,19
0.0,0.03778637310324309,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,30
0.0,0.10532579589407916,-0.9419981829800028,0.16666666666666666,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,45
0.0,0.11998979895439281,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,16
0.0,0.10532579589407916,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,40
0.0,0.11888468568028222,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,40
0.0,0.1278531049432567,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,42
0.0,0.12844816593700853,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,35
0.0,0.21252178348280704,1.1302562444407611,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.11777957240617164,0.2556459848308425,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5
0.0,0.14060441195222512,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,50
0.0,0.1062608917414035,0.2556459848308425,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.11331661495303268,1.6472261817325184,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10
0.0,0.08781400093509585,-0.9419981829800028,0.16666666666666666,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,35
0.0,0.12151995579546905,1.3387921069531588,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10
0.0,0.09121434947082076,1.1302562444407611,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,29
0.0,0.10834360521953502,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.1295957835678157,1.8048929813469663,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10
0.0,0.1037106303396098,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,55
0.0,0.09129935818421388,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,35
0.0,0.10133038636460238,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,30
0.0,0.10672843966506566,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.13116844476558848,-1.3826368142463297,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,35
0.0,0.10821609214944532,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,50
0.0,0.11824712032983382,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,30
0.0,0.25727887108428615,1.6472261817325184,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,33
0.0,0.10745101372890721,1.6472261817325184,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,20
0.0,0.10439070004675481,-1.1345529347870609,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,46
0.0,0.06613677901984953,-1.3826368142463297,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,25
0.0,0.06613677901984953,-1.3826368142463297,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,25
0.0,0.128788200790581,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.1270030178093255,0.7394457173651586,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,20
0.0,0.10069282101415396,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.02648021422195776,-1.3826368142463297,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.12011731202448252,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,60
0.0,0.12317762570663492,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,35
2.0,0.0425043566965614,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,35
0.0,0.12747056573298765,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.1326986016066647,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.17477791473626048,0.2556459848308425,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,50
0.0,0.03153823266884856,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,30
0.0,0.09563480256726316,-1.3826368142463297,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,30
0.0,0.15892378968844306,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,50
0.0,0.10235049092531985,1.4542615934300904,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10
0.0,0.08934415777617206,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,55
0.0,0.06613677901984953,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,15
0.0,0.10830110086283844,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,20
0.0,0.12679049602584264,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.2514132698601607,-1.3826368142463297,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,30
0.0,0.11369915416330174,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,55
0.0,0.28405661580311986,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,55
0.0,0.4106345900454797,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.11918221617715817,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.08781400093509585,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,35
0.0,0.1275130700896842,0.8548997662546849,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,55
0.0,0.10923619671016281,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,25
0.0,0.055255663705529826,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.09776002040209121,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50
0.0,0.10150040379138862,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,32
0.0,0.11204148425213585,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50
0.0,0.09661240277128404,1.0478427405455988,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,40
0.0,0.09661240277128404,1.0478427405455988,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,40
0.0,0.10515577846729292,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,25
0.0,0.10515577846729292,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,25
0.0,0.08258596506141878,1.1302562444407611,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,35
0.0,0.09712245505164281,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,40
0.0,0.19594508437114805,1.6472261817325184,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30
0.0,0.2020657117354529,0.2556459848308425,0.3333333333333333,1.023639575675149,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70
0.0,0.055255663705529826,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30
0.0,0.15233561440047605,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70
0.0,0.13193352318612656,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,40
0.0,0.09839758575253964,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,40
0.0,0.12734305266289797,0.6619675971463627,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10
0.0,0.10808857907935564,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,35
0.0,0.08934415777617206,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,50
0.0,0.10711097887533473,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,35
0.0,0.11051132741105964,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,35
0.0,0.36243464955157906,1.8741125553977391,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10
0.0,0.07225740638415439,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.11697198962893697,1.8048929813469663,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,20
0.0,0.11204148425213585,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,42
0.0,0.12747056573298765,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.055255663705529826,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.12151995579546905,1.3387921069531588,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,20
0.0,0.13945679432141794,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,30
0.0,0.10859863135971436,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,50
0.0,0.038253921026905266,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,35
0.0,0.07225740638415439,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,50
0.0,0.11697198962893697,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.09690993326815998,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.10957623156373529,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,55
0.0,0.12602541760530456,-1.1345529347870609,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,37
0.0,0.12670548731244952,-0.3012366855237858,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,37
0.0,0.12674799166914608,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.11267904960258425,-1.3826368142463297,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.02648021422195776,-1.3826368142463297,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.1284906702937051,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,60
0.0,0.12670548731244952,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,48
0.0,0.12292259956645558,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.055255663705529826,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.12428273898074553,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,30
0.0,0.12317762570663492,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,35
0.0,0.10201045607174734,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,48
1.0,0.08500871339312281,0.2556459848308425,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,50
0.0,0.12049985123475158,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,60
0.0,0.06307646533769712,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,35
0.0,0.08420113061588812,-0.34339182654435163,0.16666666666666666,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,60
0.0,0.11930972924724785,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,55
0.0,0.11930972924724785,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,55
0.0,0.10056530794406425,1.1302562444407611,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5
1.0,0.055255663705529826,-1.3826368142463297,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,37
0.0,0.12096739915841374,0.2556459848308425,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.1278531049432567,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,42
0.0,0.11875717261019254,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,35
0.0,0.27538572703702136,1.5561145089173576,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.038253921026905266,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,50
0.0,0.10706847451863814,0.2556459848308425,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,55
0.0,0.2508607132231054,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50
0.0,0.1036256216262167,0.8548997662546849,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3
0.0,0.09108683640073108,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,35
0.0,0.11357164109321206,1.8741125553977391,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,22
0.0,0.10838610957623156,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30
0.0,0.10838610957623156,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,35
0.0,0.08560377438687465,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,40
0.0,0.1281506354401326,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50
0.0,0.11637692863518513,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,40
0.0,0.07995069494623198,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,35
0.0,0.11357164109321206,1.6472261817325184,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,10
0.0,0.15233561440047605,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45
0.0,0.08500871339312281,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45
0.0,0.15233561440047605,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70
0.0,0.18655162154120797,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45
0.0,0.021252178348280706,-0.9419981829800028,0.16666666666666666,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40
0.0,0.08513622646321249,0.6061693224943431,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,55
0.0,0.11824712032983382,-0.34339182654435163,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50
0.0,0.09920516852977433,-0.9419981829800028,0.3333333333333333,1.023639575675149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,35
0.0,0.2053810515577847,0.2556459848308425,0.3333333333333333,0.9212500864418186,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,80
0.0,0.055255663705529826,-1.3826368142463297,0.3333333333333333,0.9212500864418186,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,31
0.0,0.1275130700896842,-0.9419981829800028,0.3333333333333333,0.9212500864418186,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30
0.0,0.11051132741105964,-0.9419981829800028,0.3333333333333333,0.9212500864418186,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35
0.0,0.19377736217962344,0.2556459848308425,0.3333333333333333,0.9212500864418186,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,90
0.0,0.09776002040209121,-1.3826368142463297,0.3333333333333333,0.9212500864418186,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,30
0.0,0.23972457176860634,-0.34339182654435163,0.3333333333333333,0.9212500864418186,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,40
1.0,0.1700174267862456,0.6061693224943431,0.3333333333333333,0.9212500864418186,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,50
0.0,0.06375653504484209,1.3387921069531588,0.3333333333333333,0.9212500864418186,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20
0.0,0.1728227143282186,1.0478427405455988,0.3333333333333333,0.9212500864418186,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,45
0.0,0.22540060356186514,1.3387921069531588,0.3333333333333333,0.9212500864418186,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,15
1.0,0.2824414502486505,0.2556459848308425,0.3333333333333333,0.9212500864418186,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,80
0.0,0.07650784205381052,-0.9419981829800028,0.3333333333333333,0.9212500864418186,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,60
0.0,0.23679177115654354,0.2556459848308425,0.3333333333333333,0.9212500864418186,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,70
